Pfam_code,alignment_type,score_original
PF25555,HMMER,3.39
PF25561,HMMER,2.55
PF25562,HMMER,2.92
PF25563,HMMER,0.75
PF25566,HMMER,3.76
PF25571,HMMER,2.21
PF25574,HMMER,0.93
PF25578,HMMER,3.08
PF25580,HMMER,2.67
PF25585,HMMER,1.48
PF25596,HMMER,2.25
PF25599,HMMER,2.9
PF25600,HMMER,0.38
PF25609,HMMER,3.81
PF25610,HMMER,2.36
PF25611,HMMER,1.45
PF25683,HMMER,1.25
PF25752,HMMER,1.48
PF25758,HMMER,0.79
PF25764,HMMER,1.54
PF25771,HMMER,2.0
PF25780,HMMER,1.02
PF25782,HMMER,2.89
PF25794,HMMER,1.5
PF25795,HMMER,3.43
PF25802,HMMER,2.76
PF25803,HMMER,1.32
PF25807,HMMER,1.47
PF25877,HMMER,2.13
PF25890,HMMER,1.27
PF25892,HMMER,2.02
PF25900,HMMER,2.41
PF25914,HMMER,3.43
PF25960,HMMER,1.82
PF25961,HMMER,2.77
PF25962,HMMER,2.72
PF25966,HMMER,2.54
PF25969,HMMER,1.75
PF25970,HMMER,2.32
PF25977,HMMER,1.38
PF25987,HMMER,1.01
PF26000,HMMER,1.31
PF26019,HMMER,1.61
PF26022,HMMER,3.67
PF26026,HMMER,1.48
PF26034,HMMER,1.72
PF26037,HMMER,1.69
PF26039,HMMER,0.6
PF26052,HMMER,3.72
PF26054,HMMER,2.52
PF26060,HMMER,0.62
PF26076,HMMER,4.04
PF26083,HMMER,2.72
PF26086,HMMER,1.25
PF26088,HMMER,3.58
PF26089,HMMER,1.53
PF26094,HMMER,4.68
PF26095,HMMER,1.17
PF26116,HMMER,3.63
PF26141,HMMER,1.81
PF26142,HMMER,2.78
PF26158,HMMER,0.56
PF26167,HMMER,3.33
PF26169,HMMER,0.6
PF26181,HMMER,2.71
PF26182,HMMER,2.56
PF26183,HMMER,2.25
PF26184,HMMER,2.29
PF26192,HMMER,3.18
PF26218,HMMER,1.52
PF26281,HMMER,2.91
PF26285,HMMER,1.24
PF26346,HMMER,1.08
PF26535,HMMER,1.74
PF26557,HMMER,1.46
PF26569,HMMER,4.96
PF26570,HMMER,2.55
PF26574,HMMER,0.91
PF26588,HMMER,3.13
PF26659,HMMER,2.39
PF26701,HMMER,3.28
PF26706,HMMER,2.2
PF26710,HMMER,1.17
PF26718,HMMER,3.51
PF26743,HMMER,1.9
PF26748,HMMER,4.28
PF26749,HMMER,1.71
PF26773,HMMER,1.4
PF26955,HMMER,2.13
PF26964,HMMER,3.17
PF27015,HMMER,1.27
PF27016,HMMER,3.02
PF27027,HMMER,3.04
PF27039,HMMER,1.22
PF27041,HMMER,0.65
PF27046,HMMER,1.87
PF27073,HMMER,1.3
PF27087,HMMER,2.65
PF27089,HMMER,2.66
PF27091,HMMER,3.54
PF27107,HMMER,2.39
PF27108,HMMER,4.75
PF27241,HMMER,1.14
PF27242,HMMER,1.96
PF27508,HMMER,2.1
PF27521,HMMER,2.98
PF27524,HMMER,1.6
PF27556,HMMER,4.35
PF27557,HMMER,2.37
PF27558,HMMER,2.52
PF27560,HMMER,4.04
PF27561,HMMER,1.52
PF27567,HMMER,3.38
PF27569,HMMER,3.48
PF27572,HMMER,2.95
PF27574,HMMER,2.24
PF27575,HMMER,2.67
PF27576,HMMER,3.78
PF27580,HMMER,3.92
PF27581,HMMER,2.17
PF27582,HMMER,3.47
PF27583,HMMER,2.19
PF27594,HMMER,3.51
PF27597,HMMER,3.54
PF27598,HMMER,2.18
PF27602,HMMER,3.57
PF27605,HMMER,1.16
PF27607,HMMER,2.7
PF27608,HMMER,5.2
PF27627,HMMER,4.93
PF27628,HMMER,2.42
PF27631,HMMER,1.37
PF27632,HMMER,0.53
PF27636,HMMER,0.97
PF27638,HMMER,2.88
PF27640,HMMER,1.97
PF27644,HMMER,2.62
PF27645,HMMER,2.01
PF27652,HMMER,2.5
PF27654,HMMER,2.11
PF27661,HMMER,0.02
PF27680,HMMER,2.07
PF27687,HMMER,4.12
PF27697,HMMER,1.65
PF27710,HMMER,1.17
PF27717,HMMER,2.09
PF27736,HMMER,3.06
PF27759,HMMER,4.6
PF27763,HMMER,2.84
PF27822,HMMER,2.2
PF27852,HMMER,1.9
PF27888,HMMER,2.54
PF27898,HMMER,2.79
PF27917,HMMER,1.82
PF27923,HMMER,5.42
PF27924,HMMER,1.38
PF27937,HMMER,-2.0
PF27974,HMMER,0.78
PF27976,HMMER,1.07
PF27987,HMMER,5.11
PF27989,HMMER,1.63
PF28159,HMMER,0.79
PF28208,HMMER,2.1
PF28217,HMMER,1.64
PF28219,HMMER,0.83
PF28229,HMMER,1.98
PF28276,HMMER,1.11
PF28321,HMMER,2.48
PF28324,HMMER,4.02
PF28341,HMMER,1.3
PF28354,HMMER,0.92
PF28375,HMMER,1.34
PF28388,HMMER,2.26
PF28399,HMMER,2.84
PF28407,HMMER,1.0
PF28441,HMMER,1.84
PF28447,HMMER,0.76
PF28540,HMMER,4.56
PF28552,HMMER,4.72
PF28565,HMMER,6.06
