uniprot	domain_id	domain_name	start	end
B2RUY7	PF23331	VWC2L, C-terminal domain	176	215
B2RUY7	PF23333	VWC2L-like, N-terminal domain	51	90
B2RUY7	PF23334	VWC2L-like domain	116	170
B2RUZ4	PF15875	Domain of unknown function (DUF4731)	3	77
B2RXF5	PF00096	Zinc finger, C2H2 type	362	384
B2RXF5	PF00096	Zinc finger, C2H2 type	390	413
B2RXF5	PF00651	BTB/POZ domain	15	121
B2RXF5	PF13894	C2H2-type zinc finger	335	356
B2RXH2	PF02373	JmjC domain, hydroxylase	176	292
B2RXH2	PF02375	jmjN domain	16	50
B3KU38	PF10148	Schwannomin-interacting protein 1, C-terminal	331	560
B3KU38	PF15157	Fusion protein IQCJ-SCHIP1 with IQ-like motif	4	97
B6A8C7	PF13895	Immunoglobulin domain	28	103
B7U540	PF01007	Inward rectifier potassium channel transmembrane domain	47	187
B7U540	PF08466	Inward rectifier potassium channel N-terminal	3	46
B7U540	PF17655	Inward rectifier potassium channel C-terminal domain	194	365
B7ZAQ6	PF12430	Abscisic acid G-protein coupled receptor	277	446
B7ZAQ6	PF12537	The Golgi pH Regulator (GPHR) Family N-terminal	142	207
C0HME6	NA	NA	NA	NA
C4AMC7	PF11945	WAHD domain of WASH complex	13	295
C9JE40	PF09770	Topoisomerase II-associated protein PAT1	262	400
C9JLW8	PF14799	FAM195 family	5	92
C9JR72	PF00651	BTB/POZ domain	10	102
C9JR72	PF01344	Kelch motif	202	244
C9JR72	PF01344	Kelch motif	247	292
C9JRZ8	PF00248	Aldo/keto reductase family	17	292
D3W0D1	PF00059	Lectin C-type domain	97	195
D6RGH6	PF07412	Geminin	177	244
D6RGH6	PF27888	Geminin coiled-coil domain-containing protein 1, C-terminal domain	343	384
E0CX11	PF15054	Domain of unknown function (DUF4535)	5	44
F5H094	PF03137	Organic Anion Transporter Polypeptide (OATP) family	29	459
F5H094	PF03137	Organic Anion Transporter Polypeptide (OATP) family	507	620
F5H094	PF07648	Kazal-type serine protease inhibitor domain	460	506
G2XKQ0	PF11976	Ubiquitin-2 like Rad60 SUMO-like	22	91
H0YL14	PF17685	Transmembrane protein 250	1	139
H3BV60	PF00100	ZP-C domain	42	153
K7EJ46	PF15831	Small integral membrane protein 5/18/22	6	58
K9M1U5	PF15177	Interleukin-28A	25	174
L0R8F8	PF05347	Complex 1 protein (LYR family)	8	58
M0R2J8	PF24478	DCDC1, second doublecortin-like domain	281	384
M0R2J8	PF25510	Doublecortin domain-containing protein 1-like, ubiquitin domain	491	585
M5A8F1	NA	NA	NA	NA
O00115	PF03265	Deoxyribonuclease II	18	347
O00116	PF01565	FAD binding domain	206	345
O00116	PF02913	FAD linked oxidases, C-terminal domain	385	654
O00124	PF00789	UBX domain	187	265
O00139	PF00225	Kinesin motor domain	229	552
O00139	PF22923	Kinesin-like protein KIF2A-like, N-terminal	6	60
O00141	PF00069	Protein kinase domain	98	355
O00141	PF00433	Protein kinase C terminal domain	376	423
O00142	PF01712	Deoxynucleoside kinase	53	262
O00144	PF01392	Fz domain	39	145
O00144	PF01534	Frizzled/Smoothened family membrane region	222	543
O00148	PF00270	DEAD/DEAH box helicase	69	234
O00148	PF00271	Helicase conserved C-terminal domain	273	381
O00151	PF00412	LIM domain	260	310
O00151	PF00595	PDZ domain	5	81
O00151	PF15936	Domain of unknown function (DUF4749)	138	234
O00154	PF03061	Thioesterase superfamily	69	149
O00154	PF03061	Thioesterase superfamily	242	312
O00155	PF00001	7 transmembrane receptor (rhodopsin family)	56	307
O00159	PF00063	Myosin head (motor domain)	49	718
O00159	PF00612	IQ calmodulin-binding motif	737	754
O00159	PF00612	IQ calmodulin-binding motif	759	776
O00159	PF06017	Unconventional myosin tail, actin- and lipid-binding	888	1055
O00160	PF00018	SH3 domain	1047	1091
O00160	PF00063	Myosin head (motor domain)	19	677
O00160	PF06017	Unconventional myosin tail, actin- and lipid-binding	730	920
O00161	PF00835	SNAP-25 family	86	148
O00165	NA	NA	NA	NA
O00167	PF00702	haloacid dehalogenase-like hydrolase	269	513
O00168	PF02038	ATP1G1/PLM/MAT8 family	24	70
O00170	PF23322	AH receptor-interacting protein, N-terminal FKBP-type PPIase	13	156
O00175	PF00048	Small cytokines (intecrine/chemokine), interleukin-8 like	32	89
O00178	PF00009	Elongation factor Tu GTP binding domain	162	383
O00178	PF03144	Elongation factor Tu domain 2	409	479
O00180	PF07885	Ion channel	95	157
O00180	PF07885	Ion channel	192	268
O00182	PF00337	Galactoside-binding lectin	16	147
O00182	PF00337	Galactoside-binding lectin	226	354
O00186	PF00995	Sec1 family	33	575
O00187	PF00084	Sushi repeat (SCR repeat)	300	361
O00187	PF00084	Sushi repeat (SCR repeat)	366	422
O00187	PF00089	Trypsin	445	679
O00187	PF00431	CUB domain	28	133
O00187	PF00431	CUB domain	184	293
O00187	PF07645	Calcium-binding EGF domain	138	180
O00189	PF00928	Adaptor complexes medium subunit family	175	453
O00189	PF01217	Clathrin adaptor complex small chain	42	130
O00192	PF00514	Armadillo/beta-catenin-like repeat	391	428
O00192	PF00514	Armadillo/beta-catenin-like repeat	433	473
O00192	PF00514	Armadillo/beta-catenin-like repeat	657	692
O00192	PF00514	Armadillo/beta-catenin-like repeat	702	737
O00194	PF00071	Ras family	11	182
O00198	PF15196	Activator of apoptosis harakiri	1	91
O00203	PF01602	Adaptin N terminal region	44	581
O00203	PF14796	Clathrin-adaptor complex-3 beta-1 subunit C-terminal	814	958
O00203	PF14797	Serine-rich region of AP3B1, clathrin-adaptor complex	672	786
O00203	PF24080	AP-3 complex subunit beta-1, C-terminal domain	980	1090
O00204	PF00685	Sulfotransferase domain	60	304
O00206	PF01582	TIR domain	676	839
O00206	PF12799	Leucine Rich repeats (2 copies)	151	190
O00206	PF13516	Leucine Rich repeat	399	412
O00206	PF13855	Leucine rich repeat	57	114
O00206	PF13855	Leucine rich repeat	447	508
O00212	PF00071	Ras family	19	188
O00213	PF00397	WW domain	255	283
O00213	PF00640	Phosphotyrosine interaction domain (PTB/PID)	370	508
O00213	PF00640	Phosphotyrosine interaction domain (PTB/PID)	544	663
O00214	PF00337	Galactoside-binding lectin	18	150
O00214	PF00337	Galactoside-binding lectin	186	314
O00217	PF12838	4Fe-4S dicluster domain	110	164
O00219	PF13641	Glycosyltransferase like family 2	190	358
O00220	PF00020	TNFR/NGFR cysteine-rich region	148	188
O00220	PF00020	TNFR/NGFR cysteine-rich region	190	229
O00220	PF00531	Death domain	368	446
O00221	PF12796	Ankyrin repeats (3 copies)	277	348
O00221	PF12796	Ankyrin repeats (3 copies)	374	463
O00222	PF00003	7 transmembrane sweet-taste receptor of 3 GCPR	577	837
O00222	PF01094	Receptor family ligand binding region	75	477
O00222	PF07562	Nine Cysteines Domain of family 3 GPCR	512	562
O00230	PF03002	Somatostatin/Cortistatin family	91	104
O00231	PF01399	PCI domain	306	387
O00231	PF18055	26S proteasome regulatory subunit RPN6 N-terminal domain	8	139
O00231	PF18503	26S proteasome subunit RPN6 C-terminal helix domain	393	419
O00232	PF01399	PCI domain	349	416
O00232	PF18098	26S proteasome regulatory subunit RPN5 C-terminal domain	422	453
O00232	PF22241	PSMD12/CSN4, N-terminal	42	258
O00233	PF17820	PDZ domain	139	194
O00233	PF18265	Nas2 N_terminal domain	23	102
O00237	PF13639	Ring finger domain	620	663
O00238	PF01064	Activin types I and II receptor domain	30	108
O00238	PF07714	Protein tyrosine and serine/threonine kinase	204	489
O00238	PF08515	Transforming growth factor beta type I GS-motif	175	202
O00241	PF07654	Immunoglobulin C1-set domain	162	233
O00241	PF07654	Immunoglobulin C1-set domain	264	336
O00241	PF07686	Immunoglobulin V-set domain	37	143
O00244	PF00403	Heavy-metal-associated domain	6	60
O00253	PF05039	Agouti protein	86	122
O00254	PF00001	7 transmembrane receptor (rhodopsin family)	112	358
O00255	PF05053	Menin	3	499
O00255	PF05053	Menin	548	608
O00257	PF00385	Chromo (CHRromatin Organisation MOdifier) domain	11	60
O00257	PF17218	CBX family C-terminal motif	534	559
O00258	PF04420	CHD5-like protein	29	163
O00264	PF00173	Cytochrome b5-like Heme/Steroid binding domain	74	151
O00267	PF00467	KOW motif	475	499
O00267	PF03439	Early transcription elongation factor of RNA pol II, NGN section	178	264
O00267	PF11942	Spt5 transcription elongation factor, acidic N-terminal	75	172
O00267	PF23037	Transcription elongation factor SPT5, KOWx domain	532	578
O00267	PF23042	Transcription elongation factor SPT5, KOW1 domain	273	396
O00267	PF23284	Transcription elongation factor SPT5, second KOW domain	422	471
O00267	PF23287	Transcription elongation factor SPT5, seventh KOW domain	1033	1084
O00267	PF23288	Transcription elongation factor SPT5, sixth KOW domain	978	1032
O00267	PF23290	Transcription elongation factor SPT5, fifth KOW domain	705	750
O00267	PF23291	Transcription elongation factor SPT5, fourth KOW domain	586	640
O00268	PF05236	Transcription initiation factor TFIID component TAF4 family	834	1082
O00268	PF07531	NHR1 homology to TAF	592	682
O00270	PF00001	7 transmembrane receptor (rhodopsin family)	31	282
O00273	PF02017	CIDE-N domain	19	94
O00273	PF09033	DNA Fragmentation factor 45kDa, C terminal domain	100	264
O00287	PF15289	Regulatory factor X-associated C-terminal binding domain	140	267
O00291	PF01608	I/LWEQ domain	862	1010
O00291	PF07651	ANTH domain	39	304
O00291	PF16515	Clathrin-binding domain of Huntingtin-interacting protein 1	482	580
O00291	PF27524	HIP1R domain	631	768
O00292	PF00019	Transforming growth factor beta like domain	262	353
O00292	PF00688	TGF-beta propeptide	99	204
O00294	PF01167	Tub family	296	536
O00299	PF13410	Glutathione S-transferase, C-terminal domain	126	210
O00299	PF22441	CLIC-like N-terminal domain	6	91
O00300	PF00020	TNFR/NGFR cysteine-rich region	30	62
O00300	PF00020	TNFR/NGFR cysteine-rich region	65	105
O00300	PF00020	TNFR/NGFR cysteine-rich region	107	142
O00300	PF00020	TNFR/NGFR cysteine-rich region	145	185
O00300	PF23630	Tumor Necrosis Factor Receptor Superfamily Member 11B death domain	198	269
O00300	PF23630	Tumor Necrosis Factor Receptor Superfamily Member 11B death domain	273	344
O00303	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	89	196
O00303	PF13012	Maintenance of mitochondrial structure and function	243	354
O00305	PF00625	Guanylate kinase	218	398
O00305	PF12052	Voltage gated calcium channel subunit beta domain 4Aa N terminal	50	91
O00308	PF00397	WW domain	302	331
O00308	PF00397	WW domain	332	361
O00308	PF00397	WW domain	407	435
O00308	PF00397	WW domain	446	475
O00308	PF00632	HECT-domain (ubiquitin-transferase)	566	868
O00311	PF00069	Protein kinase domain	58	207
O00311	PF00069	Protein kinase domain	367	462
O00321	PF00178	Ets-domain	241	320
O00322	PF00335	Tetraspanin family	19	255
O00327	PF00010	Helix-loop-helix DNA-binding domain	74	126
O00327	PF00989	PAS fold	149	252
O00327	PF14598	PAS domain	339	441
O00329	PF00454	Phosphatidylinositol 3- and 4-kinase	774	990
O00329	PF00613	Phosphoinositide 3-kinase family, accessory domain (PIK domain)	503	683
O00329	PF00792	Phosphoinositide 3-kinase C2	339	449
O00329	PF00794	PI3-kinase family, ras-binding domain	176	280
O00329	PF02192	PI3-kinase family, p85-binding domain	33	107
O00330	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	274	500
O00330	PF00364	Biotin-requiring enzyme	59	129
O00330	PF02817	e3 binding domain	183	216
O00337	PF01773	Na+ dependent nucleoside transporter N-terminus	183	255
O00337	PF07662	Na+ dependent nucleoside transporter C-terminus	367	588
O00337	PF07670	Nucleoside recognition	263	361
O00338	PF00685	Sulfotransferase domain	39	288
O00339	PF00092	von Willebrand factor type A domain	57	229
O00339	PF00092	von Willebrand factor type A domain	655	828
O00339	PF07645	Calcium-binding EGF domain	485	523
O00339	PF10393	Trimeric coiled-coil oligomerisation domain of matrilin	909	953
O00339	PF12662	Complement Clr-like EGF-like	546	566
O00339	PF14670	Coagulation Factor Xa inhibitory site	242	277
O00339	PF14670	Coagulation Factor Xa inhibitory site	283	318
O00339	PF14670	Coagulation Factor Xa inhibitory site	324	359
O00339	PF14670	Coagulation Factor Xa inhibitory site	365	400
O00339	PF14670	Coagulation Factor Xa inhibitory site	406	441
O00339	PF14670	Coagulation Factor Xa inhibitory site	447	482
O00339	PF14670	Coagulation Factor Xa inhibitory site	570	605
O00339	PF14670	Coagulation Factor Xa inhibitory site	611	646
O00341	PF00375	Sodium:dicarboxylate symporter family	22	475
O00358	PF00250	Forkhead domain	53	138
O00370	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	517	773
O00370	PF03372	Endonuclease/Exonuclease/phosphatase family	11	230
O00391	PF00085	Thioredoxin	52	126
O00391	PF04777	Erv1 / Alr family	405	504
O00391	PF18108	QSOX Trx-like domain	162	269
O00391	PF18371	Flavin adenine dinucleotide (FAD)-dependent sulfhydryl oxidase	295	396
O00399	NA	NA	NA	NA
O00400	PF13000	Acetyl-coenzyme A transporter 1	75	285
O00400	PF13000	Acetyl-coenzyme A transporter 1	286	545
O00401	PF00568	WH1 domain	32	136
O00401	PF00786	P21-Rho-binding domain	202	260
O00401	PF02205	WH2 motif	404	427
O00401	PF02205	WH2 motif	431	452
O00408	PF00233	3'5'-cyclic nucleotide phosphodiesterase	655	887
O00408	PF01590	GAF domain	248	369
O00408	PF01590	GAF domain	410	548
O00409	PF00250	Forkhead domain	114	198
O00410	PF02985	HEAT repeat	907	935
O00410	PF13513	HEAT-like repeat	372	426
O00410	PF18808	Importin repeat	270	357
O00410	PF18816	Importin repeat	1005	1052
O00410	PF18829	Importin repeat 6	765	872
O00410	PF25574	Importin subunit beta-1-like, TPR repeats	490	639
O00410	PF25780	IPO5-like, TPR repeats	102	261
O00411	PF00940	DNA-dependent RNA polymerase	831	1205
O00411	PF14700	DNA-directed RNA polymerase N-terminal	428	704
O00418	PF02816	Alpha-kinase family	139	318
O00421	PF00001	7 transmembrane receptor (rhodopsin family)	56	300
O00422	PF06487	Sin3 associated polypeptide p18 (SAP18)	20	137
O00423	PF03451	HELP motif	217	255
O00423	PF23409	Echinoderm microtubule-associated protein first beta-propeller	264	529
O00423	PF23414	Echinoderm microtubule-associated protein second beta-propeller	546	814
O00425	PF00013	KH domain	198	261
O00425	PF00013	KH domain	280	344
O00425	PF00013	KH domain	407	471
O00425	PF00013	KH domain	491	555
O00425	PF00076	RNA recognition motif	4	68
O00425	PF00076	RNA recognition motif	85	150
O00429	PF00350	Dynamin family	28	217
O00429	PF01031	Dynamin central region	225	509
O00429	PF02212	Dynamin GTPase effector domain	639	730
O00442	PF01137	RNA 3'-terminal phosphate cyclase	13	183
O00442	PF01137	RNA 3'-terminal phosphate cyclase	286	337
O00442	PF05189	RNA 3'-terminal phosphate cyclase (RTC), insert domain	184	285
O00443	PF00168	C2 domain	1572	1680
O00443	PF00454	Phosphatidylinositol 3- and 4-kinase	1133	1346
O00443	PF00613	Phosphoinositide 3-kinase family, accessory domain (PIK domain)	868	1041
O00443	PF00787	PX domain	1455	1533
O00443	PF00792	Phosphoinositide 3-kinase C2	703	840
O00443	PF00794	PI3-kinase family, ras-binding domain	412	511
O00444	PF00069	Protein kinase domain	12	265
O00444	PF18190	Polo-like Kinase 4 Polo Box 1	592	697
O00444	PF18409	Polo-like Kinase 4 Polo Box 2	699	807
O00445	PF00168	C2 domain	123	229
O00445	PF00168	C2 domain	254	358
O00451	PF02351	GDNF/GAS1 domain	40	113
O00451	PF02351	GDNF/GAS1 domain	161	241
O00451	PF02351	GDNF/GAS1 domain	251	347
O00453	PF05083	LST-1 protein	16	96
O00459	PF00017	SH2 domain	330	405
O00459	PF00017	SH2 domain	622	696
O00459	PF00620	RhoGAP domain	125	258
O00459	PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain	428	596
O00461	NA	NA	NA	NA
O00462	PF02836	Glycosyl hydrolases family 2, TIM barrel domain	343	507
O00462	PF17753	Ig-fold domain	800	878
O00462	PF17786	Mannosidase Ig/CBM-like domain	701	795
O00462	PF22666	Glycosyl hydrolase 2 galactose-binding domain-like	29	203
O00463	PF02176	TRAF-type zinc finger	183	241
O00463	PF21355	TRAF/meprin, MATH domain	426	546
O00463	PF21363	TNF receptor-associated factor 2/3/5, RING domain	45	72
O00468	PF00008	EGF-like domain	1333	1363
O00468	PF00008	EGF-like domain	1553	1583
O00468	PF00050	Kazal-type serine protease inhibitor domain	346	389
O00468	PF00053	Laminin EGF domain	793	835
O00468	PF00053	Laminin EGF domain	847	884
O00468	PF00054	Laminin G domain	1400	1530
O00468	PF00054	Laminin G domain	1668	1802
O00468	PF00054	Laminin G domain	1920	2051
O00468	PF01390	SEA domain	1146	1235
O00468	PF03146	Agrin NtA domain	37	156
O00468	PF07648	Kazal-type serine protease inhibitor domain	199	242
O00468	PF07648	Kazal-type serine protease inhibitor domain	272	317
O00468	PF07648	Kazal-type serine protease inhibitor domain	414	461
O00468	PF07648	Kazal-type serine protease inhibitor domain	490	534
O00468	PF07648	Kazal-type serine protease inhibitor domain	555	599
O00468	PF07648	Kazal-type serine protease inhibitor domain	618	664
O00468	PF07648	Kazal-type serine protease inhibitor domain	705	750
O00468	PF07648	Kazal-type serine protease inhibitor domain	927	969
O00469	PF03171	2OG-Fe(II) oxygenase superfamily	651	737
O00469	PF13704	Glycosyltransferase family 25, N-terminal	382	518
O00469	PF25342	PLOD GT domain	36	279
O00470	PF05920	Homeobox KN domain	290	329
O00470	PF16493	TALE/MEIS homeobox family N-terminal domain	71	184
O00471	PF07393	Exocyst complex component Sec10-like, alpha-helical bundle	158	707
O00471	PF20667	Exocyst complex component Sec10, N-terminal	39	147
O00472	PF07303	Occludin homology domain	532	633
O00472	PF10390	RNA polymerase II elongation factor ELL	11	291
O00476	PF07690	Major Facilitator Superfamily	107	354
O00478	PF00622	SPRY domain	394	499
O00478	PF07686	Immunoglobulin V-set domain	38	143
O00478	PF13765	SPRY-associated domain	342	390
O00478	PF22705	Butyrophilin subfamily 3 member A2-like, Ig-C domain	146	232
O00481	PF00622	SPRY domain	394	498
O00481	PF07686	Immunoglobulin V-set domain	38	143
O00481	PF13765	SPRY-associated domain	342	390
O00481	PF22705	Butyrophilin subfamily 3 member A2-like, Ig-C domain	146	232
O00482	PF00104	Ligand-binding domain of nuclear hormone receptor	332	522
O00482	PF00105	Double treble clef zinc finger, C4 type	85	152
O00483	PF06522	NADH-ubiquinone reductase complex 1 MLRQ subunit	10	62
O00487	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	27	138
O00487	PF23594	26S proteasome regulatory subunit RPN11 C-terminal domain	228	307
O00488	PF12171	Zinc-finger double-stranded RNA-binding	61	86
O00499	PF03114	BAR domain	19	264
O00499	PF14604	Variant SH3 domain	527	590
O00501	PF00822	PMP-22/EMP/MP20/Claudin family	6	181
O00505	PF00514	Armadillo/beta-catenin-like repeat	104	144
O00505	PF00514	Armadillo/beta-catenin-like repeat	147	184
O00505	PF00514	Armadillo/beta-catenin-like repeat	189	229
O00505	PF00514	Armadillo/beta-catenin-like repeat	233	271
O00505	PF00514	Armadillo/beta-catenin-like repeat	274	312
O00505	PF00514	Armadillo/beta-catenin-like repeat	315	355
O00505	PF00514	Armadillo/beta-catenin-like repeat	357	396
O00505	PF00514	Armadillo/beta-catenin-like repeat	402	438
O00505	PF01749	Importin beta binding domain	11	93
O00505	PF16186	Atypical Arm repeat	449	499
O00506	PF00069	Protein kinase domain	20	270
O00506	PF20929	Programmed cell death protein 10, dimerisation domain	357	411
O00507	PF00443	Ubiquitin carboxyl-terminal hydrolase	1559	1955
O00507	PF12030	Domain of unknown function (DUF3517)	2099	2454
O00507	PF22900	Ubiquitin carboxyl-terminal hydrolases, Ubiquitin-like 1	882	968
O00507	PF25010	UBP24/USP9X/USP9Y ARM repeat	330	749
O00512	PF11502	B-cell lymphoma 9 protein	350	387
O00519	PF01425	Amidase	96	562
O00522	PF00373	FERM central domain	518	640
O00522	PF16705	NUDIX, or N-terminal NPxY motif-rich, region of KRIT	22	198
O00522	PF24521	KRIT1 ankyrin-repeats domain	273	419
O00522	PF24522	KRIT1/FRMD8, FERM domain C-lobe	656	721
O00526	PF07353	Uroplakin II	6	184
O00533	PF00041	Fibronectin type III domain	613	702
O00533	PF00041	Fibronectin type III domain	714	796
O00533	PF00041	Fibronectin type III domain	820	908
O00533	PF00041	Fibronectin type III domain	918	1007
O00533	PF00047	Immunoglobulin domain	531	599
O00533	PF07679	Immunoglobulin I-set domain	432	511
O00533	PF13882	Bravo-like intracellular region	1104	1189
O00533	PF13927	Immunoglobulin domain	35	113
O00533	PF13927	Immunoglobulin domain	240	314
O00533	PF13927	Immunoglobulin domain	330	405
O00541	PF06732	Pescadillo N-terminus	7	275
O00541	PF16589	BRCT domain	325	413
O00548	PF00008	EGF-like domain	293	323
O00548	PF00008	EGF-like domain	332	361
O00548	PF00008	EGF-like domain	370	399
O00548	PF00008	EGF-like domain	409	439
O00548	PF00008	EGF-like domain	447	477
O00548	PF00008	EGF-like domain	485	515
O00548	PF01414	Delta serrate ligand	179	224
O00548	PF07657	N terminus of Notch ligand C2-like domain	22	177
O00548	PF21700	Delta-like/Jagged, EGF-like domain	264	289
O00555	PF00520	Ion transport protein	98	369
O00555	PF00520	Ion transport protein	486	722
O00555	PF00520	Ion transport protein	1243	1518
O00555	PF00520	Ion transport protein	1565	1820
O00555	PF08763	Voltage gated calcium channel IQ domain	1893	1970
O00555	PF16905	Voltage-dependent L-type calcium channel, IQ-associated	1830	1883
O00559	PF28220	RCAS1 C-terminal domain	168	213
O00560	PF00595	PDZ domain	115	191
O00560	PF00595	PDZ domain	200	270
O00562	PF02121	Phosphatidylinositol transfer protein	1	249
O00562	PF02862	DDHD domain	686	785
O00562	PF02862	DDHD domain	828	879
O00562	PF24694	PITM 1-3, LNS2 domain	1023	1146
O00562	PF24695	PITM 1-3, beta-sandwich domain	918	1015
O00566	PF04006	Mpp10 protein	25	594
O00567	PF01798	snoRNA binding domain, fibrillarin	174	406
O00567	PF08156	NOP5NT (NUC127) domain	5	70
O00571	PF00270	DEAD/DEAH box helicase	204	391
O00571	PF00271	Helicase conserved C-terminal domain	427	536
O00574	PF00001	7 transmembrane receptor (rhodopsin family)	48	288
