Pfam_code,blosum62_global_mean
PF19548,3.24
PF19566,
PF19627,3.6
PF19675,5.25
PF19687,5.31
PF19699,3.06
PF19704,
PF19710,
PF19712,5.27
PF19718,
PF19722,3.34
PF19725,5.2
PF19729,5.14
PF19737,4.97
PF19743,3.91
PF19745,5.25
PF19913,5.16
PF19914,5.01
PF20010,3.05
PF20023,2.45
PF20053,5.62
PF20067,5.11
PF20143,5.18
PF20144,4.73
PF20145,3.96
PF20165,4.42
PF20166,1.0
PF20168,3.51
PF20170,2.28
PF20173,4.07
PF20175,5.1
PF20179,0.75
PF20180,4.82
PF20206,5.08
PF20210,4.18
PF20252,3.68
PF20256,4.19
PF20258,5.14
PF20259,5.48
PF20262,5.14
PF20266,0.97
PF20267,3.73
PF20268,5.06
PF20302,2.18
PF20309,2.88
PF20406,4.05
PF20408,2.07
PF20412,2.9
PF20413,5.27
PF20416,
PF20417,
PF20421,1.7
PF20422,2.11
PF20425,2.75
PF20426,2.53
PF20427,5.39
PF20433,2.77
PF20443,3.39
PF20468,
PF20470,2.09
PF20478,
PF20479,
PF20490,3.31
PF20491,5.16
PF20492,2.41
PF20500,
PF20502,
PF20504,5.14
PF20510,5.23
PF20511,5.08
PF20512,5.03
PF20514,
PF20517,5.07
PF20518,5.3
PF20519,1.91
PF20520,3.36
PF20588,5.15
PF20624,2.88
