fasta_file	n_sequences
PF15184.fasta	1
PF15185.fasta	1
PF15186.fasta	4
PF15187.fasta	1
PF15188.fasta	1
PF15189.fasta	1
PF15190.fasta	1
PF15191.fasta	1
PF15192.fasta	1
PF15193.fasta	2
PF15194.fasta	2
PF15195.fasta	1
PF15196.fasta	1
PF15198.fasta	1
PF15199.fasta	1
PF15200.fasta	2
PF15201.fasta	1
PF15202.fasta	1
PF15203.fasta	1
PF15204.fasta	1
PF15205.fasta	1
PF15206.fasta	2
PF15207.fasta	1
PF15208.fasta	1
PF15209.fasta	1
PF15210.fasta	1
PF15211.fasta	1
PF15212.fasta	1
PF15213.fasta	1
PF15214.fasta	1
PF15215.fasta	1
PF15216.fasta	1
PF15217.fasta	1
PF15218.fasta	1
PF15219.fasta	1
PF15220.fasta	1
PF15221.fasta	1
PF15223.fasta	2
PF15224.fasta	1
PF15225.fasta	1
PF15226.fasta	1
PF15227.fasta	37
PF15228.fasta	2
PF15229.fasta	17
PF15230.fasta	2
PF15231.fasta	5
PF15232.fasta	3
PF15233.fasta	2
PF15234.fasta	1
PF15235.fasta	3
PF15236.fasta	1
PF15237.fasta	4
PF15238.fasta	4
PF15239.fasta	1
PF15240.fasta	10
PF15241.fasta	2
PF15242.fasta	3
PF15243.fasta	1
PF15244.fasta	1
PF15245.fasta	1
PF15246.fasta	2
PF15247.fasta	1
PF15248.fasta	2
PF15249.fasta	2
PF15250.fasta	2
PF15251.fasta	2
PF15252.fasta	2
PF15253.fasta	1
PF15254.fasta	1
PF15255.fasta	3
PF15256.fasta	2
PF15257.fasta	1
PF15258.fasta	3
PF15259.fasta	2
PF15260.fasta	2
PF15261.fasta	1
PF15262.fasta	3
PF15264.fasta	1
PF15265.fasta	2
PF15266.fasta	2
PF15268.fasta	4
PF15269.fasta	2
PF15273.fasta	6
PF15274.fasta	1
PF15275.fasta	3
PF15276.fasta	2
PF15277.fasta	3
PF15279.fasta	2
PF15280.fasta	1
PF15281.fasta	1
PF15282.fasta	3
PF15285.fasta	1
PF15287.fasta	6
PF15288.fasta	25
PF15289.fasta	1
PF15290.fasta	2
PF15291.fasta	1
PF15292.fasta	1
PF15293.fasta	1
PF15294.fasta	1
PF15295.fasta	1
PF15296.fasta	1
PF15297.fasta	3
PF15298.fasta	2
PF15299.fasta	1
PF15300.fasta	13
PF15301.fasta	2
PF15302.fasta	1
PF15303.fasta	2
PF15304.fasta	3
PF15305.fasta	1
PF15306.fasta	1
PF15307.fasta	1
PF15308.fasta	3
PF15309.fasta	3
PF15310.fasta	1
PF15311.fasta	1
PF15312.fasta	1
PF15313.fasta	2
PF15314.fasta	1
PF15315.fasta	3
PF15316.fasta	3
PF15317.fasta	3
PF15318.fasta	1
PF15319.fasta	1
PF15320.fasta	2
PF15321.fasta	2
PF15322.fasta	1
PF15323.fasta	1
PF15324.fasta	1
PF15325.fasta	1
PF15326.fasta	2
PF15327.fasta	2
PF15328.fasta	1
PF15330.fasta	3
PF15331.fasta	1
PF15332.fasta	1
PF15333.fasta	1
PF15334.fasta	1
PF15335.fasta	1
PF15336.fasta	3
PF15337.fasta	2
PF15338.fasta	1
PF15339.fasta	1
PF15340.fasta	1
PF15341.fasta	1
PF15342.fasta	2
PF15343.fasta	1
PF15344.fasta	2
PF15345.fasta	1
PF15346.fasta	1
PF15347.fasta	1
PF15348.fasta	1
PF15349.fasta	1
PF15350.fasta	1
PF15351.fasta	1
PF15352.fasta	1
PF15353.fasta	1
PF15354.fasta	1
PF15355.fasta	1
PF15356.fasta	1
PF15357.fasta	1
PF15358.fasta	1
PF15359.fasta	1
PF15360.fasta	1
PF15361.fasta	1
PF15362.fasta	1
PF15363.fasta	2
PF15364.fasta	1
PF15365.fasta	2
PF15366.fasta	1
PF15367.fasta	1
PF15368.fasta	1
PF15369.fasta	1
PF15370.fasta	1
PF15371.fasta	13
PF15372.fasta	1
PF15373.fasta	1
PF15374.fasta	2
PF15375.fasta	1
PF15376.fasta	1
PF15377.fasta	1
PF15378.fasta	2
PF15379.fasta	1
PF15380.fasta	1
PF15382.fasta	1
PF15383.fasta	1
PF15384.fasta	1
PF15385.fasta	2
PF15386.fasta	2
PF15387.fasta	1
PF15388.fasta	3
PF15389.fasta	1
PF15390.fasta	1
PF15391.fasta	1
PF15392.fasta	1
PF15393.fasta	1
PF15394.fasta	1
PF15395.fasta	1
PF15396.fasta	1
PF15397.fasta	1
PF15398.fasta	1
PF15399.fasta	1
PF15400.fasta	1
PF15409.fasta	4
PF15410.fasta	8
PF15412.fasta	2
PF15419.fasta	1
PF15423.fasta	2
PF15424.fasta	1
PF15427.fasta	1
PF15429.fasta	1
PF15431.fasta	1
PF15433.fasta	1
PF15434.fasta	2
PF15435.fasta	1
PF15439.fasta	3
PF15440.fasta	3
PF15441.fasta	2
PF15442.fasta	1
PF15443.fasta	1
PF15444.fasta	1
PF15449.fasta	1
PF15450.fasta	1
PF15451.fasta	1
PF15452.fasta	3
PF15453.fasta	2
PF15454.fasta	1
PF15455.fasta	1
PF15462.fasta	1
PF15464.fasta	1
PF15465.fasta	1
PF15466.fasta	1
PF15467.fasta	1
PF15468.fasta	1
PF15469.fasta	1
PF15470.fasta	1
PF15471.fasta	1
PF15472.fasta	1
PF15473.fasta	1
PF15475.fasta	1
PF15476.fasta	1
PF15477.fasta	3
PF15478.fasta	1
PF15479.fasta	1
PF15480.fasta	1
PF15482.fasta	1
PF15483.fasta	2
PF15484.fasta	1
PF15485.fasta	1
PF15486.fasta	1
PF15487.fasta	2
PF15488.fasta	1
PF15489.fasta	1
PF15490.fasta	1
PF15492.fasta	1
PF15494.fasta	7
PF15497.fasta	1
PF15498.fasta	1
PF15499.fasta	1
PF15501.fasta	1
PF15502.fasta	1
PF15503.fasta	1
PF15504.fasta	1
PF15505.fasta	1
PF15506.fasta	1
PF15508.fasta	2
PF15509.fasta	1
PF15510.fasta	1
PF15511.fasta	2
PF15512.fasta	1
PF15519.fasta	2
PF15539.fasta	1
PF15546.fasta	1
PF15547.fasta	1
PF15548.fasta	1
PF15549.fasta	2
PF15550.fasta	1
PF15551.fasta	1
PF15552.fasta	1
PF15553.fasta	1
PF15554.fasta	1
PF15555.fasta	1
PF15556.fasta	1
PF15557.fasta	1
PF15558.fasta	2
PF15559.fasta	1
PF15576.fasta	1
PF15578.fasta	1
PF15612.fasta	4
PF15613.fasta	5
PF15619.fasta	2
PF15620.fasta	1
PF15621.fasta	3
PF15622.fasta	1
PF15623.fasta	3
PF15625.fasta	2
PF15627.fasta	1
PF15630.fasta	1
PF15632.fasta	1
PF15636.fasta	4
PF15661.fasta	1
PF15662.fasta	1
PF15663.fasta	6
PF15664.fasta	1
PF15665.fasta	2
PF15666.fasta	2
PF15667.fasta	1
PF15668.fasta	1
PF15669.fasta	1
PF15670.fasta	2
PF15671.fasta	1
PF15672.fasta	1
PF15673.fasta	1
PF15674.fasta	1
PF15675.fasta	1
PF15676.fasta	1
PF15677.fasta	1
PF15678.fasta	1
PF15679.fasta	1
PF15680.fasta	1
PF15681.fasta	1
PF15682.fasta	1
PF15683.fasta	1
PF15684.fasta	1
PF15685.fasta	1
PF15686.fasta	1
PF15687.fasta	1
PF15688.fasta	1
PF15689.fasta	1
PF15690.fasta	1
PF15691.fasta	1
PF15692.fasta	3
PF15693.fasta	1
PF15694.fasta	1
PF15695.fasta	16
PF15696.fasta	2
PF15702.fasta	1
PF15703.fasta	2
PF15705.fasta	5
PF15706.fasta	5
PF15707.fasta	1
PF15708.fasta	6
PF15709.fasta	1
PF15710.fasta	1
PF15711.fasta	9
PF15712.fasta	1
PF15713.fasta	1
PF15715.fasta	1
PF15716.fasta	1
PF15717.fasta	1
PF15718.fasta	1
PF15719.fasta	1
PF15720.fasta	1
PF15721.fasta	1
PF15722.fasta	6
PF15724.fasta	1
PF15725.fasta	1
PF15726.fasta	1
PF15727.fasta	1
PF15728.fasta	1
PF15729.fasta	1
PF15730.fasta	1
PF15732.fasta	1
PF15733.fasta	2
PF15734.fasta	1
PF15735.fasta	3
PF15736.fasta	1
PF15737.fasta	2
PF15739.fasta	3
PF15740.fasta	1
PF15741.fasta	1
PF15742.fasta	1
PF15743.fasta	1
PF15744.fasta	1
PF15745.fasta	1
PF15746.fasta	1
PF15747.fasta	1
PF15748.fasta	1
PF15749.fasta	1
PF15750.fasta	1
PF15751.fasta	1
PF15752.fasta	1
PF15753.fasta	1
PF15754.fasta	1
PF15755.fasta	1
PF15756.fasta	1
PF15757.fasta	1
PF15758.fasta	1
PF15759.fasta	1
PF15760.fasta	1
PF15761.fasta	1
PF15762.fasta	1
PF15763.fasta	1
PF15764.fasta	1
PF15765.fasta	1
PF15766.fasta	1
PF15767.fasta	1
PF15768.fasta	1
PF15769.fasta	1
PF15770.fasta	1
PF15771.fasta	1
PF15772.fasta	1
PF15773.fasta	1
PF15774.fasta	1
PF15775.fasta	1
PF15776.fasta	1
PF15778.fasta	1
PF15779.fasta	19
PF15780.fasta	1
PF15782.fasta	2
PF15783.fasta	4
PF15784.fasta	3
PF15785.fasta	1
PF15786.fasta	1
PF15787.fasta	5
PF15788.fasta	5
PF15789.fasta	1
PF15790.fasta	2
PF15791.fasta	2
PF15792.fasta	1
PF15793.fasta	1
PF15794.fasta	1
PF15795.fasta	1
PF15796.fasta	3
PF15797.fasta	1
PF15798.fasta	1
PF15799.fasta	1
PF15800.fasta	1
PF15801.fasta	1
PF15802.fasta	1
PF15803.fasta	1
PF15804.fasta	14
PF15805.fasta	1
PF15806.fasta	1
PF15807.fasta	2
PF15808.fasta	2
PF15809.fasta	1
PF15810.fasta	1
PF15811.fasta	1
PF15812.fasta	1
PF15813.fasta	1
PF15814.fasta	1
PF15815.fasta	4
PF15816.fasta	1
PF15817.fasta	1
PF15818.fasta	1
PF15819.fasta	1
PF15820.fasta	1
PF15821.fasta	1
PF15822.fasta	1
PF15823.fasta	1
PF15824.fasta	1
PF15825.fasta	3
PF15826.fasta	1
PF15828.fasta	1
PF15829.fasta	1
PF15830.fasta	1
PF15831.fasta	3
PF15832.fasta	2
PF15833.fasta	1
PF15834.fasta	1
PF15835.fasta	1
PF15836.fasta	1
PF15837.fasta	1
PF15838.fasta	1
PF15839.fasta	1
PF15840.fasta	2
PF15841.fasta	1
PF15842.fasta	1
PF15843.fasta	1
PF15844.fasta	1
PF15845.fasta	1
PF15846.fasta	1
PF15847.fasta	1
PF15848.fasta	1
PF15849.fasta	1
PF15851.fasta	1
PF15852.fasta	1
PF15854.fasta	1
PF15855.fasta	1
PF15858.fasta	1
PF15859.fasta	1
PF15862.fasta	1
PF15865.fasta	1
PF15867.fasta	1
PF15870.fasta	3
PF15871.fasta	3
PF15872.fasta	2
PF15873.fasta	1
PF15874.fasta	2
PF15875.fasta	1
PF15876.fasta	1
PF15877.fasta	1
PF15878.fasta	1
PF15879.fasta	1
PF15880.fasta	1
PF15882.fasta	1
PF15884.fasta	1
PF15895.fasta	1
PF15897.fasta	1
PF15898.fasta	3
PF15901.fasta	5
PF15902.fasta	5
PF15903.fasta	3
PF15904.fasta	1
PF15905.fasta	1
PF15906.fasta	1
PF15907.fasta	1
PF15908.fasta	2
PF15909.fasta	1
PF15910.fasta	2
PF15911.fasta	1
PF15912.fasta	1
PF15913.fasta	4
PF15914.fasta	2
PF15917.fasta	2
PF15920.fasta	3
PF15921.fasta	1
PF15923.fasta	1
PF15924.fasta	1
PF15925.fasta	1
PF15926.fasta	1
PF15927.fasta	1
PF15936.fasta	5
PF15938.fasta	1
PF15949.fasta	3
PF15951.fasta	3
PF15961.fasta	1
PF15963.fasta	1
PF15964.fasta	1
PF15965.fasta	2
PF15966.fasta	2
PF15967.fasta	1
PF15974.fasta	37
PF15982.fasta	1
PF15985.fasta	2
PF15990.fasta	1
PF15991.fasta	1
PF15996.fasta	1
PF15997.fasta	1
PF16000.fasta	3
PF16002.fasta	1
PF16004.fasta	1
PF16005.fasta	5
PF16006.fasta	1
PF16014.fasta	1
PF16015.fasta	1
PF16016.fasta	3
PF16017.fasta	2
PF16018.fasta	2
PF16019.fasta	3
PF16021.fasta	1
PF16025.fasta	1
PF16026.fasta	1
PF16028.fasta	1
PF16034.fasta	3
PF16038.fasta	1
PF16043.fasta	2
PF16044.fasta	1
PF16045.fasta	1
PF16046.fasta	2
PF16050.fasta	1
PF16053.fasta	1
PF16054.fasta	1
PF16057.fasta	2
PF16058.fasta	1
PF16059.fasta	1
PF16070.fasta	5
PF16076.fasta	5
PF16078.fasta	2
PF16088.fasta	1
PF16090.fasta	1
PF16092.fasta	1
PF16093.fasta	1
PF16094.fasta	1
PF16095.fasta	2
PF16096.fasta	2
PF16097.fasta	1
PF16098.fasta	1
PF16099.fasta	1
PF16100.fasta	1
PF16101.fasta	1
PF16113.fasta	1
PF16114.fasta	1
PF16121.fasta	3
PF16122.fasta	2
PF16123.fasta	2
PF16124.fasta	4
PF16134.fasta	1
PF16158.fasta	2
PF16159.fasta	4
PF16164.fasta	1
PF16165.fasta	5
PF16171.fasta	1
PF16172.fasta	5
PF16174.fasta	3
PF16176.fasta	2
PF16177.fasta	4
PF16178.fasta	8
PF16179.fasta	10
PF16180.fasta	1
PF16181.fasta	1
PF16182.fasta	5
PF16183.fasta	6
PF16184.fasta	57
PF16185.fasta	1
PF16186.fasta	7
PF16187.fasta	2
PF16188.fasta	2
PF16189.fasta	2
PF16190.fasta	2
PF16191.fasta	2
PF16192.fasta	2
PF16193.fasta	1
PF16195.fasta	1
PF16197.fasta	1
PF16198.fasta	1
PF16199.fasta	1
PF16200.fasta	1
PF16201.fasta	1
PF16202.fasta	1
PF16203.fasta	1
PF16204.fasta	1
PF16205.fasta	1
PF16206.fasta	1
PF16207.fasta	8
PF16208.fasta	25
PF16209.fasta	14
PF16210.fasta	1
PF16211.fasta	17
PF16212.fasta	14
PF16213.fasta	4
PF16214.fasta	8
PF16218.fasta	2
PF16273.fasta	1
PF16274.fasta	3
PF16275.fasta	1
PF16276.fasta	1
PF16278.fasta	1
PF16279.fasta	2
PF16282.fasta	1
PF16294.fasta	1
PF16297.fasta	10
PF16300.fasta	8
PF16311.fasta	1
PF16317.fasta	2
PF16320.fasta	1
PF16322.fasta	3
PF16332.fasta	2
PF16347.fasta	1
PF16350.fasta	3
PF16360.fasta	1
PF16363.fasta	4
PF16366.fasta	4
PF16367.fasta	4
PF16368.fasta	1
PF16381.fasta	2
PF16399.fasta	1
PF16413.fasta	1
PF16414.fasta	2
PF16415.fasta	1
PF16417.fasta	1
PF16418.fasta	1
PF16420.fasta	1
PF16421.fasta	6
PF16422.fasta	4
PF16423.fasta	4
PF16450.fasta	5
PF16453.fasta	3
PF16454.fasta	3
PF16455.fasta	2
PF16457.fasta	9
PF16470.fasta	7
PF16471.fasta	2
PF16474.fasta	3
PF16482.fasta	2
PF16484.fasta	3
PF16486.fasta	4
PF16487.fasta	4
PF16488.fasta	4
PF16489.fasta	10
PF16491.fasta	1
PF16492.fasta	41
PF16493.fasta	7
PF16494.fasta	3
PF16495.fasta	2
PF16496.fasta	2
PF16497.fasta	6
PF16498.fasta	2
PF16499.fasta	2
PF16500.fasta	2
PF16501.fasta	1
PF16503.fasta	1
PF16507.fasta	1
PF16508.fasta	1
PF16511.fasta	3
PF16512.fasta	2
PF16515.fasta	2
PF16516.fasta	3
PF16517.fasta	6
PF16519.fasta	4
PF16521.fasta	1
PF16523.fasta	1
PF16526.fasta	4
PF16528.fasta	1
PF16529.fasta	1
PF16531.fasta	1
PF16533.fasta	2
PF16534.fasta	2
PF16540.fasta	1
PF16543.fasta	2
PF16544.fasta	1
PF16545.fasta	2
PF16546.fasta	2
PF16550.fasta	1
PF16551.fasta	1
PF16553.fasta	2
PF16556.fasta	2
PF16557.fasta	2
PF16558.fasta	1
PF16559.fasta	2
PF16561.fasta	2
PF16562.fasta	2
PF16563.fasta	2
PF16564.fasta	8
PF16565.fasta	1
PF16566.fasta	2
PF16568.fasta	3
PF16573.fasta	1
PF16574.fasta	1
PF16575.fasta	2
PF16577.fasta	1
PF16578.fasta	2
PF16579.fasta	2
PF16589.fasta	5
PF16597.fasta	2
PF16598.fasta	1
PF16599.fasta	1
PF16600.fasta	2
PF16601.fasta	1
PF16602.fasta	1
PF16605.fasta	1
PF16606.fasta	1
PF16607.fasta	1
PF16608.fasta	3
PF16609.fasta	2
PF16610.fasta	1
PF16611.fasta	1
PF16612.fasta	1
PF16613.fasta	1
PF16614.fasta	2
PF16615.fasta	2
PF16616.fasta	2
PF16617.fasta	1
PF16618.fasta	1
PF16619.fasta	2
PF16620.fasta	1
PF16621.fasta	3
PF16622.fasta	4
PF16623.fasta	1
PF16624.fasta	1
PF16625.fasta	1
PF16626.fasta	1
PF16629.fasta	2
PF16630.fasta	1
PF16631.fasta	1
PF16632.fasta	2
PF16633.fasta	1
PF16634.fasta	1
PF16635.fasta	1
PF16636.fasta	1
PF16637.fasta	1
PF16641.fasta	2
PF16642.fasta	1
PF16644.fasta	3
PF16646.fasta	2
PF16647.fasta	1
PF16648.fasta	1
PF16649.fasta	1
PF16650.fasta	1
PF16652.fasta	2
PF16653.fasta	1
PF16656.fasta	1
PF16660.fasta	1
PF16661.fasta	3
PF16662.fasta	1
PF16663.fasta	2
PF16664.fasta	3
PF16665.fasta	3
PF16666.fasta	1
PF16667.fasta	1
PF16669.fasta	1
PF16672.fasta	1
PF16673.fasta	2
PF16674.fasta	3
PF16675.fasta	2
PF16676.fasta	4
PF16678.fasta	1
PF16679.fasta	1
PF16680.fasta	2
PF16681.fasta	1
PF16682.fasta	1
PF16685.fasta	1
PF16686.fasta	1
PF16687.fasta	1
PF16689.fasta	2
PF16690.fasta	1
PF16692.fasta	1
PF16696.fasta	1
PF16698.fasta	1
PF16699.fasta	1
PF16700.fasta	1
PF16704.fasta	7
PF16705.fasta	1
PF16706.fasta	1
PF16716.fasta	1
PF16717.fasta	1
PF16725.fasta	1
PF16726.fasta	1
PF16727.fasta	1
PF16735.fasta	1
PF16737.fasta	1
PF16739.fasta	5
PF16740.fasta	1
PF16741.fasta	2
PF16742.fasta	1
PF16744.fasta	1
PF16746.fasta	12
PF16748.fasta	1
PF16752.fasta	1
PF16755.fasta	1
PF16756.fasta	1
PF16757.fasta	2
PF16759.fasta	1
PF16764.fasta	1
PF16766.fasta	1
PF16768.fasta	1
PF16769.fasta	1
PF16770.fasta	3
PF16772.fasta	1
PF16776.fasta	1
PF16780.fasta	1
PF16783.fasta	1
PF16788.fasta	2
PF16791.fasta	1
PF16794.fasta	2
PF16799.fasta	1
PF16801.fasta	1
PF16808.fasta	1
PF16832.fasta	1
PF16833.fasta	1
PF16835.fasta	1
PF16837.fasta	1
PF16840.fasta	1
PF16854.fasta	1
PF16858.fasta	1
PF16860.fasta	1
PF16866.fasta	3
PF16869.fasta	1
PF16870.fasta	3
PF16876.fasta	3
PF16878.fasta	7
PF16879.fasta	2
PF16880.fasta	5
PF16881.fasta	1
PF16884.fasta	2
PF16885.fasta	3
PF16886.fasta	1
PF16891.fasta	3
PF16897.fasta	2
PF16898.fasta	2
PF16899.fasta	2
PF16900.fasta	1
PF16901.fasta	1
PF16905.fasta	7
PF16906.fasta	4
PF16907.fasta	2
PF16916.fasta	6
PF16920.fasta	3
PF16921.fasta	1
PF16922.fasta	1
PF16923.fasta	1
PF16953.fasta	1
PF16954.fasta	2
PF16959.fasta	2
PF16969.fasta	1
PF16975.fasta	2
PF16978.fasta	1
PF16979.fasta	1
PF17004.fasta	1
PF17034.fasta	1
PF17035.fasta	4
PF17039.fasta	8
PF17045.fasta	2
PF17047.fasta	3
PF17048.fasta	2
PF17054.fasta	2
PF17057.fasta	6
PF17061.fasta	1
PF17065.fasta	1
PF17066.fasta	1
PF17069.fasta	2
PF17085.fasta	1
PF17095.fasta	3
PF17098.fasta	1
PF17101.fasta	1
PF17102.fasta	1
PF17103.fasta	1
PF17105.fasta	2
PF17120.fasta	1
PF17121.fasta	1
PF17135.fasta	1
PF17136.fasta	1
PF17144.fasta	1
PF17146.fasta	1
PF17169.fasta	1
PF17171.fasta	4
PF17172.fasta	1
PF17177.fasta	2
PF17180.fasta	1
PF17189.fasta	1
PF17205.fasta	8
PF17207.fasta	8
PF17208.fasta	3
PF17211.fasta	1
PF17213.fasta	1
PF17215.fasta	2
PF17216.fasta	3
PF17217.fasta	5
PF17218.fasta	5
PF17219.fasta	2
PF17221.fasta	1
PF17226.fasta	3
PF17229.fasta	2
PF17256.fasta	1
PF17284.fasta	2
PF17285.fasta	1
PF17286.fasta	1
PF17291.fasta	2
PF17292.fasta	1
PF17297.fasta	2
PF17307.fasta	1
PF17333.fasta	1
PF17387.fasta	1
PF17391.fasta	1
PF17392.fasta	1
PF17403.fasta	1
PF17404.fasta	1
PF17405.fasta	1
PF17406.fasta	1
PF17407.fasta	1
PF17408.fasta	1
PF17450.fasta	2
PF17489.fasta	1
PF17490.fasta	3
PF17517.fasta	1
PF17653.fasta	1
PF17654.fasta	2
PF17655.fasta	16
PF17658.fasta	1
PF17659.fasta	1
PF17661.fasta	2
PF17662.fasta	1
PF17663.fasta	1
PF17664.fasta	1
PF17665.fasta	1
PF17666.fasta	1
PF17669.fasta	1
PF17670.fasta	1
PF17671.fasta	1
PF17672.fasta	1
PF17673.fasta	1
PF17674.fasta	2
PF17675.fasta	2
PF17677.fasta	2
PF17681.fasta	5
PF17682.fasta	1
PF17683.fasta	1
PF17685.fasta	1
PF17686.fasta	1
PF17688.fasta	1
PF17690.fasta	1
PF17692.fasta	1
PF17694.fasta	1
PF17695.fasta	1
PF17696.fasta	1
PF17697.fasta	1
PF17698.fasta	1
PF17699.fasta	1
PF17701.fasta	1
PF17702.fasta	1
PF17703.fasta	1
PF17704.fasta	1
PF17706.fasta	1
PF17707.fasta	1
PF17708.fasta	5
PF17710.fasta	1
PF17711.fasta	1
PF17712.fasta	1
PF17713.fasta	1
PF17714.fasta	1
PF17716.fasta	1
PF17717.fasta	1
PF17718.fasta	1
PF17719.fasta	1
PF17720.fasta	1
PF17721.fasta	1
PF17722.fasta	1
PF17724.fasta	1
PF17725.fasta	4
PF17729.fasta	1
PF17730.fasta	1
PF17731.fasta	1
PF17732.fasta	1
PF17733.fasta	1
PF17734.fasta	3
PF17736.fasta	4
PF17737.fasta	1
PF17738.fasta	1
PF17739.fasta	1
PF17740.fasta	1
PF17741.fasta	1
PF17742.fasta	1
PF17743.fasta	1
PF17744.fasta	1
PF17745.fasta	1
PF17749.fasta	1
PF17751.fasta	5
PF17753.fasta	1
PF17756.fasta	1
PF17759.fasta	1
PF17763.fasta	1
PF17767.fasta	1
PF17771.fasta	19
PF17772.fasta	5
PF17773.fasta	1
PF17776.fasta	17
PF17777.fasta	3
PF17778.fasta	1
PF17779.fasta	17
PF17780.fasta	4
PF17781.fasta	1
PF17786.fasta	1
PF17787.fasta	4
PF17789.fasta	9
PF17790.fasta	2
PF17791.fasta	10
PF17793.fasta	2
PF17794.fasta	2
PF17795.fasta	1
PF17796.fasta	1
PF17797.fasta	1
PF17798.fasta	1
PF17799.fasta	1
PF17802.fasta	3
PF17807.fasta	2
PF17809.fasta	3
PF17811.fasta	5
PF17812.fasta	1
PF17813.fasta	1
PF17814.fasta	3
PF17817.fasta	2
PF17818.fasta	2
PF17819.fasta	1
PF17820.fasta	16
PF17821.fasta	1
PF17822.fasta	1
PF17823.fasta	1
PF17824.fasta	2
PF17825.fasta	1
PF17826.fasta	2
PF17827.fasta	1
PF17830.fasta	4
PF17832.fasta	3
PF17833.fasta	1
PF17835.fasta	1
PF17838.fasta	7
PF17840.fasta	2
PF17846.fasta	2
PF17848.fasta	1
PF17849.fasta	3
PF17852.fasta	15
PF17855.fasta	9
PF17856.fasta	2
PF17857.fasta	12
PF17862.fasta	29
PF17865.fasta	1
PF17867.fasta	3
PF17869.fasta	1
PF17870.fasta	1
PF17872.fasta	1
PF17875.fasta	1
PF17877.fasta	1
PF17887.fasta	4
PF17888.fasta	3
PF17889.fasta	2
PF17900.fasta	12
PF17902.fasta	6
PF17903.fasta	1
PF17904.fasta	3
PF17906.fasta	2
PF17907.fasta	5
PF17908.fasta	1
PF17911.fasta	1
PF17913.fasta	3
PF17916.fasta	2
PF17919.fasta	2
PF17921.fasta	3
PF17927.fasta	1
PF17942.fasta	4
PF17949.fasta	1
PF17950.fasta	1
PF17956.fasta	1
PF17958.fasta	3
PF17959.fasta	2
PF17960.fasta	8
PF17968.fasta	1
PF17971.fasta	2
PF17976.fasta	1
PF17978.fasta	1
PF17979.fasta	1
PF17980.fasta	3
PF17981.fasta	1
PF17982.fasta	3
PF17988.fasta	3
PF18001.fasta	1
PF18004.fasta	1
PF18005.fasta	1
PF18012.fasta	3
PF18016.fasta	7
PF18017.fasta	1
PF18018.fasta	1
PF18020.fasta	6
PF18026.fasta	1
PF18027.fasta	6
PF18028.fasta	1
PF18031.fasta	2
PF18035.fasta	2
PF18036.fasta	1
PF18037.fasta	1
PF18038.fasta	2
PF18039.fasta	4
PF18044.fasta	7
PF18048.fasta	1
PF18049.fasta	1
PF18051.fasta	1
PF18055.fasta	1
PF18072.fasta	1
PF18076.fasta	1
PF18077.fasta	1
PF18084.fasta	1
PF18086.fasta	2
PF18091.fasta	1
PF18097.fasta	1
PF18098.fasta	1
PF18100.fasta	4
PF18101.fasta	1
PF18102.fasta	5
PF18104.fasta	10
PF18108.fasta	2
PF18109.fasta	2
PF18110.fasta	1
PF18111.fasta	2
PF18112.fasta	3
PF18114.fasta	1
PF18115.fasta	1
PF18116.fasta	2
PF18118.fasta	2
PF18119.fasta	3
PF18121.fasta	1
PF18122.fasta	1
PF18124.fasta	3
PF18127.fasta	1
PF18129.fasta	1
PF18130.fasta	1
PF18131.fasta	1
PF18136.fasta	1
PF18137.fasta	1
PF18139.fasta	8
PF18140.fasta	1
PF18141.fasta	1
PF18147.fasta	1
PF18148.fasta	4
PF18149.fasta	1
PF18150.fasta	4
PF18151.fasta	2
PF18162.fasta	1
PF18190.fasta	1
PF18192.fasta	1
PF18193.fasta	3
PF18198.fasta	14
PF18199.fasta	16
PF18201.fasta	4
PF18207.fasta	1
PF18210.fasta	1
PF18212.fasta	2
PF18253.fasta	3
PF18256.fasta	1
PF18262.fasta	1
PF18263.fasta	1
PF18264.fasta	2
PF18265.fasta	1
PF18266.fasta	1
PF18267.fasta	1
PF18278.fasta	1
PF18279.fasta	1
PF18282.fasta	1
PF18289.fasta	1
PF18290.fasta	1
PF18292.fasta	2
PF18293.fasta	2
PF18295.fasta	1
PF18296.fasta	2
PF18300.fasta	1
PF18307.fasta	1
PF18308.fasta	3
PF18323.fasta	1
PF18326.fasta	2
PF18332.fasta	1
PF18334.fasta	1
PF18336.fasta	3
PF18345.fasta	2
PF18346.fasta	4
PF18358.fasta	1
PF18359.fasta	1
PF18360.fasta	2
PF18362.fasta	6
PF18366.fasta	5
PF18371.fasta	2
PF18372.fasta	5
PF18373.fasta	4
PF18375.fasta	2
PF18376.fasta	1
PF18377.fasta	4
PF18379.fasta	4
PF18382.fasta	2
PF18383.fasta	1
PF18384.fasta	2
PF18385.fasta	2
PF18386.fasta	2
PF18387.fasta	3
PF18391.fasta	1
PF18392.fasta	2
PF18394.fasta	2
PF18396.fasta	2
PF18397.fasta	2
PF18400.fasta	2
PF18401.fasta	2
PF18402.fasta	2
PF18403.fasta	2
PF18404.fasta	2
PF18408.fasta	2
PF18409.fasta	1
PF18410.fasta	2
PF18411.fasta	2
PF18414.fasta	2
PF18418.fasta	1
PF18420.fasta	1
PF18422.fasta	1
PF18424.fasta	1
PF18428.fasta	1
PF18432.fasta	1
PF18434.fasta	1
PF18436.fasta	2
PF18437.fasta	1
PF18439.fasta	1
PF18440.fasta	1
PF18442.fasta	1
PF18445.fasta	1
PF18447.fasta	1
