Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF09030,2.24,2.35,-0.11,-4.68
PF09032,,,,
PF09033,,,,
PF09034,,,,
PF09036,,,,
PF09038,,,,
PF09040,,,,
PF09041,,,,
PF09042,2.35,1.65,0.70,42.42
PF09045,2.59,2.59,0.00,0.00
PF09047,,,,
PF09049,,,,
PF09050,,,,
PF09051,,,,
PF09057,,,,
PF09058,,,,
PF09060,,,,
PF09066,1.92,1.90,0.02,1.05
PF09067,1.13,1.11,0.02,1.80
PF09068,1.83,1.82,0.01,0.55
PF09069,2.34,2.32,0.02,0.86
PF09070,,,,
PF09072,,,,
PF09073,,,,
PF09079,0.60,0.69,-0.09,-13.04
PF09085,,,,
PF09088,,,,
PF09090,,,,
PF09103,,,,
PF09104,,,,
PF09110,4.51,4.53,-0.02,-0.44
PF09111,4.82,4.83,-0.01,-0.21
PF09121,,,,
PF09127,1.30,1.26,0.04,3.17
PF09128,1.81,1.80,0.01,0.56
PF09133,,,,
PF09138,,,,
PF09139,,,,
PF09141,3.85,3.85,0.00,0.00
PF09162,3.61,3.61,0.00,0.00
PF09164,,,,
PF09165,4.78,4.84,-0.06,-1.24
PF09166,,,,
PF09169,,,,
PF09170,,,,
PF09172,,,,
PF09173,4.99,4.99,0.00,0.00
PF09174,,,,
PF09177,3.70,3.70,0.00,0.00
PF09180,,,,
PF09184,,,,
PF09191,,,,
PF09193,,,,
PF09202,,,,
PF09229,2.72,2.77,-0.05,-1.81
PF09230,,,,
PF09236,,,,
PF09238,,,,
PF09240,0.86,0.83,0.03,3.61
PF09243,,,,
PF09247,4.28,4.79,-0.51,-10.65
PF09256,,,,
PF09257,,,,
PF09258,1.93,1.93,0.00,0.00
PF09261,1.01,0.99,0.02,2.02
PF09262,,,,
PF09263,,,,
PF09268,3.96,3.96,0.00,0.00
PF09270,3.11,3.11,0.00,0.00
PF09271,2.73,2.75,-0.02,-0.73
PF09272,,,,
PF09273,0.30,0.31,-0.01,-3.23
PF09279,1.71,1.68,0.03,1.79
PF09280,4.55,4.44,0.11,2.48
PF09282,,,,
PF09286,,,,
PF09289,2.60,2.60,0.00,0.00
PF09291,5.17,5.20,-0.03,-0.58
PF09292,,,,
PF09294,0.69,0.69,0.00,0.00
PF09296,0.72,0.68,0.04,5.88
PF09297,1.80,1.69,0.11,6.51
PF09298,,,,
PF09302,,,,
PF09303,,,,
PF09305,2.75,2.73,0.02,0.73
PF09307,,,,
PF09309,,,,
PF09310,,,,
PF09311,1.31,1.63,-0.32,-19.63
PF09316,2.29,2.24,0.05,2.23
PF09320,2.41,2.29,0.12,5.24
PF09324,1.86,1.70,0.16,9.41
PF09325,1.68,1.65,0.03,1.82
PF09326,,,,
PF09329,,,,
PF09332,,,,
PF09334,1.02,0.99,0.03,3.03
PF09335,1.02,1.09,-0.07,-6.42
PF09336,1.95,1.55,0.40,25.81
PF09340,,,,
PF09341,2.38,2.05,0.33,16.10
PF09346,,,,
PF09349,,,,
PF09350,,,,
PF09354,3.32,3.32,0.00,0.00
PF09358,1.28,1.32,-0.04,-3.03
PF09360,2.98,1.63,1.35,82.82
PF09368,,,,
PF09371,,,,
PF09377,,,,
PF09379,1.54,1.51,0.03,1.99
PF09380,1.39,1.36,0.03,2.21
PF09382,0.39,0.31,0.08,25.81
PF09384,,,,
PF09387,,,,
PF09396,,,,
PF09398,0.71,0.72,-0.01,-1.39
PF09402,2.11,1.80,0.31,17.22
PF09404,,,,
PF09405,,,,
PF09409,0.79,0.79,0.00,0.00
PF09412,,,,
PF09415,,,,
PF09416,,,,
PF09420,,0.43,,
PF09422,1.21,1.32,-0.11,-8.33
PF09429,,,,
PF09430,,,,
PF09431,,,,
PF09439,,,,
PF09440,,,,
PF09443,3.63,3.63,0.00,0.00
PF09445,,,,
PF09446,,,,
PF09454,,,,
PF09457,2.05,2.05,0.00,0.00
PF09465,,,,
PF09468,,,,
PF09469,2.73,2.73,0.00,0.00
PF09470,,,,
PF09494,,,,
PF09495,,,,
PF09496,,,,
PF09497,4.04,4.05,-0.01,-0.25
PF09507,,,,
PF09514,4.23,4.16,0.07,1.68
PF09531,,,,
PF09532,1.17,1.15,0.02,1.74
PF09596,2.51,2.50,0.01,0.40
PF09606,,,,
PF09607,,,,
PF09631,,,,
PF09637,,,,
PF09649,,,,
PF09666,,,,
PF09667,,-1.00,,
PF09668,1.98,1.97,0.01,0.51
PF09696,,,,
PF09724,,,,
PF09725,,,,
PF09726,,,,
PF09727,1.90,1.91,-0.01,-0.52
PF09728,3.58,3.58,0.00,0.00
PF09730,3.34,3.34,0.00,0.00
PF09731,,,,
PF09732,,,,
PF09733,,,,
PF09734,,,,
PF09735,3.22,3.23,-0.01,-0.31
PF09736,,,,
PF09737,,,,
PF09738,2.59,1.70,0.89,52.35
PF09739,,,,
PF09740,,,,
PF09741,,,,
PF09742,,,,
PF09743,,,,
PF09744,1.94,1.52,0.42,27.63
PF09745,,,,
PF09746,,,,
PF09747,,,,
PF09748,,,,
PF09749,,,,
PF09750,1.16,1.15,0.01,0.87
PF09751,,,,
PF09752,,,,
PF09753,,,,
PF09754,,,,
PF09755,,,,
PF09756,,,,
PF09758,,,,
PF09759,,,,
PF09762,,,,
PF09763,,,,
PF09764,,,,
PF09765,,,,
PF09766,,,,
PF09767,,,,
PF09768,,,,
PF09769,1.93,1.89,0.04,2.12
PF09770,1.40,1.26,0.14,11.11
PF09771,,,,
PF09772,,,,
PF09773,,,,
PF09774,,,,
PF09775,,,,
PF09776,,,,
PF09777,,,,
PF09778,,,,
PF09779,,,,
PF09781,,,,
PF09782,,,,
PF09783,,,,
PF09785,,,,
PF09786,,,,
PF09787,,,,
PF09788,3.06,3.23,-0.17,-5.26
PF09789,,,,
PF09790,,,,
PF09791,1.68,1.29,0.39,30.23
PF09793,,,,
PF09794,1.03,1.04,-0.01,-0.96
PF09797,,,,
PF09799,1.02,1.02,0.00,0.00
PF09801,,,,
PF09803,,,,
PF09804,,,,
PF09805,,,,
PF09806,4.37,2.76,1.61,58.33
PF09807,,,,
PF09808,,,,
PF09809,,,,
PF09810,,-1.38,,
PF09811,1.33,1.33,0.00,0.00
PF09812,,,,
PF09813,,,,
PF09814,,,,
PF09815,1.16,1.16,0.00,0.00
PF09816,3.80,3.93,-0.13,-3.31
PF09817,,,,
PF09848,3.84,3.01,0.83,27.57
PF09992,,,,
PF10018,,,,
PF10033,,,,
PF10034,2.08,2.08,0.00,0.00
PF10036,,,,
PF10037,0.84,0.74,0.10,13.51
PF10044,,,,
PF10046,,,,
PF10058,,,,
PF10075,0.11,0.10,0.01,10.00
PF10146,,0.00,,
PF10147,,,,
PF10148,5.03,5.03,0.00,0.00
PF10149,,,,
PF10151,,,,
PF10152,,,,
PF10155,,,,
PF10156,,,,
PF10157,,,,
PF10158,,,,
PF10159,,,,
PF10160,,,,
PF10161,,,,
PF10162,1.32,1.27,0.05,3.94
PF10163,,,,
PF10164,,,,
PF10165,2.54,2.50,0.04,1.60
PF10166,,,,
PF10167,,,,
PF10168,,,,
PF10169,,,,
PF10170,,,,
PF10171,,,,
PF10172,,,,
PF10174,3.77,3.45,0.32,9.28
PF10175,,,,
PF10176,,,,
PF10177,2.17,2.05,0.12,5.85
PF10178,,,,
PF10179,,,,
PF10181,,,,
PF10183,,,,
PF10184,,,,
PF10185,,,,
PF10186,0.18,0.23,-0.05,-21.74
PF10187,,,,
PF10188,,,,
PF10189,,,,
PF10190,2.69,2.66,0.03,1.13
PF10191,,,,
PF10192,0.59,0.66,-0.07,-10.61
PF10193,,,,
PF10195,2.35,2.35,0.00,0.00
PF10197,1.47,1.47,0.00,0.00
PF10198,,,,
PF10199,,,,
PF10200,,,,
PF10203,,,,
PF10204,3.11,3.10,0.01,0.32
PF10205,,,,
PF10206,,,,
PF10208,3.60,3.60,0.00,0.00
PF10209,,,,
PF10210,,,,
PF10211,0.92,1.09,-0.17,-15.60
PF10212,,,,
PF10213,,,,
PF10215,,,,
PF10217,,,,
PF10218,,,,
PF10220,,,,
PF10221,,,,
PF10222,,,,
PF10223,1.44,1.41,0.03,2.13
PF10224,,,,
PF10225,2.21,2.17,0.04,1.84
PF10226,2.76,2.77,-0.01,-0.36
PF10228,4.64,4.61,0.03,0.65
PF10229,,,,
PF10230,,,,
PF10231,,,,
PF10232,,,,
PF10233,,,,
PF10234,,,,
PF10235,,,,
PF10236,,,,
PF10237,0.64,0.61,0.03,4.92
PF10238,,,,
PF10239,2.32,2.32,0.00,0.00
PF10240,1.89,1.43,0.46,32.17
PF10241,,,,
PF10242,1.97,1.97,0.00,0.00
PF10243,,,,
PF10244,,,,
PF10245,,,,
PF10246,,,,
PF10247,,,,
PF10248,2.22,2.23,-0.01,-0.45
PF10249,,,,
PF10250,0.88,0.78,0.10,12.82
PF10251,,,,
PF10252,,,,
PF10253,,,,
PF10254,3.34,3.34,0.00,0.00
PF10255,,,,
PF10256,2.02,2.03,-0.01,-0.49
PF10257,1.62,1.61,0.01,0.62
PF10258,,,,
PF10259,,,,
PF10261,,,,
PF10262,,,,
PF10263,,,,
PF10264,3.25,3.25,0.00,0.00
PF10265,2.07,2.06,0.01,0.49
PF10266,,,,
PF10267,2.42,2.37,0.05,2.11
PF10268,2.62,2.62,0.00,0.00
PF10269,3.12,3.07,0.05,1.63
PF10270,,,,
PF10271,3.02,2.99,0.03,1.00
PF10272,,,,
PF10273,,,,
PF10274,1.20,1.06,0.14,13.21
PF10275,2.57,2.57,0.00,0.00
PF10276,,,,
PF10277,0.87,0.85,0.02,2.35
PF10278,,,,
PF10280,,,,
PF10283,2.96,2.76,0.20,7.25
PF10288,,,,
PF10291,3.02,3.01,0.01,0.33
PF10294,1.39,1.28,0.11,8.59
PF10300,1.81,1.80,0.01,0.56
PF10304,,,,
PF10309,,,,
PF10312,,,,
PF10341,,,,
PF10345,,,,
PF10350,,,,
PF10354,,,,
PF10357,,,,
PF10358,3.22,3.43,-0.21,-6.12
PF10363,,,,
PF10366,1.08,1.08,0.00,0.00
PF10367,2.05,1.13,0.92,81.42
PF10373,0.68,0.71,-0.03,-4.23
PF10374,1.27,1.20,0.07,5.83
PF10376,,,,
PF10377,,,,
PF10382,,,,
PF10384,,,,
PF10390,2.43,2.41,0.02,0.83
PF10391,2.28,2.21,0.07,3.17
PF10392,,,,
PF10393,1.76,1.67,0.09,5.39
PF10394,,,,
PF10396,,,,
PF10397,,,,
PF10401,1.44,1.42,0.02,1.41
PF10403,,,,
PF10404,,,,
PF10405,,,,
PF10406,,,,
PF10408,1.02,1.01,0.01,0.99
PF10409,1.23,1.17,0.06,5.13
PF10413,,,,
PF10415,,,,
PF10417,2.98,2.78,0.20,7.19
PF10419,,,,
PF10420,,,,
PF10421,2.73,2.68,0.05,1.87
PF10426,,,,
PF10427,2.20,1.93,0.27,13.99
PF10430,,,,
PF10431,0.09,0.09,0.00,0.00
PF10433,0.54,0.75,-0.21,-28.00
PF10436,2.71,2.69,0.02,0.74
PF10441,,,,
PF10442,,,,
PF10444,,,,
PF10447,,,,
PF10453,,,,
PF10456,2.28,2.28,0.00,0.00
PF10457,3.73,3.73,0.00,0.00
PF10461,,,,
PF10469,0.58,0.55,0.03,5.45
PF10470,3.71,3.57,0.14,3.92
PF10471,,,,
PF10472,,,,
PF10473,1.30,1.30,0.00,0.00
PF10474,,,,
PF10475,0.36,0.39,-0.03,-7.69
PF10476,,,,
PF10477,,,,
PF10480,,,,
PF10481,,,,
PF10482,2.86,2.86,0.00,0.00
PF10483,-1.80,-0.50,-1.30,-260.00
PF10484,,,,
PF10486,1.06,0.84,0.22,26.19
PF10487,,,,
PF10488,2.14,2.09,0.05,2.39
PF10490,,,,
PF10491,,,,
PF10493,,0.14,,
PF10495,3.04,3.03,0.01,0.33
PF10496,,,,
PF10497,4.73,4.69,0.04,0.85
PF10498,,,,
PF10500,,,,
PF10501,,,,
PF10502,1.41,1.33,0.08,6.02
PF10504,,,,
PF10505,,,,
PF10506,0.94,0.93,0.01,1.08
PF10507,,,,
PF10508,,,,
PF10509,2.30,2.32,-0.02,-0.86
PF10510,,,,
PF10511,,1.82,,
PF10512,,,,
PF10513,1.21,1.05,0.16,15.24
PF10514,,,,
PF10515,3.59,3.59,0.00,0.00
PF10516,,,,
PF10521,,,,
PF10522,0.76,0.76,0.00,0.00
PF10523,0.73,0.72,0.01,1.39
PF10524,5.42,5.48,-0.06,-1.09
PF10525,3.62,3.58,0.04,1.12
PF10529,3.36,3.44,-0.08,-2.33
PF10534,2.81,2.81,0.00,0.00
PF10537,1.05,1.05,0.00,0.00
PF10541,2.66,2.52,0.14,5.56
PF10557,2.42,2.39,0.03,1.26
PF10558,4.00,-1.89,5.89,311.64
PF10559,5.40,5.40,0.00,0.00
PF10561,,,,
PF10565,1.64,1.64,0.00,0.00
PF10568,1.82,1.82,0.00,0.00
PF10570,,,,
PF10571,,,,
PF10572,,,,
PF10573,,,,
PF10574,,,,
PF10577,1.98,1.62,0.36,22.22
PF10579,,,,
PF10580,,,,
PF10581,4.89,4.74,0.15,3.16
PF10583,,,,
PF10584,3.39,3.39,0.00,0.00
PF10585,1.84,1.85,-0.01,-0.54
PF10587,3.57,3.57,0.00,0.00
PF10588,,,,
PF10589,,,,
PF10590,,,,
PF10591,1.77,1.63,0.14,8.59
PF10595,1.20,1.17,0.03,2.56
PF10596,,,,
PF10597,,,,
PF10598,,,,
PF10599,,,,
PF10600,2.57,2.64,-0.07,-2.65
PF10601,2.34,2.30,0.04,1.74
PF10602,0.58,0.58,0.00,0.00
PF10606,3.55,3.55,0.00,0.00
PF10607,1.00,0.90,0.10,11.11
PF10608,3.75,3.70,0.05,1.35
PF10609,2.37,2.35,0.02,0.85
PF10613,2.78,2.63,0.15,5.70
PF10630,2.43,2.42,0.01,0.41
PF10631,,,,
PF10637,,,,
PF10639,,,,
PF10642,,,,
PF10644,,,,
PF10650,,,,
PF10660,1.48,1.43,0.05,3.50
PF10744,,,,
PF10780,,,,
PF10856,,,,
PF10873,,,,
PF10961,,,,
PF10996,1.29,1.11,0.18,16.22
PF11002,3.77,3.77,0.00,0.00
PF11027,,,,
PF11028,,,,
PF11029,,,,
PF11032,,,,
PF11035,,,,
PF11037,,,,
PF11057,2.33,2.09,0.24,11.48
PF11069,,,,
PF11092,,,,
PF11095,,,,
PF11107,,,,
PF11109,,,,
PF11111,,,,
PF11176,,,,
PF11221,,,,
PF11229,,,,
PF11232,3.90,3.89,0.01,0.26
PF11235,,,,
PF11261,5.05,5.05,0.00,0.00
PF11262,,,,
PF11265,,,,
PF11277,,,,
PF11315,,,,
PF11326,,,,
PF11357,3.70,3.38,0.32,9.47
PF11365,1.05,1.07,-0.02,-1.87
PF11380,,,,
PF11409,,,,
PF11411,,,,
PF11413,2.99,2.82,0.17,6.03
PF11414,1.03,0.89,0.14,15.73
PF11416,,,,
PF11461,1.49,1.44,0.05,3.47
PF11464,2.46,2.49,-0.03,-1.20
PF11465,,,,
PF11466,,,,
PF11467,2.08,1.98,0.10,5.05
PF11470,,,,
PF11502,2.66,2.79,-0.13,-4.66
PF11510,,,,
PF11515,2.88,2.83,0.05,1.77
PF11521,,,,
PF11527,1.05,1.01,0.04,3.96
PF11531,,,,
PF11532,,,,
PF11538,,,,
PF11540,4.19,3.50,0.69,19.71
PF11543,,,,
PF11547,,,,
PF11548,2.01,1.98,0.03,1.52
PF11555,,,,
PF11559,,,,
PF11560,,,,
PF11566,0.58,0.52,0.06,11.54
PF11568,,,,
PF11569,2.29,2.09,0.20,9.57
PF11571,,,,
PF11573,,,,
PF11577,1.32,1.36,-0.04,-2.94
PF11587,,,,
PF11594,,,,
PF11598,2.57,2.57,0.00,0.00
PF11600,,,,
PF11601,4.44,4.49,-0.05,-1.11
PF11605,,,,
PF11608,,,,
PF11616,3.07,3.07,0.00,0.00
PF11618,2.58,2.49,0.09,3.61
PF11620,,,,
PF11626,,,,
PF11627,5.76,5.76,0.00,0.00
PF11628,3.52,3.30,0.22,6.67
PF11629,3.58,3.58,0.00,0.00
PF11635,,,,
PF11636,,,,
PF11640,,,,
PF11648,2.05,2.03,0.02,0.99
PF11652,2.43,2.53,-0.10,-3.95
PF11669,1.99,1.97,0.02,1.02
PF11698,,,,
PF11699,,,,
PF11701,3.01,2.81,0.20,7.12
PF11704,0.68,0.60,0.08,13.33
PF11705,1.67,1.67,0.00,0.00
PF11707,,,,
PF11708,,,,
PF11715,,,,
PF11717,1.72,1.68,0.04,2.38
PF11718,,,,
PF11719,,,,
PF11721,,,,
PF11722,,,,
PF11732,,,,
PF11759,3.47,3.65,-0.18,-4.93
PF11764,2.81,3.14,-0.33,-10.51
PF11768,,,,
PF11770,,,,
PF11771,,,,
PF11779,3.02,3.06,-0.04,-1.31
PF11781,,,,
PF11788,,,,
PF11789,,,,
PF11793,,,,
PF11798,,,,
PF11799,0.46,0.44,0.02,4.55
PF11802,,,,
PF11803,,,,
PF11816,,,,
PF11817,,,,
PF11819,2.05,2.02,0.03,1.49
PF11825,1.55,1.55,0.00,0.00
PF11830,3.04,3.04,0.00,0.00
PF11831,,,,
PF11834,,,,
PF11835,2.61,2.50,0.11,4.40
PF11838,1.21,1.23,-0.02,-1.63
PF11841,2.52,2.52,0.00,0.00
PF11851,1.51,1.58,-0.07,-4.43
PF11857,1.99,1.95,0.04,2.05
PF11861,,,,
PF11864,,,,
PF11865,,,,
PF11875,,,,
PF11878,1.81,1.79,0.02,1.12
PF11879,3.02,2.92,0.10,3.42
PF11881,1.53,1.51,0.02,1.32
PF11882,4.58,3.61,0.97,26.87
PF11894,,,,
PF11904,2.36,2.37,-0.01,-0.42
PF11911,,,,
PF11914,,4.89,,
PF11916,,,,
PF11918,0.89,0.87,0.02,2.30
PF11919,,,,
PF11923,,,,
PF11928,1.56,1.58,-0.02,-1.27
PF11931,,,,
PF11933,2.81,2.81,0.00,0.00
PF11934,1.97,1.96,0.01,0.51
PF11935,,,,
PF11938,1.15,1.13,0.02,1.77
PF11942,,,,
PF11945,4.96,4.95,0.01,0.20
PF11952,2.48,2.48,0.00,0.00
PF11956,1.99,1.96,0.03,1.53
PF11957,,,,
PF11968,,,,
PF11969,1.09,0.94,0.15,15.96
PF11971,3.03,2.95,0.08,2.71
PF11976,2.92,2.88,0.04,1.39
PF11977,3.35,3.33,0.02,0.60
PF11978,,,,
PF11979,3.07,3.07,0.00,0.00
PF11980,3.14,2.98,0.16,5.37
PF11987,0.87,0.58,0.29,50.00
PF12001,2.97,2.90,0.07,2.41
PF12002,,,,
PF12004,1.53,1.51,0.02,1.32
PF12009,,,,
PF12012,1.95,1.97,-0.02,-1.02
PF12014,,,,
PF12016,,,,
PF12017,,,,
PF12018,,,,
PF12020,4.05,4.04,0.01,0.25
PF12022,,,,
PF12024,1.26,1.24,0.02,1.61
PF12026,1.70,1.69,0.01,0.59
PF12030,3.74,2.12,1.62,76.42
PF12031,4.36,4.36,0.00,0.00
PF12036,2.14,2.12,0.02,0.94
PF12037,4.40,3.82,0.58,15.18
PF12045,2.52,2.42,0.10,4.13
PF12047,,,,
PF12052,4.01,4.01,0.00,0.00
PF12053,3.43,3.43,0.00,0.00
PF12054,,,,
PF12057,,,,
PF12062,4.74,4.20,0.54,12.86
PF12063,2.69,2.51,0.18,7.17
PF12066,,,,
PF12067,2.43,2.00,0.43,21.50
PF12068,1.31,1.37,-0.06,-4.38
PF12070,,,,
PF12075,3.84,3.84,0.00,0.00
PF12090,4.08,4.08,0.00,0.00
PF12104,,,,
PF12108,,,,
PF12109,,,,
PF12110,,,,
PF12114,2.22,2.10,0.12,5.71
PF12125,5.44,5.44,0.00,0.00
PF12126,,,,
PF12129,3.82,3.67,0.15,4.09
PF12130,1.68,1.63,0.05,3.07
PF12134,,,,
PF12140,2.02,2.01,0.01,0.50
PF12144,1.63,1.63,0.00,0.00
PF12145,3.07,3.03,0.04,1.32
PF12146,1.60,1.47,0.13,8.84
PF12148,3.16,3.14,0.02,0.64
PF12153,,,,
PF12157,5.23,5.22,0.01,0.19
PF12160,,,,
PF12162,,,,
PF12166,2.67,3.18,-0.51,-16.04
PF12171,1.87,1.78,0.09,5.06
PF12177,,,,
PF12178,,,,
PF12179,1.62,1.62,0.00,0.00
PF12180,1.30,1.30,0.00,0.00
PF12185,2.18,2.04,0.14,6.86
PF12188,,,,
PF12191,,,,
PF12196,,,,
PF12201,,,,
PF12202,2.09,2.11,-0.02,-0.95
PF12203,3.66,3.69,-0.03,-0.81
PF12205,4.00,4.02,-0.02,-0.50
PF12210,,,,
PF12213,,,,
PF12214,,-1.00,,
PF12215,,,,
PF12220,,,,
PF12230,,,,
PF12231,,,,
PF12232,1.67,1.75,-0.08,-4.57
PF12234,3.00,2.56,0.44,17.19
PF12235,2.53,2.83,-0.30,-10.60
PF12237,,,,
PF12240,3.15,3.13,0.02,0.64
PF12248,,,,
PF12251,,,,
PF12253,,,,
PF12254,,,,
PF12257,,,,
PF12258,,,,
PF12260,0.91,0.88,0.03,3.41
PF12265,1.91,2.22,-0.31,-13.96
PF12269,,,,
PF12280,1.89,1.73,0.16,9.25
PF12284,1.79,1.74,0.05,2.87
PF12287,1.96,1.96,0.00,0.00
PF12295,,,,
PF12297,,,,
PF12301,1.45,1.36,0.09,6.62
PF12304,1.79,1.74,0.05,2.87
PF12308,3.40,3.34,0.06,1.80
PF12309,,,,
PF12310,1.83,1.82,0.01,0.55
PF12316,3.00,2.94,0.06,2.04
PF12317,,,,
PF12325,,,,
PF12328,,,,
PF12329,,,,
PF12330,,,,
PF12333,,,,
PF12335,3.35,3.35,0.00,0.00
PF12336,2.84,2.53,0.31,12.25
PF12341,,,,
PF12346,,,,
PF12347,1.27,1.40,-0.13,-9.29
PF12348,1.10,0.71,0.39,54.93
PF12349,1.43,1.38,0.05,3.62
PF12352,0.77,0.74,0.03,4.05
PF12353,,,,
PF12356,,,,
PF12360,3.70,3.70,0.00,0.00
PF12366,,,,
PF12368,,,,
PF12369,,,,
PF12371,1.80,1.78,0.02,1.12
PF12372,,,,
PF12374,,,,
PF12394,3.37,3.37,0.00,0.00
PF12397,,,,
PF12400,,,,
PF12402,3.25,3.25,0.00,0.00
PF12403,3.25,3.15,0.10,3.17
PF12409,1.27,1.27,0.00,0.00
PF12413,2.16,2.01,0.15,7.46
PF12414,4.43,4.43,0.00,0.00
PF12416,,,,
PF12422,,,,
PF12423,1.58,1.54,0.04,2.60
PF12424,3.47,3.41,0.06,1.76
PF12430,5.08,5.08,0.00,0.00
PF12432,,,,
PF12436,,,,
PF12440,1.64,1.64,0.00,0.00
PF12443,0.32,0.32,0.00,0.00
PF12444,2.16,2.11,0.05,2.37
PF12448,2.21,2.13,0.08,3.76
PF12451,,,,
PF12453,,,,
PF12455,,,,
PF12456,1.41,1.37,0.04,2.92
PF12457,,,,
PF12460,,,,
PF12463,,,,
PF12465,2.51,2.51,0.00,0.00
PF12470,,,,
PF12473,1.41,1.26,0.15,11.90
PF12474,1.36,1.36,0.00,0.00
PF12478,4.25,4.25,0.00,0.00
PF12480,,,,
PF12483,,,,
PF12485,1.08,1.11,-0.03,-2.70
PF12489,0.17,0.19,-0.02,-10.53
PF12490,,,,
PF12491,,,,
PF12496,2.47,2.46,0.01,0.41
PF12497,,,,
PF12509,-0.21,-0.23,0.02,8.70
PF12510,1.53,1.55,-0.02,-1.29
PF12513,,,,
PF12516,1.83,1.83,0.00,0.00
PF12529,3.01,3.01,0.00,0.00
PF12530,,,,
PF12533,2.41,2.47,-0.06,-2.43
PF12534,2.55,2.55,0.00,0.00
PF12537,4.92,4.90,0.02,0.41
PF12540,,0.32,,
PF12542,,,,
PF12547,-0.07,1.33,-1.40,-105.26
PF12548,1.75,1.77,-0.02,-1.13
PF12549,0.92,0.34,0.58,170.59
PF12554,,,,
PF12560,,,,
PF12567,,,,
PF12569,3.93,3.93,0.00,0.00
PF12572,,,,
PF12576,,,,
PF12577,,,,
PF12578,0.75,0.73,0.02,2.74
PF12580,,,,
PF12584,,,,
PF12589,,,,
PF12595,2.86,2.86,0.00,0.00
PF12597,,,,
PF12598,0.55,0.62,-0.07,-11.29
PF12605,3.87,3.61,0.26,7.20
PF12606,3.04,2.94,0.10,3.40
PF12610,2.02,1.94,0.08,4.12
PF12612,,,,
PF12618,,,,
PF12619,,,,
PF12624,0.48,1.79,-1.31,-73.18
PF12627,,,,
PF12631,,,,
PF12632,,,,
PF12640,,,,
PF12643,,,,
PF12656,,,,
PF12657,,,,
PF12660,,,,
PF12661,2.80,2.65,0.15,5.66
PF12662,3.03,3.00,0.03,1.00
PF12678,3.18,3.18,0.00,0.00
PF12689,,,,
PF12697,1.33,1.17,0.16,13.68
PF12698,0.60,0.44,0.16,36.36
PF12701,2.47,2.42,0.05,2.07
PF12705,,,,
PF12706,,,,
PF12714,2.31,2.25,0.06,2.67
PF12717,1.04,0.94,0.10,10.64
PF12719,,,,
PF12721,1.05,0.91,0.14,15.38
PF12722,,,,
PF12734,,,,
PF12736,0.71,0.64,0.07,10.94
PF12738,0.70,0.95,-0.25,-26.32
PF12739,,,,
PF12742,,,,
PF12743,,,,
PF12745,,,,
PF12752,1.81,1.82,-0.01,-0.55
PF12755,,,,
PF12756,1.01,0.86,0.15,17.44
PF12763,1.70,1.92,-0.22,-11.46
PF12765,,,,
PF12767,-2.00,0.00,-2.00,
PF12769,,,,
PF12770,,,,
PF12772,,,,
PF12773,,,,
PF12774,2.55,2.54,0.01,0.39
PF12775,1.69,1.64,0.05,3.05
PF12777,1.34,1.32,0.02,1.52
PF12780,1.82,1.80,0.02,1.11
PF12781,2.24,2.22,0.02,0.90
PF12783,1.50,1.46,0.04,2.74
PF12796,1.04,0.92,0.12,13.04
PF12799,1.41,1.33,0.08,6.02
PF12807,,,,
PF12810,2.86,1.72,1.14,66.28
PF12816,,,,
PF12820,,,,
PF12826,,,,
PF12830,,,,
PF12832,0.35,0.45,-0.10,-22.22
PF12836,1.36,1.28,0.08,6.25
PF12838,,,,
PF12842,,,,
PF12845,0.83,0.76,0.07,9.21
PF12848,1.71,1.53,0.18,11.76
PF12850,,,,
PF12851,1.42,1.92,-0.50,-26.04
PF12859,-0.50,,,
PF12861,,,,
PF12862,0.58,0.70,-0.12,-17.14
PF12871,,,,
PF12872,0.73,0.64,0.09,14.06
PF12874,1.84,1.78,0.06,3.37
PF12877,1.71,1.70,0.01,0.59
PF12881,4.04,4.01,0.03,0.75
PF12884,3.42,2.81,0.61,21.71
PF12885,2.33,2.31,0.02,0.87
PF12886,2.62,2.62,0.00,0.00
PF12894,0.71,0.74,-0.03,-4.05
PF12895,0.58,0.57,0.01,1.75
PF12896,,,,
PF12901,2.82,1.44,1.38,95.83
PF12906,3.05,3.04,0.01,0.33
PF12922,,,,
PF12923,5.07,5.09,-0.02,-0.39
PF12924,3.70,3.64,0.06,1.65
PF12925,3.06,3.06,0.00,0.00
PF12926,4.78,4.89,-0.11,-2.25
PF12928,,,,
PF12931,1.44,1.32,0.12,9.09
PF12932,2.99,3.09,-0.10,-3.24
PF12933,,,,
PF12934,,,,
PF12936,,,,
PF12937,1.57,1.45,0.12,8.28
PF12938,,,,
PF12940,,,,
PF12947,2.50,2.49,0.01,0.40
PF12971,,,,
PF12972,,,,
PF12998,1.96,1.93,0.03,1.55
PF12999,,,,
PF13000,3.00,-2.00,5.00,250.00
PF13001,,,,
PF13012,1.00,0.99,0.01,1.01
PF13015,,,,
PF13017,,,,
PF13023,,,,
PF13085,,,,
PF13086,1.09,1.07,0.02,1.87
PF13087,1.04,1.01,0.03,2.97
PF13088,1.55,1.53,0.02,1.31
PF13091,1.63,1.16,0.47,40.52
PF13092,,,,
PF13094,,,,
PF13096,,,,
PF13097,,,,
PF13167,,,,
