Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF09042,0.70,0.39,0.31,79.49
PF09045,0.75,0.75,0.00,0.00
PF09047,,,,
PF09049,,,,
PF09050,,,,
PF09051,,,,
PF09057,,,,
PF09058,,,,
PF09060,,,,
PF09066,0.64,0.64,0.00,0.00
PF09067,0.42,0.42,0.00,0.00
PF09068,0.56,0.55,0.01,1.82
PF09069,0.57,0.57,0.00,0.00
PF09070,,,,
PF09072,,,,
PF09073,,,,
PF09079,0.57,0.58,-0.01,-1.72
PF09085,,,,
PF09088,,,,
PF09090,,,,
PF09103,,,,
PF09104,,,,
PF09110,0.93,0.93,0.00,0.00
PF09111,0.94,0.94,0.00,0.00
PF09121,,,,
PF09127,0.51,0.51,0.00,0.00
PF09128,0.62,0.62,0.00,0.00
PF09133,,,,
PF09138,,,,
PF09139,,,,
PF09141,0.88,0.88,0.00,0.00
PF09162,0.79,0.79,0.00,0.00
PF09164,,,,
PF09165,0.99,0.98,0.01,1.02
PF09166,,,,
PF09169,,,,
PF09170,,,,
PF09172,,,,
PF09173,1.00,1.00,0.00,0.00
PF09174,,,,
PF09177,0.85,0.85,0.00,0.00
PF09180,,,,
PF09184,,,,
PF09191,,,,
PF09193,,,,
PF09202,,,,
PF09229,0.75,0.75,0.00,0.00
PF09230,,,,
PF09236,,,,
PF09238,,,,
PF09240,0.38,0.39,-0.01,-2.56
PF09243,,,,
PF09247,0.89,0.95,-0.06,-6.32
PF09256,,,,
PF09257,,,,
PF09258,0.56,0.56,0.00,0.00
PF09261,0.47,0.47,0.00,0.00
PF09262,,,,
PF09263,,,,
PF09268,0.88,0.88,0.00,0.00
PF09270,0.76,0.76,0.00,0.00
PF09271,0.76,0.76,0.00,0.00
PF09272,,,,
PF09273,0.48,0.48,0.00,0.00
PF09279,0.50,0.49,0.01,2.04
PF09280,0.93,0.92,0.01,1.09
PF09282,,,,
PF09286,,,,
PF09289,0.58,0.58,0.00,0.00
PF09291,1.00,1.00,0.00,0.00
PF09292,,,,
PF09294,0.31,0.31,0.00,0.00
PF09296,0.59,0.58,0.01,1.72
PF09297,0.63,0.62,0.01,1.61
PF09298,,,,
PF09302,,,,
PF09303,,,,
PF09305,0.63,0.66,-0.03,-4.55
PF09307,,,,
PF09309,,,,
PF09310,,,,
PF09311,0.60,0.43,0.17,39.53
PF09316,0.65,0.65,0.00,0.00
PF09320,0.66,0.65,0.01,1.54
PF09324,0.58,0.56,0.02,3.57
PF09325,0.50,0.45,0.05,11.11
PF09326,,,,
PF09329,,,,
PF09332,,,,
PF09334,0.62,0.62,0.00,0.00
PF09335,0.53,0.52,0.01,1.92
PF09336,0.43,0.41,0.02,4.88
PF09340,,,,
PF09341,0.59,0.56,0.03,5.36
PF09346,,,,
PF09349,,,,
PF09350,,,,
PF09354,0.74,0.74,0.00,0.00
PF09358,0.54,0.56,-0.02,-3.57
PF09360,0.46,0.39,0.07,17.95
PF09368,,,,
PF09371,,,,
PF09377,,,,
PF09379,0.41,0.41,0.00,0.00
PF09380,0.37,0.33,0.04,12.12
PF09382,0.56,0.56,0.00,0.00
PF09384,,,,
PF09387,,,,
PF09396,,,,
PF09398,0.59,0.59,0.00,0.00
PF09402,0.64,0.66,-0.02,-3.03
PF09404,,,,
PF09405,,,,
PF09409,0.48,0.48,0.00,0.00
PF09412,,,,
PF09415,,,,
PF09416,,,,
PF09420,,0.50,,
PF09422,0.36,0.34,0.02,5.88
PF09429,,,,
PF09430,,,,
PF09431,,,,
PF09439,,,,
PF09440,,,,
PF09443,0.69,0.69,0.00,0.00
PF09445,,,,
PF09446,,,,
PF09454,,,,
PF09457,0.55,0.55,0.00,0.00
PF09465,,,,
PF09468,,,,
PF09469,0.76,0.76,0.00,0.00
PF09470,,,,
PF09494,,,,
PF09495,,,,
PF09496,,,,
PF09497,0.88,0.89,-0.01,-1.12
PF09507,,,,
PF09514,0.77,0.78,-0.01,-1.28
PF09531,,,,
PF09532,0.55,0.56,-0.01,-1.79
PF09596,0.66,0.64,0.02,3.13
PF09606,,,,
PF09607,,,,
PF09631,,,,
PF09637,,,,
PF09649,,,,
PF09666,,,,
PF09667,,0.50,,
PF09668,0.59,0.55,0.04,7.27
PF09696,,,,
PF09724,,,,
PF09725,,,,
PF09726,,,,
PF09727,0.57,0.48,0.09,18.75
PF09728,0.83,0.82,0.01,1.22
PF09730,0.82,0.82,0.00,0.00
PF09731,,,,
PF09732,,,,
PF09733,,,,
PF09734,,,,
PF09735,0.79,0.79,0.00,0.00
PF09736,,,,
PF09737,,,,
PF09738,0.47,0.35,0.12,34.29
PF09739,,,,
PF09740,,,,
PF09741,,,,
PF09742,,,,
PF09743,,,,
PF09744,0.60,0.54,0.06,11.11
PF09745,,,,
PF09746,,0.50,,
PF09747,,,,
PF09748,,,,
PF09749,,,,
PF09750,0.63,0.63,0.00,0.00
PF09751,,,,
PF09752,,,,
PF09753,,,,
PF09754,,,,
PF09755,,,,
PF09756,,,,
PF09758,,,,
PF09759,,,,
PF09762,,,,
PF09763,,,,
PF09764,,,,
PF09765,,,,
PF09766,,,,
PF09767,,,,
PF09768,,,,
PF09769,0.69,0.68,0.01,1.47
PF09770,0.59,0.57,0.02,3.51
PF09771,,,,
PF09772,,,,
PF09773,,,,
PF09774,,,,
PF09775,,,,
PF09776,,,,
PF09777,,,,
PF09778,,,,
PF09779,,,,
PF09781,,,,
PF09782,,,,
PF09783,,,,
PF09785,,,,
PF09786,,,,
PF09787,,,,
PF09788,0.74,0.74,0.00,0.00
PF09789,,,,
PF09790,,,,
PF09791,0.62,0.59,0.03,5.08
PF09793,,,,
PF09794,0.53,0.53,0.00,0.00
PF09797,,,,
PF09799,0.57,0.57,0.00,0.00
PF09801,,,,
PF09803,,,,
PF09804,,,,
PF09805,,,,
PF09806,0.82,0.68,0.14,20.59
PF09807,,,,
PF09808,,,,
PF09809,,,,
PF09810,0.50,0.33,0.17,51.52
PF09811,0.64,0.64,0.00,0.00
PF09812,,,,
PF09813,,,,
PF09814,,,,
PF09815,0.38,0.38,0.00,0.00
PF09816,0.84,0.83,0.01,1.20
PF09817,,,,
PF09848,0.85,0.73,0.12,16.44
PF09992,,,,
PF10018,,,,
PF10033,,,,
PF10034,0.46,0.45,0.01,2.22
PF10036,,,,
PF10037,0.54,0.53,0.01,1.89
PF10044,,,,
PF10046,,,,
PF10058,,,,
PF10075,0.45,0.45,0.00,0.00
PF10146,,0.50,,
PF10147,,,,
PF10148,1.00,1.00,0.00,0.00
PF10149,,,,
PF10151,,,,
PF10152,,,,
PF10155,,,,
PF10156,,,,
PF10157,,,,
PF10158,,,,
PF10159,,,,
PF10160,,,,
PF10161,,,,
PF10162,0.46,0.45,0.01,2.22
PF10163,,,,
PF10164,,,,
PF10165,0.70,0.70,0.00,0.00
PF10166,,,,
PF10167,,,,
PF10168,,,,
PF10169,,,,
PF10170,,,,
PF10171,,,,
PF10172,,,,
PF10174,0.72,0.44,0.28,63.64
PF10175,,,,
PF10176,0.50,,,
PF10177,0.52,0.52,0.00,0.00
PF10178,,,,
PF10179,,,,
PF10181,,,,
PF10183,,,,
PF10184,,,,
PF10185,,,,
PF10186,0.55,0.56,-0.01,-1.79
PF10187,,,,
PF10188,,,,
PF10189,,,,
PF10190,0.75,0.76,-0.01,-1.32
PF10191,,,,
PF10192,0.60,0.61,-0.01,-1.64
PF10193,,,,
PF10195,0.74,0.73,0.01,1.37
PF10197,0.59,0.59,0.00,0.00
PF10198,,,,
PF10199,,,,
PF10200,,,,
PF10203,,,,
PF10204,0.80,0.79,0.01,1.27
PF10205,,,,
PF10206,,,,
PF10208,0.81,0.81,0.00,0.00
PF10209,,,,
PF10210,,,,
PF10211,0.57,0.57,0.00,0.00
PF10212,,,,
PF10213,,,,
PF10215,,,,
PF10217,,,,
PF10218,,,,
PF10220,,,,
PF10221,,,,
PF10222,,,,
PF10223,0.59,0.59,0.00,0.00
PF10224,,,,
PF10225,0.70,0.70,0.00,0.00
PF10226,0.70,0.70,0.00,0.00
PF10228,0.94,0.94,0.00,0.00
PF10229,,,,
PF10230,,,,
PF10231,,,,
PF10232,,,,
PF10233,,,,
PF10234,,,,
PF10235,,,,
PF10236,,,,
PF10237,0.56,0.57,-0.01,-1.75
PF10238,,,,
PF10239,0.66,0.66,0.00,0.00
PF10240,0.62,0.64,-0.02,-3.13
PF10241,,,,
PF10242,0.52,0.52,0.00,0.00
PF10243,,,,
PF10244,,,,
PF10245,,,,
PF10246,,,,
PF10247,,,,
PF10248,0.71,0.70,0.01,1.43
PF10249,,,,
PF10250,0.57,0.58,-0.01,-1.72
PF10251,,,,
PF10252,,,,
PF10253,,,,
PF10254,0.80,0.80,0.00,0.00
PF10255,,,,
PF10256,0.53,0.54,-0.01,-1.85
PF10257,0.51,0.51,0.00,0.00
PF10258,,,,
PF10259,,,,
PF10261,,,,
PF10262,0.34,0.33,0.01,3.03
PF10263,,,,
PF10264,0.81,0.81,0.00,0.00
PF10265,0.69,0.69,0.00,0.00
PF10266,,,,
PF10267,0.50,0.48,0.02,4.17
PF10268,0.74,0.74,0.00,0.00
PF10269,0.66,0.65,0.01,1.54
PF10270,,,,
PF10271,0.77,0.77,0.00,0.00
PF10272,,,,
PF10273,,,,
PF10274,0.42,0.41,0.01,2.44
PF10275,0.73,0.73,0.00,0.00
PF10276,,,,
PF10277,0.40,0.40,0.00,0.00
PF10278,,,,
PF10280,,,,
PF10283,0.72,0.71,0.01,1.41
PF10288,,,,
PF10291,0.73,0.73,0.00,0.00
PF10294,0.36,0.36,0.00,0.00
PF10300,0.44,0.44,0.00,0.00
PF10304,,,,
PF10309,,,,
PF10312,,,,
PF10341,,,,
PF10345,,,,
PF10350,,,,
PF10354,,,,
PF10357,,,,
PF10358,0.76,0.79,-0.03,-3.80
PF10363,,,,
PF10366,0.65,0.65,0.00,0.00
PF10367,0.65,0.62,0.03,4.84
PF10373,0.43,0.33,0.10,30.30
PF10374,0.51,0.50,0.01,2.00
PF10376,,,,
PF10377,,,,
PF10382,,,,
PF10384,,,,
PF10390,0.56,0.55,0.01,1.82
PF10391,0.60,0.58,0.02,3.45
PF10392,,,,
PF10393,0.54,0.52,0.02,3.85
PF10394,,,,
PF10396,,,,
PF10397,,,,
PF10401,0.50,0.49,0.01,2.04
PF10403,,,,
PF10404,,,,
PF10405,,,,
PF10406,,,,
PF10408,0.61,0.61,0.00,0.00
PF10409,0.36,0.32,0.04,12.50
PF10413,,,,
PF10415,,,,
PF10417,0.60,0.60,0.00,0.00
PF10419,,,,
PF10420,,,,
PF10421,0.63,0.62,0.01,1.61
PF10426,,,,
PF10427,0.57,0.54,0.03,5.56
PF10430,,,,
PF10431,0.54,0.54,0.00,0.00
PF10433,0.45,0.46,-0.01,-2.17
PF10436,0.64,0.67,-0.03,-4.48
PF10441,,,,
PF10442,,,,
PF10444,,,,
PF10447,,,,
PF10453,,,,
PF10456,0.60,0.59,0.01,1.69
PF10457,0.85,0.85,0.00,0.00
PF10461,,,,
PF10469,0.46,0.45,0.01,2.22
PF10470,0.74,0.71,0.03,4.23
PF10471,,,,
PF10472,,,,
PF10473,0.61,0.61,0.00,0.00
PF10474,,,,
PF10475,0.54,0.54,0.00,0.00
PF10476,,,,
PF10477,,,,
PF10480,,,,
PF10481,,,,
PF10482,0.79,0.79,0.00,0.00
PF10483,0.50,0.50,0.00,0.00
PF10484,,,,
PF10486,0.29,0.29,0.00,0.00
PF10487,,,,
PF10488,0.55,0.54,0.01,1.85
PF10490,,,,
PF10491,,,,
PF10493,,0.54,,
PF10495,0.79,0.79,0.00,0.00
PF10496,,,,
PF10497,0.87,0.88,-0.01,-1.14
PF10498,,,,
PF10500,,,,
PF10501,,,,
PF10502,0.33,0.32,0.01,3.13
PF10504,,,,
PF10505,,,,
PF10506,0.55,0.54,0.01,1.85
PF10507,,,,
PF10508,,,,
PF10509,0.73,0.74,-0.01,-1.35
PF10510,,,,
PF10511,,0.71,,
PF10512,,,,
PF10513,0.28,0.27,0.01,3.70
PF10514,,,,
PF10515,0.79,0.79,0.00,0.00
PF10516,,,,
PF10521,,,,
PF10522,0.54,0.53,0.01,1.89
PF10523,0.32,0.28,0.04,14.29
PF10524,0.99,0.99,0.00,0.00
PF10525,0.84,0.85,-0.01,-1.18
PF10529,0.67,0.66,0.01,1.52
PF10534,0.74,0.73,0.01,1.37
PF10537,0.63,0.63,0.00,0.00
PF10541,0.68,0.65,0.03,4.62
PF10557,0.64,0.63,0.01,1.59
PF10558,0.50,0.50,0.00,0.00
PF10559,1.00,1.00,0.00,0.00
PF10561,,,,
PF10565,0.45,0.45,0.00,0.00
PF10568,0.64,0.63,0.01,1.59
PF10570,,,,
PF10571,,,,
PF10572,,,,
PF10573,,,,
PF10574,,,,
PF10577,0.63,0.42,0.21,50.00
PF10579,,,,
PF10580,,,,
PF10581,0.96,0.86,0.10,11.63
PF10583,,,,
PF10584,0.73,0.73,0.00,0.00
PF10585,0.61,0.61,0.00,0.00
PF10587,0.86,0.86,0.00,0.00
PF10588,,,,
PF10589,,,,
PF10590,,,,
PF10591,0.40,0.35,0.05,14.29
PF10595,0.63,0.63,0.00,0.00
PF10596,,,,
PF10597,,,,
PF10598,,,,
PF10599,,,,
PF10600,0.61,0.62,-0.01,-1.61
PF10601,0.64,0.63,0.01,1.59
PF10602,0.60,0.60,0.00,0.00
PF10606,0.84,0.84,0.00,0.00
PF10607,0.30,0.33,-0.03,-9.09
PF10608,0.56,0.55,0.01,1.82
PF10609,0.67,0.67,0.00,0.00
PF10613,0.52,0.36,0.16,44.44
PF10630,0.63,0.63,0.00,0.00
PF10631,,,,
PF10637,,,,
PF10639,,,,
PF10642,,,,
PF10644,,,,
PF10650,,,,
PF10660,0.57,0.56,0.01,1.79
PF10744,,,,
PF10780,,,,
PF10856,,,,
PF10873,,,,
PF10961,,,,
PF10996,0.55,0.50,0.05,10.00
PF11002,0.84,0.84,0.00,0.00
PF11027,,,,
PF11028,,,,
PF11029,,,,
PF11032,,,,
PF11035,,,,
PF11037,,,,
PF11057,0.49,0.49,0.00,0.00
PF11069,,,,
PF11092,,,,
PF11095,,,,
PF11107,,,,
PF11109,,,,
PF11111,,,,
PF11176,,,,
PF11221,,,,
PF11229,,,,
PF11232,0.84,0.84,0.00,0.00
PF11235,,,,
PF11261,0.92,0.92,0.00,0.00
PF11262,,,,
PF11265,,,,
PF11277,,,,
PF11315,,,,
PF11326,,,,
PF11357,0.60,0.46,0.14,30.43
PF11365,0.65,0.65,0.00,0.00
PF11380,,,,
PF11409,,,,
PF11411,,,,
PF11413,0.69,0.65,0.04,6.15
PF11414,0.50,0.50,0.00,0.00
PF11416,,,,
PF11461,0.58,0.58,0.00,0.00
PF11464,0.74,0.76,-0.02,-2.63
PF11465,,,,
PF11466,,,,
PF11467,0.69,0.70,-0.01,-1.43
PF11470,,,,
PF11502,0.78,0.74,0.04,5.41
PF11510,,,,
PF11515,0.73,0.74,-0.01,-1.35
PF11521,,,,
PF11527,0.64,0.63,0.01,1.59
PF11531,,,,
PF11532,,,,
PF11538,,,,
PF11540,0.81,0.81,0.00,0.00
PF11543,,,,
PF11547,,,,
PF11548,0.71,0.71,0.00,0.00
PF11555,,,,
PF11559,,,,
PF11560,,,,
PF11566,0.58,0.58,0.00,0.00
PF11568,,,,
PF11569,0.52,0.51,0.01,1.96
PF11571,,,,
PF11573,,,,
PF11577,0.64,0.64,0.00,0.00
PF11587,,,,
PF11594,,,,
PF11598,0.67,0.65,0.02,3.08
PF11600,,,,
PF11601,0.85,0.84,0.01,1.19
PF11605,,,,
PF11608,,,,
PF11616,0.75,0.75,0.00,0.00
PF11618,0.73,0.73,0.00,0.00
PF11620,,,,
PF11626,,,,
PF11627,1.00,1.00,0.00,0.00
PF11628,0.75,0.75,0.00,0.00
PF11629,0.83,0.83,0.00,0.00
PF11635,,,,
PF11636,,,,
PF11640,,,,
PF11648,0.66,0.66,0.00,0.00
PF11652,0.69,0.71,-0.02,-2.82
PF11669,0.59,0.59,0.00,0.00
PF11698,,,,
PF11699,,,,
PF11701,0.80,0.78,0.02,2.56
PF11704,0.54,0.54,0.00,0.00
PF11705,0.67,0.66,0.01,1.52
PF11707,,,,
PF11708,,,,
PF11715,,,,
PF11717,0.48,0.48,0.00,0.00
PF11718,,,,
PF11719,,,,
PF11721,,,,
PF11722,,,,
PF11732,,,,
PF11759,0.54,0.50,0.04,8.00
PF11764,0.75,0.73,0.02,2.74
PF11768,,,,
PF11770,,,,
PF11771,,,,
PF11779,0.73,0.72,0.01,1.39
PF11781,,,,
PF11788,,,,
PF11789,,,,
PF11793,,,,
PF11798,,,,
PF11799,0.37,0.37,0.00,0.00
PF11802,,,,
PF11803,,,,
PF11816,,,,
PF11817,,,,
PF11819,0.62,0.62,0.00,0.00
PF11825,0.66,0.66,0.00,0.00
PF11830,0.77,0.77,0.00,0.00
PF11831,,,,
PF11834,,,,
PF11835,0.64,0.61,0.03,4.92
PF11838,0.45,0.44,0.01,2.27
PF11841,0.69,0.69,0.00,0.00
PF11851,0.46,0.45,0.01,2.22
PF11857,0.61,0.60,0.01,1.67
PF11861,,,,
PF11864,,,,
PF11865,,,,
PF11875,,,,
PF11878,0.54,0.53,0.01,1.89
PF11879,0.65,0.65,0.00,0.00
PF11881,0.57,0.56,0.01,1.79
PF11882,0.46,0.41,0.05,12.20
PF11894,,,,
PF11904,0.60,0.59,0.01,1.69
PF11911,,,,
PF11914,,0.58,,
PF11916,,,,
PF11918,0.48,0.47,0.01,2.13
PF11919,,,,
PF11923,,,,
PF11928,0.52,0.52,0.00,0.00
PF11931,,,,
PF11933,0.68,0.68,0.00,0.00
PF11934,0.61,0.63,-0.02,-3.17
PF11935,,,,
PF11938,0.33,0.33,0.00,0.00
PF11942,,,,
PF11945,0.93,0.93,0.00,0.00
PF11952,0.69,0.69,0.00,0.00
PF11956,0.72,0.71,0.01,1.41
PF11957,,,,
PF11968,,,,
PF11969,0.49,0.48,0.01,2.08
PF11971,0.72,0.70,0.02,2.86
PF11976,0.69,0.69,0.00,0.00
PF11977,0.74,0.73,0.01,1.37
PF11978,,,,
PF11979,0.79,0.79,0.00,0.00
PF11980,0.80,0.80,0.00,0.00
PF11987,0.61,0.60,0.01,1.67
PF12001,0.70,0.69,0.01,1.45
PF12002,,,,
PF12004,0.56,0.55,0.01,1.82
PF12009,,,,
PF12012,0.56,0.57,-0.01,-1.75
PF12014,,,,
PF12016,,,,
PF12017,,,,
PF12018,,,,
PF12020,0.81,0.81,0.00,0.00
PF12022,,,,
PF12024,0.63,0.63,0.00,0.00
PF12026,0.55,0.53,0.02,3.77
PF12030,0.66,0.65,0.01,1.54
PF12031,0.90,0.90,0.00,0.00
PF12036,0.64,0.64,0.00,0.00
PF12037,0.75,0.54,0.21,38.89
PF12045,0.47,0.47,0.00,0.00
PF12047,,,,
PF12052,0.87,0.87,0.00,0.00
PF12053,0.80,0.80,0.00,0.00
PF12054,,,,
PF12057,,,,
PF12062,0.90,0.84,0.06,7.14
PF12063,0.77,0.76,0.01,1.32
PF12066,,,,
PF12067,0.57,0.54,0.03,5.56
PF12068,0.46,0.47,-0.01,-2.13
PF12070,,,,
PF12075,0.76,0.76,0.00,0.00
PF12090,0.85,0.84,0.01,1.19
PF12104,,,,
PF12108,,,,
PF12109,,,,
PF12110,,,,
PF12114,0.59,0.60,-0.01,-1.67
PF12125,0.97,0.97,0.00,0.00
PF12126,,,,
PF12129,0.82,0.80,0.02,2.50
PF12130,0.51,0.45,0.06,13.33
PF12134,,,,
PF12140,0.58,0.58,0.00,0.00
PF12144,0.65,0.65,0.00,0.00
PF12145,0.78,0.78,0.00,0.00
PF12146,0.40,0.39,0.01,2.56
PF12148,0.73,0.72,0.01,1.39
PF12153,,,,
PF12157,0.98,0.98,0.00,0.00
PF12160,,,,
PF12162,,,,
PF12166,0.75,0.79,-0.04,-5.06
PF12171,0.47,0.43,0.04,9.30
PF12177,,,,
PF12178,,,,
PF12179,0.68,0.68,0.00,0.00
PF12180,0.63,0.63,0.00,0.00
PF12185,0.68,0.67,0.01,1.49
PF12188,,,,
PF12191,,,,
PF12196,,,,
PF12201,,,,
PF12202,0.61,0.61,0.00,0.00
PF12203,0.78,0.78,0.00,0.00
PF12205,0.88,0.88,0.00,0.00
PF12210,,,,
PF12213,,,,
PF12214,,0.50,,
PF12215,,,,
PF12220,,,,
PF12230,,,,
PF12231,,,,
PF12232,0.67,0.67,0.00,0.00
PF12234,0.37,0.37,0.00,0.00
PF12235,0.60,0.49,0.11,22.45
PF12237,,,,
PF12240,0.77,0.77,0.00,0.00
PF12248,,,,
PF12251,,,,
PF12253,,,,
PF12254,,,,
PF12257,,,,
PF12258,,,,
PF12260,0.36,0.37,-0.01,-2.70
PF12265,0.66,0.62,0.04,6.45
PF12269,,,,
PF12280,0.67,0.67,0.00,0.00
PF12284,0.45,0.44,0.01,2.27
PF12287,0.67,0.67,0.00,0.00
PF12295,,,,
PF12297,,,,
PF12301,0.39,0.38,0.01,2.63
PF12304,0.67,0.67,0.00,0.00
PF12308,0.78,0.77,0.01,1.30
PF12309,,,,
PF12310,0.62,0.62,0.00,0.00
PF12316,0.65,0.51,0.14,27.45
PF12317,,,,
PF12325,,,,
PF12328,,,,
PF12329,,,,
PF12330,,,,
PF12333,,,,
PF12335,0.81,0.81,0.00,0.00
PF12336,0.38,0.35,0.03,8.57
PF12341,,,,
PF12346,,,,
PF12347,0.49,0.49,0.00,0.00
PF12348,0.49,0.39,0.10,25.64
PF12349,0.51,0.49,0.02,4.08
PF12352,0.48,0.48,0.00,0.00
PF12353,,,,
PF12356,,,,
PF12360,0.80,0.79,0.01,1.27
PF12366,,,,
PF12368,,,,
PF12369,,,,
PF12371,0.68,0.68,0.00,0.00
PF12372,,,,
PF12374,,,,
PF12394,0.81,0.81,0.00,0.00
PF12397,,,,
PF12400,,,,
PF12402,0.75,0.75,0.00,0.00
PF12403,0.75,0.74,0.01,1.35
PF12409,0.48,0.50,-0.02,-4.00
PF12413,0.61,0.61,0.00,0.00
PF12414,0.83,0.83,0.00,0.00
PF12416,,,,
PF12422,,,,
PF12423,0.52,0.49,0.03,6.12
PF12424,0.72,0.71,0.01,1.41
PF12430,1.00,1.00,0.00,0.00
PF12432,,,,
PF12436,,,,
PF12440,0.44,0.41,0.03,7.32
PF12443,0.58,0.58,0.00,0.00
PF12444,0.63,0.61,0.02,3.28
PF12448,0.66,0.65,0.01,1.54
PF12451,,,,
PF12453,,,,
PF12455,,,,
PF12456,0.57,0.57,0.00,0.00
PF12457,,,,
PF12460,,,,
PF12463,,,,
PF12465,0.76,0.76,0.00,0.00
PF12470,,,,
PF12473,0.33,0.33,0.00,0.00
PF12474,0.55,0.55,0.00,0.00
PF12478,0.89,0.89,0.00,0.00
PF12480,,,,
PF12483,,,,
PF12485,0.54,0.54,0.00,0.00
PF12489,0.54,0.54,0.00,0.00
PF12490,,,,
PF12491,,,,
PF12496,0.60,0.60,0.00,0.00
PF12497,,,,
PF12509,0.42,0.42,0.00,0.00
PF12510,0.58,0.58,0.00,0.00
PF12513,,,,
PF12516,0.69,0.69,0.00,0.00
PF12529,0.77,0.77,0.00,0.00
PF12530,,,,
PF12533,0.62,0.60,0.02,3.33
PF12534,0.59,0.59,0.00,0.00
PF12537,1.00,1.00,0.00,0.00
PF12540,,0.54,,
PF12542,,,,
PF12547,0.50,0.55,-0.05,-9.09
PF12548,0.50,0.50,0.00,0.00
PF12549,0.64,0.49,0.15,30.61
PF12554,,,,
PF12560,,,,
PF12567,,,,
PF12569,0.86,0.86,0.00,0.00
PF12572,,,,
PF12576,,,,
PF12577,,,,
PF12578,0.50,0.50,0.00,0.00
PF12580,,,,
PF12584,,,,
PF12589,,,,
PF12595,0.76,0.76,0.00,0.00
PF12597,,,,
PF12598,0.59,0.59,0.00,0.00
PF12605,0.39,0.39,0.00,0.00
PF12606,0.69,0.66,0.03,4.55
PF12610,0.69,0.65,0.04,6.15
PF12612,,,,
PF12618,,,,
PF12619,,,,
PF12624,0.36,0.58,-0.22,-37.93
PF12627,,,,
PF12631,0.50,,,
PF12632,,,,
PF12640,,,,
PF12643,,,,
PF12656,,,,
PF12657,,,,
PF12660,,,,
PF12661,0.42,0.43,-0.01,-2.33
PF12662,0.51,0.49,0.02,4.08
PF12678,0.74,0.74,0.00,0.00
PF12689,,,,
PF12697,0.40,0.41,-0.01,-2.44
PF12698,0.17,0.14,0.03,21.43
PF12701,0.70,0.70,0.00,0.00
PF12705,,,,
PF12706,,,,
PF12714,0.47,0.46,0.01,2.17
PF12717,0.60,0.60,0.00,0.00
PF12719,,,,
PF12721,0.64,0.64,0.00,0.00
PF12722,,,,
PF12734,,,,
PF12736,0.34,0.35,-0.01,-2.86
PF12738,0.48,0.53,-0.05,-9.43
PF12739,,,,
PF12742,,,,
PF12743,,,,
PF12745,,,,
PF12752,0.63,0.63,0.00,0.00
PF12755,,,,
PF12756,0.40,0.40,0.00,0.00
PF12763,0.39,0.42,-0.03,-7.14
PF12765,,,,
PF12767,0.50,0.50,0.00,0.00
PF12769,,,,
PF12770,,,,
PF12772,,,,
PF12773,,,,
PF12774,0.51,0.48,0.03,6.25
PF12775,0.45,0.42,0.03,7.14
PF12777,0.40,0.36,0.04,11.11
PF12780,0.43,0.42,0.01,2.38
PF12781,0.52,0.51,0.01,1.96
PF12783,0.53,0.53,0.00,0.00
PF12796,0.13,0.10,0.03,30.00
PF12799,0.50,0.43,0.07,16.28
PF12807,,,,
PF12810,0.73,0.68,0.05,7.35
PF12816,,,,
PF12820,,,,
PF12826,,,,
PF12830,,,,
PF12832,0.58,0.57,0.01,1.75
PF12836,0.46,0.46,0.00,0.00
PF12838,,,,
PF12842,,,,
PF12845,0.49,0.49,0.00,0.00
PF12848,0.65,0.62,0.03,4.84
PF12850,,,,
PF12851,0.53,0.49,0.04,8.16
PF12859,0.50,,,
PF12861,,,,
PF12862,0.54,0.53,0.01,1.89
PF12871,,,,
PF12872,0.34,0.33,0.01,3.03
PF12874,0.39,0.35,0.04,11.43
PF12877,0.66,0.66,0.00,0.00
PF12881,0.72,0.68,0.04,5.88
PF12884,0.75,0.56,0.19,33.93
PF12885,0.65,0.65,0.00,0.00
PF12886,0.71,0.71,0.00,0.00
PF12894,0.56,0.54,0.02,3.70
PF12895,0.44,0.44,0.00,0.00
PF12896,,,,
PF12901,0.64,0.59,0.05,8.47
PF12906,0.50,0.50,0.00,0.00
PF12922,,,,
PF12923,0.92,0.92,0.00,0.00
PF12924,0.77,0.77,0.00,0.00
PF12925,0.77,0.76,0.01,1.32
PF12926,0.99,0.99,0.00,0.00
PF12928,,,,
PF12931,0.56,0.54,0.02,3.70
PF12932,0.75,0.74,0.01,1.35
PF12933,,,,
PF12934,,,,
PF12936,,,,
PF12937,0.34,0.29,0.05,17.24
PF12938,,,,
PF12940,,,,
PF12947,0.45,0.38,0.07,18.42
PF12971,,,,
PF12972,,,,
PF12998,0.55,0.54,0.01,1.85
PF12999,,,,
PF13000,0.50,0.50,0.00,0.00
PF13001,,,,
PF13012,0.54,0.53,0.01,1.89
PF13015,,,,
PF13017,,,,
PF13023,,,,
PF13085,,,,
PF13086,0.18,0.15,0.03,20.00
PF13087,0.33,0.33,0.00,0.00
PF13088,0.45,0.48,-0.03,-6.25
PF13091,0.43,0.50,-0.07,-14.00
PF13092,,,,
PF13094,,,,
PF13096,,,,
PF13097,,,,
PF13167,,,,
PF13174,0.48,0.59,-0.11,-18.64
PF13176,0.40,0.40,0.00,0.00
PF13177,,,,
PF13180,0.61,0.68,-0.07,-10.29
PF13181,0.26,0.24,0.02,8.33
PF13191,0.59,0.58,0.01,1.72
