Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF00975,0.57,0.57,0.00,0.00
PF00976,0.67,0.67,0.00,0.00
PF00984,1.00,1.00,0.00,0.00
PF00988,0.74,0.75,-0.01,-1.33
PF00989,0.33,0.34,-0.01,-2.94
PF00992,0.55,0.49,0.06,12.24
PF00993,0.62,0.62,0.00,0.00
PF00994,0.47,0.47,0.00,0.00
PF00995,0.37,0.37,0.00,0.00
PF00996,0.50,0.40,0.10,25.00
PF00997,1.00,1.00,0.00,0.00
PF00999,0.43,0.43,0.00,0.00
PF01000,0.70,0.70,0.00,0.00
PF01007,0.62,0.62,0.00,0.00
PF01008,0.50,0.50,0.00,0.00
PF01012,0.55,0.56,-0.01,-1.79
PF01015,1.00,1.00,0.00,0.00
PF01016,1.00,1.00,0.00,0.00
PF01017,0.49,0.48,0.01,2.08
PF01018,0.59,0.61,-0.02,-3.28
PF01019,0.55,0.54,0.01,1.85
PF01020,1.00,1.00,0.00,0.00
PF01023,0.49,0.49,0.00,0.00
PF01025,0.74,0.73,0.01,1.37
PF01026,0.51,0.51,0.00,0.00
PF01027,0.50,0.50,0.00,0.00
PF01028,0.89,0.89,0.00,0.00
PF01030,0.48,0.48,0.00,0.00
PF01031,0.60,0.60,0.00,0.00
PF01033,0.52,0.53,-0.01,-1.89
PF01034,0.53,0.53,0.00,0.00
PF01035,1.00,1.00,0.00,0.00
PF01039,0.55,0.55,0.00,0.00
PF01040,0.47,0.48,-0.01,-2.08
PF01042,1.00,1.00,0.00,0.00
PF01044,0.36,0.26,0.10,38.46
PF01048,0.48,0.50,-0.02,-4.00
PF01049,0.68,0.68,0.00,0.00
PF01053,1.00,1.00,0.00,0.00
PF01055,0.53,0.57,-0.04,-7.02
PF01056,0.29,0.36,-0.07,-19.44
PF01058,1.00,1.00,0.00,0.00
PF01059,1.00,1.00,0.00,0.00
PF01061,0.53,0.53,0.00,0.00
PF01062,0.80,0.79,0.01,1.27
PF01063,0.79,0.80,-0.01,-1.25
PF01064,0.42,0.42,0.00,0.00
PF01066,0.42,0.43,-0.01,-2.33
PF01067,0.49,0.49,0.00,0.00
PF01068,0.55,0.55,0.00,0.00
PF01070,0.73,0.73,0.00,0.00
PF01071,1.00,1.00,0.00,0.00
PF01073,0.56,0.56,0.00,0.00
PF01074,0.54,0.54,0.00,0.00
PF01079,0.69,0.69,0.00,0.00
PF01080,0.56,0.55,0.01,1.82
PF01082,0.53,0.53,0.00,0.00
PF01084,0.63,0.62,0.01,1.61
PF01085,0.91,0.91,0.00,0.00
PF01086,0.80,0.80,0.00,0.00
PF01087,1.00,1.00,0.00,0.00
PF01088,0.54,0.54,0.00,0.00
PF01090,1.00,1.00,0.00,0.00
PF01091,0.75,0.75,0.00,0.00
PF01092,1.00,1.00,0.00,0.00
PF01093,0.61,0.61,0.00,0.00
PF01094,0.31,0.32,-0.01,-3.13
PF01096,0.68,0.68,0.00,0.00
PF01099,0.46,0.46,0.00,0.00
PF01101,0.64,0.64,0.00,0.00
PF01102,0.65,0.65,0.00,0.00
PF01103,1.00,1.00,0.00,0.00
PF01105,0.46,0.46,0.00,0.00
PF01106,1.00,1.00,0.00,0.00
PF01108,0.37,0.40,-0.03,-7.50
PF01109,1.00,1.00,0.00,0.00
PF01110,1.00,1.00,0.00,0.00
PF01111,0.92,0.92,0.00,0.00
PF01112,0.54,0.55,-0.01,-1.82
PF01114,1.00,1.00,0.00,0.00
PF01115,1.00,1.00,0.00,0.00
PF01119,0.45,0.48,-0.03,-6.25
PF01120,0.80,0.80,0.00,0.00
PF01121,0.65,0.65,0.00,0.00
PF01122,0.54,0.54,0.00,0.00
PF01124,0.45,0.45,0.00,0.00
PF01125,1.00,1.00,0.00,0.00
PF01126,0.78,0.78,0.00,0.00
PF01127,1.00,1.00,0.00,0.00
PF01128,1.00,1.00,0.00,0.00
PF01129,0.58,0.58,0.00,0.00
PF01130,0.59,0.59,0.00,0.00
PF01131,0.70,0.70,0.00,0.00
PF01133,1.00,1.00,0.00,0.00
PF01134,1.00,1.00,0.00,0.00
PF01135,0.68,0.68,0.00,0.00
PF01137,0.32,0.64,-0.32,-50.00
PF01138,0.41,0.41,0.00,0.00
PF01139,1.00,1.00,0.00,0.00
PF01142,0.65,0.66,-0.01,-1.52
PF01144,0.54,0.55,-0.01,-1.82
PF01145,0.42,0.42,0.00,0.00
PF01146,0.70,0.71,-0.01,-1.41
PF01148,0.92,0.92,0.00,0.00
PF01149,1.00,1.00,0.00,0.00
PF01150,0.48,0.48,0.00,0.00
PF01151,0.53,0.53,0.00,0.00
PF01153,0.52,0.53,-0.01,-1.89
PF01154,0.89,0.89,0.00,0.00
PF01157,1.00,1.00,0.00,0.00
PF01158,1.00,1.00,0.00,0.00
PF01159,1.00,1.00,0.00,0.00
PF01160,0.55,0.55,0.00,0.00
PF01161,0.57,0.51,0.06,11.76
PF01163,0.58,0.58,0.00,0.00
PF01165,1.00,1.00,0.00,0.00
PF01166,0.82,0.82,0.00,0.00
PF01167,0.63,0.62,0.01,1.61
PF01168,1.00,1.00,0.00,0.00
PF01169,0.61,0.61,0.00,0.00
PF01170,0.49,0.49,0.00,0.00
PF01171,1.00,1.00,0.00,0.00
PF01172,1.00,1.00,0.00,0.00
PF01175,1.00,1.00,0.00,0.00
PF01176,0.74,0.74,0.00,0.00
PF01179,0.72,0.72,0.00,0.00
PF01180,0.60,0.61,-0.01,-1.64
PF01182,0.55,0.56,-0.01,-1.79
PF01186,0.73,0.73,0.00,0.00
PF01187,0.71,0.71,0.00,0.00
PF01189,0.45,0.45,0.00,0.00
PF01191,1.00,1.00,0.00,0.00
PF01192,1.00,1.00,0.00,0.00
PF01193,0.33,0.65,-0.32,-49.23
PF01194,1.00,1.00,0.00,0.00
PF01195,1.00,1.00,0.00,0.00
PF01196,1.00,1.00,0.00,0.00
PF01198,1.00,1.00,0.00,0.00
PF01199,1.00,1.00,0.00,0.00
PF01200,1.00,1.00,0.00,0.00
PF01201,0.61,0.61,0.00,0.00
PF01202,0.54,0.56,-0.02,-3.57
PF01204,1.00,1.00,0.00,0.00
PF01205,1.00,1.00,0.00,0.00
PF01207,0.55,0.55,0.00,0.00
PF01208,1.00,1.00,0.00,0.00
PF01209,1.00,1.00,0.00,0.00
PF01210,0.84,0.84,0.00,0.00
PF01212,1.00,1.00,0.00,0.00
PF01213,0.71,0.73,-0.02,-2.74
PF01214,1.00,1.00,0.00,0.00
PF01215,1.00,1.00,0.00,0.00
PF01216,0.83,0.83,0.00,0.00
PF01217,0.40,0.41,-0.01,-2.44
PF01218,1.00,1.00,0.00,0.00
PF01221,0.76,0.76,0.00,0.00
PF01222,0.64,0.64,0.00,0.00
PF01223,0.41,0.43,-0.02,-4.65
PF01227,1.00,1.00,0.00,0.00
PF01229,1.00,1.00,0.00,0.00
PF01230,0.60,0.60,0.00,0.00
PF01231,0.71,0.71,0.00,0.00
PF01233,0.94,0.94,0.00,0.00
PF01234,0.67,0.67,0.00,0.00
PF01237,0.39,0.36,0.03,8.33
PF01238,1.00,1.00,0.00,0.00
PF01239,0.40,0.40,0.00,0.00
PF01242,1.00,1.00,0.00,0.00
PF01243,1.00,1.00,0.00,0.00
PF01244,0.79,0.79,0.00,0.00
PF01245,1.00,1.00,0.00,0.00
PF01246,0.71,0.71,0.00,0.00
PF01247,1.00,1.00,0.00,0.00
PF01248,0.37,0.38,-0.01,-2.63
PF01249,1.00,1.00,0.00,0.00
PF01250,1.00,1.00,0.00,0.00
PF01251,1.00,1.00,0.00,0.00
PF01253,0.61,0.60,0.01,1.67
PF01254,1.00,1.00,0.00,0.00
PF01255,0.54,0.55,-0.01,-1.82
PF01256,1.00,1.00,0.00,0.00
PF01257,1.00,1.00,0.00,0.00
PF01259,1.00,1.00,0.00,0.00
PF01261,1.00,1.00,0.00,0.00
PF01262,1.00,1.00,0.00,0.00
PF01263,1.00,1.00,0.00,0.00
PF01265,1.00,1.00,0.00,0.00
PF01266,0.37,0.37,0.00,0.00
PF01267,0.75,0.75,0.00,0.00
PF01268,0.88,0.88,0.00,0.00
PF01269,0.95,0.95,0.00,0.00
PF01271,0.43,0.33,0.10,30.30
PF01273,0.32,0.33,-0.01,-3.03
PF01275,0.72,0.72,0.00,0.00
PF01279,0.57,0.57,0.00,0.00
PF01280,1.00,1.00,0.00,0.00
PF01281,1.00,1.00,0.00,0.00
PF01282,1.00,1.00,0.00,0.00
PF01283,0.97,0.97,0.00,0.00
PF01284,0.32,0.31,0.01,3.23
PF01285,1.00,1.00,0.00,0.00
PF01286,1.00,1.00,0.00,0.00
PF01287,0.90,0.90,0.00,0.00
PF01290,0.85,0.86,-0.01,-1.16
PF01291,0.60,0.60,0.00,0.00
PF01294,1.00,1.00,0.00,0.00
PF01296,0.73,0.73,0.00,0.00
PF01299,0.44,0.48,-0.04,-8.33
PF01300,1.00,1.00,0.00,0.00
PF01301,0.68,0.69,-0.01,-1.45
PF01302,0.60,0.59,0.01,1.69
PF01315,0.73,0.73,0.00,0.00
PF01321,0.68,0.69,-0.01,-1.45
PF01323,1.00,1.00,0.00,0.00
PF01327,1.00,1.00,0.00,0.00
PF01329,0.81,0.82,-0.01,-1.22
PF01331,1.00,1.00,0.00,0.00
PF01335,0.43,0.44,-0.01,-2.27
PF01336,0.40,0.40,0.00,0.00
PF01342,0.56,0.56,0.00,0.00
PF01344,0.42,0.41,0.01,2.44
PF01347,0.57,0.58,-0.01,-1.72
PF01351,1.00,1.00,0.00,0.00
PF01352,0.68,0.68,0.00,0.00
PF01359,1.00,1.00,0.00,0.00
PF01363,0.46,0.46,0.00,0.00
PF01365,0.42,0.42,0.00,0.00
PF01368,1.00,1.00,0.00,0.00
PF01369,0.55,0.55,0.00,0.00
PF01370,0.38,0.37,0.01,2.70
PF01379,1.00,1.00,0.00,0.00
PF01380,0.55,0.55,0.00,0.00
PF01381,1.00,1.00,0.00,0.00
PF01384,0.89,0.89,0.00,0.00
PF01387,0.72,0.72,0.00,0.00
PF01388,0.50,0.49,0.01,2.04
PF01390,0.40,0.40,0.00,0.00
PF01391,0.52,0.52,0.00,0.00
PF01392,0.48,0.45,0.03,6.67
PF01393,0.93,0.94,-0.01,-1.06
PF01394,0.37,0.38,-0.01,-2.63
PF01396,1.00,1.00,0.00,0.00
PF01398,0.37,0.36,0.01,2.78
PF01399,0.30,0.30,0.00,0.00
PF01400,0.64,0.64,0.00,0.00
PF01401,0.69,0.69,0.00,0.00
PF01403,0.40,0.40,0.00,0.00
PF01404,0.68,0.67,0.01,1.49
PF01406,0.74,0.74,0.00,0.00
PF01408,0.51,0.51,0.00,0.00
PF01409,0.42,0.42,0.00,0.00
PF01410,0.45,0.46,-0.01,-2.17
PF01411,0.76,0.76,0.00,0.00
PF01412,0.53,0.53,0.00,0.00
PF01413,0.61,0.61,0.00,0.00
PF01414,0.71,0.71,0.00,0.00
PF01415,1.00,1.00,0.00,0.00
PF01416,0.49,0.49,0.00,0.00
PF01417,0.71,0.70,0.01,1.43
PF01419,1.00,1.00,0.00,0.00
PF01421,0.43,0.43,0.00,0.00
PF01422,0.56,0.57,-0.01,-1.75
PF01423,0.39,0.39,0.00,0.00
PF01424,0.44,0.45,-0.01,-2.22
PF01425,0.51,0.51,0.00,0.00
PF01426,0.40,0.41,-0.01,-2.44
PF01428,0.46,0.47,-0.01,-2.13
PF01429,0.46,0.46,0.00,0.00
PF01431,0.66,0.66,0.00,0.00
PF01432,0.65,0.65,0.00,0.00
PF01433,0.50,0.50,0.00,0.00
PF01434,0.62,0.62,0.00,0.00
PF01435,0.59,0.60,-0.01,-1.67
PF01436,0.50,0.50,0.00,0.00
PF01437,0.38,0.38,0.00,0.00
PF01442,0.41,0.38,0.03,7.89
PF01448,0.46,0.46,0.00,0.00
PF01451,1.00,1.00,0.00,0.00
PF01454,0.48,0.43,0.05,11.63
PF01457,0.33,0.34,-0.01,-2.94
PF01459,0.57,0.57,0.00,0.00
PF01462,0.51,0.51,0.00,0.00
PF01463,0.42,0.41,0.01,2.44
PF01465,0.76,0.76,0.00,0.00
PF01466,1.00,1.00,0.00,0.00
PF01467,0.40,0.41,-0.01,-2.44
PF01470,0.66,0.65,0.01,1.54
PF01471,0.46,0.46,0.00,0.00
PF01472,0.59,0.59,0.00,0.00
PF01476,0.57,0.57,0.00,0.00
PF01477,0.36,0.37,-0.01,-2.70
PF01479,0.68,0.68,0.00,0.00
PF01480,0.47,0.47,0.00,0.00
PF01483,0.63,0.63,0.00,0.00
PF01485,0.45,0.37,0.08,21.62
PF01490,0.35,0.35,0.00,0.00
PF01491,1.00,1.00,0.00,0.00
PF01494,0.21,0.22,-0.01,-4.55
PF01496,0.68,0.68,0.00,0.00
PF01500,0.46,0.35,0.11,31.43
PF01501,0.31,0.35,-0.04,-11.43
PF01504,0.49,0.50,-0.01,-2.00
PF01505,0.58,0.57,0.01,1.75
PF01507,1.00,0.50,0.50,100.00
PF01509,0.55,0.55,0.00,0.00
PF01510,0.56,0.59,-0.03,-5.08
PF01512,1.00,1.00,0.00,0.00
PF01513,1.00,1.00,0.00,0.00
PF01521,0.62,0.62,0.00,0.00
PF01529,0.42,0.41,0.01,2.44
PF01530,0.78,0.78,0.00,0.00
PF01531,0.82,0.82,0.00,0.00
PF01532,0.56,0.56,0.00,0.00
PF01534,0.64,0.64,0.00,0.00
PF01535,0.47,0.44,0.03,6.82
PF01536,1.00,1.00,0.00,0.00
PF01541,1.00,1.00,0.00,0.00
PF01545,0.47,0.45,0.02,4.44
PF01546,0.22,0.43,-0.21,-48.84
PF01549,1.00,1.00,0.00,0.00
PF01551,1.00,1.00,0.00,0.00
PF01553,0.36,0.36,0.00,0.00
PF01554,0.55,0.55,0.00,0.00
PF01556,0.39,0.57,-0.18,-31.58
PF01557,0.63,0.62,0.01,1.61
PF01562,0.31,0.36,-0.05,-13.89
PF01564,0.48,0.49,-0.01,-2.04
PF01565,0.48,0.48,0.00,0.00
PF01566,0.86,0.87,-0.01,-1.15
PF01569,0.39,0.39,0.00,0.00
PF01571,0.53,0.52,0.01,1.92
PF01575,0.59,0.59,0.00,0.00
PF01576,0.56,0.51,0.05,9.80
PF01582,0.35,0.36,-0.01,-2.78
PF01583,0.91,0.91,0.00,0.00
PF01585,0.55,0.55,0.00,0.00
PF01586,0.54,0.54,0.00,0.00
PF01588,0.82,0.82,0.00,0.00
PF01590,0.42,0.43,-0.01,-2.33
PF01591,0.80,0.80,0.00,0.00
PF01592,1.00,1.00,0.00,0.00
PF01593,0.32,0.31,0.01,3.23
PF01594,1.00,1.00,0.00,0.00
PF01595,0.72,0.72,0.00,0.00
PF01596,0.47,0.49,-0.02,-4.08
PF01597,0.55,0.55,0.00,0.00
PF01599,1.00,1.00,0.00,0.00
PF01602,0.39,0.39,0.00,0.00
PF01603,0.84,0.84,0.00,0.00
PF01607,0.73,0.73,0.00,0.00
PF01608,0.56,0.56,0.00,0.00
PF01612,0.43,0.43,0.00,0.00
PF01619,0.74,0.69,0.05,7.25
PF01624,0.50,0.50,0.00,0.00
PF01625,1.00,1.00,0.00,0.00
PF01630,0.60,0.62,-0.02,-3.23
PF01632,1.00,1.00,0.00,0.00
PF01633,0.61,0.58,0.03,5.17
PF01636,0.57,0.54,0.03,5.56
PF01641,0.64,0.63,0.01,1.59
PF01642,1.00,1.00,0.00,0.00
PF01648,1.00,1.00,0.00,0.00
PF01650,0.63,0.64,-0.01,-1.56
PF01652,0.61,0.61,0.00,0.00
PF01655,1.00,1.00,0.00,0.00
PF01658,1.00,1.00,0.00,0.00
PF01661,0.42,0.42,0.00,0.00
PF01663,0.41,0.38,0.03,7.89
PF01667,1.00,1.00,0.00,0.00
PF01669,1.00,1.00,0.00,0.00
PF01687,1.00,1.00,0.00,0.00
PF01693,0.61,0.62,-0.01,-1.61
PF01694,0.41,0.41,0.00,0.00
PF01699,0.41,0.41,0.00,0.00
PF01702,0.62,0.63,-0.01,-1.59
PF01704,0.56,0.57,-0.01,-1.75
PF01709,1.00,1.00,0.00,0.00
PF01712,0.55,0.54,0.01,1.85
PF01713,1.00,1.00,0.00,0.00
PF01715,1.00,1.00,0.00,0.00
PF01722,0.54,0.55,-0.01,-1.82
PF01725,1.00,1.00,0.00,0.00
PF01728,0.50,0.51,-0.01,-1.96
PF01729,1.00,1.00,0.00,0.00
PF01731,0.79,0.79,0.00,0.00
PF01733,0.54,0.54,0.00,0.00
PF01734,0.39,0.35,0.04,11.43
PF01735,0.36,0.36,0.00,0.00
PF01738,1.00,1.00,0.00,0.00
PF01740,0.45,0.44,0.01,2.27
PF01743,1.00,1.00,0.00,0.00
PF01747,0.91,0.91,0.00,0.00
PF01749,0.56,0.56,0.00,0.00
PF01751,0.54,0.55,-0.01,-1.82
PF01753,0.50,0.49,0.01,2.04
PF01754,0.53,0.52,0.01,1.92
PF01755,0.72,0.73,-0.01,-1.37
PF01756,0.48,0.48,0.00,0.00
PF01758,0.54,0.54,0.00,0.00
PF01759,0.34,0.34,0.00,0.00
PF01762,0.49,0.49,0.00,0.00
PF01764,0.70,0.69,0.01,1.45
PF01765,1.00,1.00,0.00,0.00
PF01769,0.54,0.54,0.00,0.00
PF01770,0.53,0.53,0.00,0.00
PF01773,0.79,0.79,0.00,0.00
PF01775,1.00,1.00,0.00,0.00
PF01776,0.87,0.87,0.00,0.00
PF01777,1.00,1.00,0.00,0.00
PF01778,0.58,0.58,0.00,0.00
PF01779,1.00,1.00,0.00,0.00
PF01780,0.92,0.92,0.00,0.00
PF01781,1.00,1.00,0.00,0.00
PF01783,1.00,1.00,0.00,0.00
PF01784,1.00,1.00,0.00,0.00
PF01791,1.00,1.00,0.00,0.00
PF01794,0.41,0.43,-0.02,-4.65
PF01795,0.71,0.71,0.00,0.00
PF01798,0.61,0.62,-0.01,-1.61
PF01799,0.86,0.87,-0.01,-1.15
PF01803,0.78,0.44,0.34,77.27
PF01805,0.51,0.51,0.00,0.00
PF01808,1.00,1.00,0.00,0.00
PF01812,0.58,0.58,0.00,0.00
PF01813,1.00,1.00,0.00,0.00
PF01814,1.00,1.00,0.00,0.00
PF01821,0.56,0.61,-0.05,-8.20
PF01822,0.47,0.47,0.00,0.00
PF01823,0.31,0.32,-0.01,-3.13
PF01825,0.47,0.48,-0.01,-2.08
PF01826,0.49,0.48,0.01,2.08
PF01833,0.32,0.32,0.00,0.00
PF01834,1.00,1.00,0.00,0.00
PF01835,0.49,0.49,0.00,0.00
PF01839,0.51,0.54,-0.03,-5.56
PF01840,0.56,0.58,-0.02,-3.45
PF01841,0.43,0.43,0.00,0.00
PF01842,1.00,1.00,0.00,0.00
PF01843,0.57,0.57,0.00,0.00
PF01844,1.00,1.00,0.00,0.00
PF01846,0.40,0.40,0.00,0.00
PF01847,0.85,0.85,0.00,0.00
PF01849,0.72,0.73,-0.01,-1.37
PF01851,0.43,0.45,-0.02,-4.44
PF01852,0.32,0.32,0.00,0.00
PF01853,0.77,0.77,0.00,0.00
PF01857,0.67,0.69,-0.02,-2.90
PF01858,0.66,0.66,0.00,0.00
PF01866,0.64,0.64,0.00,0.00
PF01868,1.00,1.00,0.00,0.00
PF01869,1.00,1.00,0.00,0.00
PF01871,0.92,0.95,-0.03,-3.16
PF01873,0.63,0.62,0.01,1.61
PF01875,1.00,1.00,0.00,0.00
PF01876,1.00,1.00,0.00,0.00
PF01878,1.00,1.00,0.00,0.00
PF01883,0.76,0.76,0.00,0.00
PF01885,1.00,1.00,0.00,0.00
PF01896,0.53,0.55,-0.02,-3.64
PF01900,0.56,0.57,-0.01,-1.75
PF01902,1.00,1.00,0.00,0.00
PF01907,1.00,1.00,0.00,0.00
PF01909,0.49,0.48,0.01,2.08
PF01912,1.00,1.00,0.00,0.00
PF01916,1.00,1.00,0.00,0.00
PF01918,0.77,0.77,0.00,0.00
PF01920,0.38,0.40,-0.02,-5.00
PF01922,1.00,1.00,0.00,0.00
PF01923,1.00,1.00,0.00,0.00
PF01926,0.33,0.35,-0.02,-5.71
PF01927,1.00,1.00,0.00,0.00
PF01928,1.00,1.00,0.00,0.00
PF01929,1.00,1.00,0.00,0.00
PF01931,1.00,1.00,0.00,0.00
PF01936,1.00,1.00,0.00,0.00
PF01937,0.56,0.55,0.01,1.82
PF01938,0.63,0.62,0.01,1.61
PF01940,1.00,1.00,0.00,0.00
PF01951,1.00,1.00,0.00,0.00
PF01956,0.57,0.57,0.00,0.00
PF01963,0.64,0.64,0.00,0.00
PF01965,1.00,1.00,0.00,0.00
PF01966,1.00,1.00,0.00,0.00
PF01967,1.00,1.00,0.00,0.00
PF01968,1.00,1.00,0.00,0.00
PF01974,0.62,0.62,0.00,0.00
PF01979,0.46,0.47,-0.01,-2.13
PF01980,1.00,1.00,0.00,0.00
PF01981,0.62,0.62,0.00,0.00
PF01984,1.00,1.00,0.00,0.00
PF01990,1.00,1.00,0.00,0.00
PF01991,0.88,0.88,0.00,0.00
PF01992,0.84,0.84,0.00,0.00
PF01997,0.61,0.61,0.00,0.00
PF02002,1.00,1.00,0.00,0.00
PF02005,0.41,0.42,-0.01,-2.38
PF02008,0.55,0.55,0.00,0.00
PF02010,0.32,0.41,-0.09,-21.95
PF02014,0.47,0.48,-0.01,-2.08
PF02017,0.59,0.58,0.01,1.72
PF02019,0.61,0.61,0.00,0.00
PF02020,0.55,0.55,0.00,0.00
PF02022,0.99,0.99,0.00,0.00
PF02023,0.68,0.67,0.01,1.49
PF02024,1.00,1.00,0.00,0.00
PF02025,1.00,1.00,0.00,0.00
PF02026,0.53,0.53,0.00,0.00
PF02029,0.39,0.39,0.00,0.00
PF02033,1.00,1.00,0.00,0.00
PF02036,0.53,0.54,-0.01,-1.85
PF02037,0.52,0.52,0.00,0.00
PF02038,0.61,0.60,0.01,1.67
PF02044,0.89,0.89,0.00,0.00
PF02045,1.00,1.00,0.00,0.00
PF02046,0.79,0.78,0.01,1.28
PF02057,1.00,1.00,0.00,0.00
PF02058,0.69,0.69,0.00,0.00
PF02059,1.00,1.00,0.00,0.00
PF02060,0.38,0.38,0.00,0.00
PF02063,0.42,0.43,-0.01,-2.33
PF02064,0.72,0.71,0.01,1.41
PF02070,1.00,1.00,0.00,0.00
PF02072,1.00,1.00,0.00,0.00
PF02077,1.00,1.00,0.00,0.00
PF02078,0.83,0.82,0.01,1.22
PF02079,1.00,1.00,0.00,0.00
PF02083,1.00,1.00,0.00,0.00
PF02089,0.63,0.63,0.00,0.00
PF02096,0.64,0.64,0.00,0.00
PF02099,0.60,0.59,0.01,1.69
PF02100,0.72,0.72,0.00,0.00
PF02101,1.00,1.00,0.00,0.00
PF02104,1.00,1.00,0.00,0.00
PF02106,1.00,1.00,0.00,0.00
PF02109,1.00,1.00,0.00,0.00
PF02114,0.48,0.48,0.00,0.00
PF02115,0.78,0.78,0.00,0.00
PF02121,0.68,0.68,0.00,0.00
PF02126,1.00,1.00,0.00,0.00
PF02127,1.00,1.00,0.00,0.00
PF02130,1.00,1.00,0.00,0.00
PF02135,0.67,0.67,0.00,0.00
PF02136,0.55,0.55,0.00,0.00
PF02137,0.53,0.52,0.01,1.92
PF02138,0.65,0.65,0.00,0.00
PF02140,0.63,0.64,-0.01,-1.56
PF02141,0.45,0.45,0.00,0.00
PF02142,0.51,0.51,0.00,0.00
PF02144,1.00,1.00,0.00,0.00
PF02145,0.58,0.58,0.00,0.00
PF02146,0.48,0.43,0.05,11.63
PF02148,0.50,0.49,0.01,2.04
PF02149,0.74,0.74,0.00,0.00
PF02150,0.65,0.63,0.02,3.17
PF02155,1.00,1.00,0.00,0.00
PF02157,1.00,1.00,0.00,0.00
PF02158,0.70,0.70,0.00,0.00
PF02159,1.00,1.00,0.00,0.00
PF02161,1.00,1.00,0.00,0.00
PF02163,1.00,1.00,0.00,0.00
PF02165,1.00,1.00,0.00,0.00
PF02166,1.00,1.00,0.00,0.00
PF02167,1.00,1.00,0.00,0.00
PF02170,0.50,0.48,0.02,4.17
PF02171,0.61,0.61,0.00,0.00
PF02172,0.96,0.95,0.01,1.05
PF02173,0.77,0.77,0.00,0.00
PF02174,0.45,0.45,0.00,0.00
PF02176,0.49,0.44,0.05,11.36
PF02177,0.74,0.74,0.00,0.00
PF02178,0.72,0.72,0.00,0.00
PF02179,0.46,0.46,0.00,0.00
PF02180,0.67,0.65,0.02,3.08
PF02181,0.43,0.43,0.00,0.00
PF02182,0.88,0.90,-0.02,-2.22
PF02185,0.49,0.47,0.02,4.26
PF02186,1.00,1.00,0.00,0.00
PF02187,0.68,0.68,0.00,0.00
PF02188,0.57,0.57,0.00,0.00
PF02189,0.48,0.46,0.02,4.35
PF02190,0.46,0.45,0.01,2.22
PF02191,0.52,0.53,-0.01,-1.89
PF02192,0.69,0.69,0.00,0.00
PF02194,0.47,0.47,0.00,0.00
PF02195,1.00,1.00,0.00,0.00
PF02196,0.52,0.45,0.07,15.56
PF02197,0.50,0.50,0.00,0.00
PF02198,0.48,0.47,0.01,2.13
PF02199,0.64,0.64,0.00,0.00
PF02201,0.66,0.66,0.00,0.00
PF02202,1.00,1.00,0.00,0.00
PF02204,0.45,0.46,-0.01,-2.17
PF02205,0.47,0.46,0.01,2.17
PF02207,0.48,0.49,-0.01,-2.04
PF02208,0.68,0.67,0.01,1.49
PF02209,0.63,0.63,0.00,0.00
PF02210,0.32,0.32,0.00,0.00
PF02212,0.57,0.58,-0.01,-1.72
PF02213,0.73,0.73,0.00,0.00
PF02214,0.43,0.44,-0.01,-2.27
PF02218,0.69,0.69,0.00,0.00
PF02219,1.00,1.00,0.00,0.00
PF02221,0.58,0.58,0.00,0.00
PF02223,0.61,0.61,0.00,0.00
PF02225,0.35,0.35,0.00,0.00
PF02229,1.00,1.00,0.00,0.00
PF02230,0.68,0.68,0.00,0.00
PF02233,1.00,1.00,0.00,0.00
PF02234,0.67,0.67,0.00,0.00
PF02237,1.00,1.00,0.00,0.00
PF02238,0.80,0.79,0.01,1.27
PF02244,0.49,0.49,0.00,0.00
PF02245,1.00,1.00,0.00,0.00
PF02251,0.68,0.68,0.00,0.00
PF02252,0.69,0.70,-0.01,-1.43
PF02256,0.67,0.66,0.01,1.52
PF02257,0.62,0.62,0.00,0.00
PF02259,0.38,0.38,0.00,0.00
PF02260,0.61,0.61,0.00,0.00
PF02262,0.69,0.69,0.00,0.00
PF02263,0.59,0.59,0.00,0.00
PF02267,0.68,0.68,0.00,0.00
PF02268,1.00,1.00,0.00,0.00
PF02269,0.64,0.64,0.00,0.00
PF02270,1.00,1.00,0.00,0.00
PF02271,1.00,1.00,0.00,0.00
PF02272,1.00,1.00,0.00,0.00
PF02275,0.59,0.63,-0.04,-6.35
PF02284,1.00,1.00,0.00,0.00
PF02285,0.74,0.74,0.00,0.00
PF02290,1.00,1.00,0.00,0.00
PF02291,0.96,0.96,0.00,0.00
PF02295,0.51,0.52,-0.01,-1.92
PF02296,0.91,0.91,0.00,0.00
PF02297,0.60,0.58,0.02,3.45
PF02301,0.47,0.47,0.00,0.00
PF02310,0.58,0.58,0.00,0.00
PF02312,1.00,1.00,0.00,0.00
PF02318,0.43,0.44,-0.01,-2.27
PF02319,0.58,0.58,0.00,0.00
PF02320,0.98,0.98,0.00,0.00
PF02330,1.00,1.00,0.00,0.00
PF02337,1.00,1.00,0.00,0.00
PF02338,0.35,0.35,0.00,0.00
PF02344,1.00,1.00,0.00,0.00
PF02347,1.00,1.00,0.00,0.00
PF02348,1.00,1.00,0.00,0.00
PF02350,1.00,1.00,0.00,0.00
PF02351,0.35,0.35,0.00,0.00
PF02354,0.49,0.49,0.00,0.00
PF02359,0.54,0.54,0.00,0.00
PF02366,0.69,0.68,0.01,1.47
PF02368,0.74,0.74,0.00,0.00
