Pfam_code,REC_gaps,FULL_gaps,REC_vs_FULL_gaps_diff,REC_vs_FULL_gaps_%_improvement
PF07162,0.02,0.03,0.01,33.33
PF07163,0.00,0.00,0.00,
PF07175,0.00,0.00,0.00,
PF07177,0.04,0.04,0.00,0.00
PF07189,0.00,0.00,0.00,
PF07192,0.01,0.01,0.00,0.00
PF07200,0.02,0.01,-0.01,-100.00
PF07213,0.47,0.46,-0.01,-2.17
PF07221,0.00,0.00,0.00,
PF07222,0.00,0.00,0.00,
PF07225,0.00,0.00,0.00,
PF07228,0.00,0.00,0.00,
PF07258,0.04,0.04,0.00,0.00
PF07259,0.00,0.00,0.00,
PF07260,0.00,0.00,0.00,
PF07263,0.00,0.00,0.00,
PF07264,0.00,0.00,0.00,
PF07281,0.00,0.00,0.00,
PF07286,0.00,0.00,0.00,
PF07289,0.00,0.00,0.00,
PF07292,0.01,0.02,0.01,50.00
PF07297,0.00,0.00,0.00,
PF07303,0.00,0.00,0.00,
PF07304,0.00,0.00,0.00,
PF07324,0.00,0.00,0.00,
PF07326,0.00,0.00,0.00,
PF07334,0.05,0.05,0.00,0.00
PF07347,0.00,0.00,0.00,
PF07353,0.00,0.00,0.00,
PF07354,0.02,0.01,-0.01,-100.00
PF07359,0.00,0.00,0.00,
PF07392,0.00,0.00,0.00,
PF07393,0.00,0.00,0.00,
PF07400,0.00,0.00,0.00,
PF07412,0.32,0.31,-0.01,-3.23
PF07421,0.00,0.00,0.00,
PF07426,0.00,0.00,0.00,
PF07443,0.00,0.00,0.00,
PF07448,0.00,0.00,0.00,
PF07452,0.10,0.14,0.04,28.57
PF07458,0.07,0.06,-0.01,-16.67
PF07469,0.01,0.01,0.00,0.00
PF07474,0.02,0.02,0.00,0.00
PF07479,0.01,0.00,-0.01,
PF07491,0.00,0.00,0.00,
PF07496,0.06,0.07,0.01,14.29
PF07500,0.03,0.04,0.01,25.00
PF07502,0.11,0.10,-0.01,-10.00
PF07521,0.05,0.03,-0.02,-66.67
PF07522,0.12,0.26,0.14,53.85
PF07524,0.06,0.03,-0.03,-100.00
PF07525,0.05,0.06,0.01,16.67
PF07527,0.06,0.04,-0.02,-50.00
PF07528,0.14,0.02,-0.12,-600.00
PF07529,0.02,0.01,-0.01,-100.00
PF07531,0.02,0.01,-0.01,-100.00
PF07533,0.03,0.03,0.00,0.00
PF07534,0.20,0.18,-0.02,-11.11
PF07535,0.14,0.12,-0.02,-16.67
PF07539,0.00,0.00,0.00,
PF07540,0.00,0.00,0.00,
PF07541,0.00,0.00,0.00,
PF07542,0.00,0.00,0.00,
PF07544,0.00,0.00,0.00,
PF07545,0.02,0.00,-0.02,
PF07546,0.07,0.06,-0.01,-16.67
PF07555,0.00,0.00,0.00,
PF07557,0.00,0.00,0.00,
PF07558,0.00,0.00,0.00,
PF07562,0.04,0.03,-0.01,-33.33
PF07565,0.24,0.22,-0.02,-9.09
PF07569,0.00,0.00,0.00,
PF07571,0.01,0.01,0.00,0.00
PF07572,0.00,0.00,0.00,
PF07574,0.00,0.00,0.00,
PF07575,0.00,0.00,0.00,
PF07576,0.00,0.00,0.00,
PF07593,0.00,0.00,0.00,
PF07645,0.14,0.09,-0.05,-55.56
PF07647,0.10,0.06,-0.04,-66.67
PF07648,0.10,0.11,0.01,9.09
PF07650,0.00,0.00,0.00,
PF07651,0.05,0.05,0.00,0.00
PF07653,0.09,0.09,0.00,0.00
PF07654,0.11,0.09,-0.02,-22.22
PF07657,0.04,0.04,0.00,0.00
PF07662,0.02,0.00,-0.02,
PF07670,0.01,0.00,-0.01,
PF07677,0.06,0.05,-0.01,-20.00
PF07678,0.13,0.17,0.04,23.53
PF07679,0.11,0.08,-0.03,-37.50
PF07684,0.07,0.04,-0.03,-75.00
PF07686,0.20,0.18,-0.02,-11.11
PF07687,0.07,0.05,-0.02,-40.00
PF07690,0.21,0.26,0.05,19.23
PF07691,0.11,0.11,0.00,0.00
PF07693,0.09,0.07,-0.02,-28.57
PF07699,0.10,0.08,-0.02,-25.00
PF07700,0.27,0.26,-0.01,-3.85
PF07701,0.29,0.30,0.01,3.33
PF07703,0.06,0.05,-0.01,-20.00
PF07706,0.00,0.00,0.00,
PF07707,0.08,0.06,-0.02,-33.33
PF07710,0.06,0.04,-0.02,-50.00
PF07711,0.00,0.00,0.00,
PF07713,0.00,0.00,0.00,
PF07714,0.05,0.05,0.00,0.00
PF07716,0.04,0.03,-0.01,-33.33
PF07717,0.07,0.06,-0.01,-16.67
PF07718,0.00,0.00,0.00,
PF07719,0.02,0.00,-0.02,
PF07722,0.00,0.00,0.00,
PF07724,0.06,0.07,0.01,14.29
PF07728,0.23,0.19,-0.04,-21.05
PF07731,0.23,0.21,-0.02,-9.52
PF07732,0.21,0.19,-0.02,-10.53
PF07738,0.04,0.03,-0.01,-33.33
PF07741,0.00,0.00,0.00,
PF07742,0.04,0.03,-0.01,-33.33
PF07743,0.00,0.00,0.00,
PF07744,0.08,0.05,-0.03,-60.00
PF07748,0.05,0.07,0.02,28.57
PF07749,0.00,0.00,0.00,
PF07757,0.00,0.00,0.00,
PF07763,0.05,0.05,0.00,0.00
PF07766,0.01,0.01,0.00,0.00
PF07767,0.00,0.00,0.00,
PF07773,0.07,0.10,0.03,30.00
PF07774,0.00,0.00,0.00,
PF07776,0.00,0.00,0.00,
PF07778,0.00,0.00,0.00,
PF07779,0.00,0.00,0.00,
PF07780,0.00,0.00,0.00,
PF07782,0.02,0.02,0.00,0.00
PF07786,0.00,0.00,0.00,
PF07787,0.00,0.00,0.00,
PF07798,0.00,0.00,0.00,
PF07803,0.04,0.01,-0.03,-300.00
PF07807,0.00,0.00,0.00,
PF07808,0.00,0.00,0.00,
PF07809,0.01,0.00,-0.01,
PF07810,0.01,0.01,0.00,0.00
PF07814,0.00,0.00,0.00,
PF07815,0.08,0.05,-0.03,-60.00
PF07817,0.00,0.00,0.00,
PF07818,0.00,0.00,0.00,
PF07819,0.00,0.00,0.00,
PF07830,0.01,0.02,0.01,50.00
PF07831,0.00,0.00,0.00,
PF07834,0.00,0.00,0.00,
PF07837,0.35,0.35,0.00,0.00
PF07842,0.18,0.17,-0.01,-5.88
PF07847,0.00,0.00,0.00,
PF07850,0.00,0.00,0.00,
PF07851,0.00,0.00,0.00,
PF07855,0.00,0.00,0.00,
PF07856,0.02,0.01,-0.01,-100.00
PF07857,0.00,0.00,0.00,
PF07859,0.49,0.46,-0.03,-6.52
PF07884,0.03,0.02,-0.01,-50.00
PF07885,0.18,0.14,-0.04,-28.57
PF07888,0.20,0.21,0.01,4.76
PF07890,0.00,0.00,0.00,
PF07894,0.02,0.02,0.00,0.00
PF07896,0.00,0.00,0.00,
PF07904,0.00,0.00,0.00,
PF07910,0.06,0.19,0.13,68.42
PF07912,0.00,0.00,0.00,
PF07915,0.02,0.04,0.02,50.00
PF07923,0.02,0.01,-0.01,-100.00
PF07926,0.00,0.00,0.00,
PF07928,0.00,0.00,0.00,
PF07933,0.01,0.00,-0.01,
PF07934,0.00,0.00,0.00,
PF07941,0.00,0.00,0.00,
PF07942,0.00,0.00,0.00,
PF07946,0.00,0.00,0.00,
PF07947,0.03,0.03,0.00,0.00
PF07959,0.06,0.05,-0.01,-20.00
PF07962,0.00,0.00,0.00,
PF07965,0.06,0.03,-0.03,-100.00
PF07966,0.05,0.05,0.00,0.00
PF07970,0.19,0.18,-0.01,-5.56
PF07973,0.06,0.06,0.00,0.00
PF07974,0.09,0.09,0.00,0.00
PF07975,0.00,0.00,0.00,
PF07978,0.01,0.01,0.00,0.00
PF07984,0.00,0.00,0.00,
PF07985,0.00,0.00,0.00,
PF07986,0.03,0.02,-0.01,-50.00
PF07988,0.01,0.01,0.00,0.00
PF07989,0.04,0.02,-0.02,-100.00
PF07992,0.20,0.11,-0.09,-81.82
PF07993,0.00,0.00,0.00,
PF07994,0.50,0.00,-0.50,
PF07995,0.16,0.15,-0.01,-6.67
PF07998,0.00,0.00,0.00,
PF08005,0.04,0.04,0.00,0.00
PF08007,0.04,0.03,-0.01,-33.33
PF08016,0.17,0.16,-0.01,-6.25
PF08022,0.07,0.06,-0.01,-16.67
PF08030,0.08,0.06,-0.02,-33.33
PF08032,0.00,0.00,0.00,
PF08033,0.02,0.08,0.06,75.00
PF08035,0.00,0.00,0.00,
PF08038,0.00,0.00,0.00,
PF08039,0.00,0.00,0.00,
PF08040,0.00,0.00,0.00,
PF08043,0.01,0.01,0.00,0.00
PF08059,0.02,0.01,-0.01,-100.00
PF08061,0.03,0.03,0.00,0.00
PF08062,0.03,0.03,0.00,0.00
PF08063,0.00,0.00,0.00,
PF08064,0.00,0.00,0.00,
PF08065,0.01,0.01,0.00,0.00
PF08066,0.00,0.00,0.00,
PF08067,0.00,0.00,0.00,
PF08068,0.00,0.00,0.00,
PF08069,0.00,0.00,0.00,
PF08070,0.06,0.06,0.00,0.00
PF08071,0.00,0.00,0.00,
PF08072,0.00,0.00,0.00,
PF08073,0.02,0.02,0.00,0.00
PF08074,0.00,0.00,0.00,
PF08075,0.00,0.00,0.00,
PF08079,0.01,0.01,0.00,0.00
PF08080,0.00,0.00,0.00,
PF08081,0.00,0.00,0.00,
PF08082,0.00,0.00,0.00,
PF08083,0.00,0.00,0.00,
PF08084,0.00,0.00,0.00,
PF08122,0.00,0.00,0.00,
PF08123,0.00,0.00,0.00,
PF08127,0.00,0.00,0.00,
PF08142,0.03,0.03,0.00,0.00
PF08143,0.06,0.05,-0.01,-20.00
PF08144,0.00,0.00,0.00,
PF08145,0.00,0.00,0.00,
PF08146,0.00,0.00,0.00,
PF08147,0.00,0.00,0.00,
PF08148,0.00,0.00,0.00,
PF08149,0.00,0.00,0.00,
PF08150,0.03,0.03,0.00,0.00
PF08151,0.01,0.02,0.01,50.00
PF08152,0.01,0.01,0.00,0.00
PF08153,0.00,0.00,0.00,
PF08154,0.05,0.07,0.02,28.57
PF08155,0.00,0.00,0.00,
PF08156,0.04,0.03,-0.01,-33.33
PF08158,0.00,0.00,0.00,
PF08159,0.03,0.03,0.00,0.00
PF08161,0.00,0.00,0.00,
PF08163,0.00,0.00,0.00,
PF08164,0.00,0.00,0.00,
PF08165,0.09,0.08,-0.01,-12.50
PF08166,0.08,0.10,0.02,20.00
PF08167,0.00,0.00,0.00,
PF08168,0.00,0.00,0.00,
PF08169,0.02,0.01,-0.01,-100.00
PF08170,0.00,0.00,0.00,
PF08172,0.00,0.00,0.00,
PF08174,0.03,0.04,0.01,25.00
PF08180,0.02,0.00,-0.02,
PF08190,0.11,0.10,-0.01,-10.00
PF08198,0.00,0.00,0.00,
PF08202,0.00,0.00,0.00,
PF08204,0.00,0.00,0.00,
PF08205,0.17,0.12,-0.05,-41.67
PF08208,0.00,0.00,0.00,
PF08209,0.00,0.00,0.00,
PF08213,0.00,0.00,0.00,
PF08214,0.01,0.02,0.01,50.00
PF08216,0.00,0.00,0.00,
PF08221,0.00,0.00,0.00,
PF08227,0.00,0.00,0.00,
PF08231,0.00,0.00,0.00,
PF08232,0.09,0.11,0.02,18.18
PF08234,0.00,0.00,0.00,
PF08235,0.00,0.00,0.00,
PF08236,0.00,0.00,0.00,
PF08238,0.14,0.14,0.00,0.00
PF08240,0.13,0.19,0.06,31.58
PF08241,0.10,0.10,0.00,0.00
PF08242,0.06,0.06,0.00,0.00
PF08243,0.00,0.00,0.00,
PF08246,0.02,0.02,0.00,0.00
PF08264,0.16,0.12,-0.04,-33.33
PF08265,0.00,0.00,0.00,
PF08266,0.03,0.03,0.00,0.00
PF08271,0.11,0.10,-0.01,-10.00
PF08282,0.17,0.13,-0.04,-30.77
PF08285,0.00,0.00,0.00,
PF08286,0.00,0.00,0.00,
PF08288,0.00,0.00,0.00,
PF08292,0.00,0.00,0.00,
PF08293,0.00,0.00,0.00,
PF08294,0.00,0.00,0.00,
PF08295,0.31,0.22,-0.09,-40.91
PF08311,0.02,0.02,0.00,0.00
PF08312,0.05,0.02,-0.03,-150.00
PF08313,0.18,0.17,-0.01,-5.88
PF08314,0.00,0.00,0.00,
PF08315,0.00,0.00,0.00,
PF08318,0.00,0.00,0.00,
PF08320,0.00,0.00,0.00,
PF08321,0.20,0.13,-0.07,-53.85
PF08324,0.00,0.00,0.00,
PF08326,0.00,0.00,0.00,
PF08327,0.00,0.00,0.00,
PF08332,0.00,0.00,0.00,
PF08336,0.05,0.04,-0.01,-25.00
PF08337,0.53,0.02,-0.51,-2550.00
PF08338,0.00,0.00,0.00,
PF08344,0.00,0.00,0.00,
PF08347,0.08,0.06,-0.02,-33.33
PF08351,0.00,0.00,0.00,
PF08355,0.01,0.01,0.00,0.00
PF08356,0.02,0.01,-0.01,-100.00
PF08357,0.11,0.20,0.09,45.00
PF08365,0.00,0.00,0.00,
PF08366,0.02,0.01,-0.01,-100.00
PF08367,0.00,0.00,0.00,
PF08368,0.11,0.10,-0.01,-10.00
PF08372,0.19,0.05,-0.14,-280.00
PF08373,0.04,0.05,0.01,20.00
PF08374,0.05,0.05,0.00,0.00
PF08375,0.00,0.00,0.00,
PF08377,0.00,0.00,0.00,
PF08383,0.00,0.00,0.00,
PF08384,0.00,0.00,0.00,
PF08385,0.24,0.24,0.00,0.00
PF08389,0.05,0.05,0.00,0.00
PF08391,0.00,0.00,0.00,
PF08393,0.02,0.01,-0.01,-100.00
PF08397,0.01,0.01,0.00,0.00
PF08399,0.05,0.04,-0.01,-25.00
PF08403,0.10,0.10,0.00,0.00
PF08409,0.09,0.08,-0.01,-12.50
PF08412,0.03,0.02,-0.01,-50.00
PF08416,0.04,0.03,-0.01,-33.33
PF08418,0.00,0.00,0.00,
PF08423,0.12,0.10,-0.02,-20.00
PF08424,0.00,0.00,0.00,
PF08427,0.00,0.00,0.00,
PF08429,0.02,0.02,0.00,0.00
PF08430,0.12,0.12,0.00,0.00
PF08433,0.23,0.22,-0.01,-4.55
PF08434,0.01,0.01,0.00,0.00
PF08441,0.06,0.13,0.07,53.85
PF08442,0.01,0.00,-0.01,
PF08443,0.01,0.00,-0.01,
PF08444,0.00,0.00,0.00,
PF08447,0.09,0.07,-0.02,-28.57
PF08449,0.07,0.06,-0.01,-16.67
PF08450,0.00,0.00,0.00,
PF08451,0.00,0.00,0.00,
PF08454,0.03,0.02,-0.01,-50.00
PF08466,0.03,0.01,-0.02,-200.00
PF08473,0.04,0.04,0.00,0.00
PF08474,0.30,0.30,0.00,0.00
PF08477,0.08,0.06,-0.02,-33.33
PF08487,0.01,0.01,0.00,0.00
PF08490,0.00,0.00,0.00,
PF08491,0.00,0.00,0.00,
PF08492,0.00,0.00,0.00,
PF08499,0.00,0.00,0.00,
PF08504,0.01,0.03,0.02,66.67
PF08506,0.27,0.27,0.00,0.00
PF08510,0.00,0.00,0.00,
PF08511,0.00,0.00,0.00,
PF08512,0.07,0.05,-0.02,-40.00
PF08513,0.05,0.04,-0.01,-25.00
PF08514,0.03,0.01,-0.02,-200.00
PF08515,0.01,0.01,0.00,0.00
PF08516,0.11,0.09,-0.02,-22.22
PF08517,0.04,0.01,-0.03,-300.00
PF08518,0.00,0.00,0.00,
PF08519,0.00,0.00,0.00,
PF08523,0.00,0.00,0.00,
PF08524,0.00,0.00,0.00,
PF08526,0.01,0.01,0.00,0.00
PF08527,0.00,0.00,0.00,
PF08534,0.00,0.00,0.00,
PF08539,0.01,0.02,0.01,50.00
PF08540,0.01,0.01,0.00,0.00
PF08542,0.03,0.02,-0.01,-50.00
PF08543,0.00,0.00,0.00,
PF08544,0.17,0.13,-0.04,-30.77
PF08547,0.00,0.00,0.00,
PF08551,0.00,0.00,0.00,
PF08555,0.00,0.00,0.00,
PF08557,0.00,0.00,0.00,
PF08558,0.03,0.03,0.00,0.00
PF08561,0.00,0.00,0.00,
PF08562,0.00,0.00,0.00,
PF08563,0.00,0.00,0.00,
PF08564,0.00,0.00,0.00,
PF08565,0.03,0.04,0.01,25.00
PF08567,0.00,0.00,0.00,
PF08568,0.00,0.00,0.00,
PF08569,0.00,0.00,0.00,
PF08571,0.00,0.00,0.00,
PF08572,0.00,0.00,0.00,
PF08573,0.00,0.00,0.00,
PF08574,0.00,0.00,0.00,
PF08577,0.00,0.00,0.00,
PF08583,0.01,0.01,0.00,0.00
PF08584,0.00,0.00,0.00,
PF08585,0.25,0.31,0.06,19.35
PF08590,0.00,0.00,0.00,
PF08596,0.20,0.21,0.01,4.76
PF08597,0.00,0.00,0.00,
PF08598,0.03,0.02,-0.01,-50.00
PF08599,0.00,0.00,0.00,
PF08603,0.01,0.00,-0.01,
PF08604,0.00,0.00,0.00,
PF08606,0.00,0.00,0.00,
PF08608,0.00,0.00,0.00,
PF08609,0.00,0.00,0.00,
PF08610,0.00,0.00,0.00,
PF08612,0.00,0.00,0.00,
PF08613,0.06,0.09,0.03,33.33
PF08614,0.01,0.01,0.00,0.00
PF08615,0.00,0.00,0.00,
PF08616,0.00,0.00,0.00,
PF08617,0.00,0.00,0.00,
PF08620,0.00,0.00,0.00,
PF08621,0.00,0.00,0.00,
PF08623,0.00,0.00,0.00,
PF08625,0.00,0.00,0.00,
PF08626,0.00,0.50,0.50,100.00
PF08628,0.03,0.04,0.01,25.00
PF08629,0.00,0.00,0.00,
PF08631,0.00,0.00,0.00,
PF08638,0.00,0.00,0.00,
PF08640,0.00,0.00,0.00,
PF08641,0.00,0.00,0.00,
PF08644,0.00,0.00,0.00,
PF08645,0.00,0.00,0.00,
PF08646,0.22,0.20,-0.02,-10.00
PF08648,0.00,0.00,0.00,
PF08652,0.00,0.00,0.00,
PF08659,0.00,0.00,0.00,
PF08660,0.00,0.00,0.00,
PF08661,0.00,0.00,0.00,
PF08662,0.01,0.01,0.00,0.00
PF08669,0.04,0.05,0.01,20.00
PF08672,0.00,0.00,0.00,
PF08674,0.01,0.01,0.00,0.00
PF08675,0.00,0.00,0.00,
PF08676,0.08,0.07,-0.01,-14.29
PF08683,0.00,0.00,0.00,
PF08685,0.01,0.01,0.00,0.00
PF08686,0.01,0.02,0.01,50.00
PF08687,0.07,0.06,-0.01,-16.67
PF08688,0.20,0.19,-0.01,-5.26
PF08694,0.00,0.00,0.00,
PF08695,0.00,0.00,0.00,
PF08696,0.00,0.00,0.00,
PF08698,0.00,0.00,0.00,
PF08699,0.05,0.03,-0.02,-66.67
PF08700,0.07,0.06,-0.01,-16.67
PF08701,0.00,0.00,0.00,
PF08702,0.01,0.01,0.00,0.00
PF08703,0.04,0.02,-0.02,-100.00
PF08704,0.10,0.08,-0.02,-25.00
PF08709,0.05,0.04,-0.01,-25.00
PF08711,0.04,0.06,0.02,33.33
PF08712,0.00,0.00,0.00,
PF08718,0.03,0.02,-0.01,-50.00
PF08725,0.02,0.02,0.00,0.00
PF08726,0.02,0.02,0.00,0.00
PF08729,0.01,0.00,-0.01,
PF08736,0.06,0.03,-0.03,-100.00
PF08737,0.50,0.50,0.00,0.00
PF08740,0.00,0.00,0.00,
PF08742,0.05,0.04,-0.01,-25.00
PF08743,0.00,0.00,0.00,
PF08746,0.00,0.00,0.00,
PF08752,0.00,0.02,0.02,100.00
PF08755,0.11,0.07,-0.04,-57.14
PF08758,0.11,0.08,-0.03,-37.50
PF08763,0.02,0.02,0.00,0.00
PF08766,0.05,0.03,-0.02,-66.67
PF08767,0.00,0.00,0.00,
PF08768,0.00,0.00,0.00,
PF08771,0.00,0.00,0.00,
PF08772,0.00,0.00,0.00,
PF08773,0.00,0.00,0.00,
PF08774,0.00,0.00,0.00,
PF08776,0.04,0.03,-0.01,-33.33
PF08777,0.03,0.03,0.00,0.00
PF08778,0.01,0.01,0.00,0.00
PF08781,0.00,0.00,0.00,
PF08782,0.03,0.03,0.00,0.00
PF08783,0.00,0.00,0.00,
PF08784,0.21,0.21,0.00,0.00
PF08785,0.00,0.00,0.00,
PF08788,0.01,0.00,-0.01,
PF08790,0.00,0.00,0.00,
PF08797,0.00,0.00,0.00,
PF08799,0.00,0.00,0.00,
PF08801,0.00,0.00,0.00,
PF08806,0.01,0.01,0.00,0.00
PF08815,0.03,0.04,0.01,25.00
PF08824,0.02,0.02,0.00,0.00
PF08825,0.00,0.00,0.00,
PF08826,0.02,0.02,0.00,0.00
PF08831,0.00,0.00,0.00,
PF08832,0.09,0.11,0.02,18.18
PF08833,0.04,0.07,0.03,42.86
PF08839,0.00,0.00,0.00,
PF08840,0.01,0.02,0.01,50.00
PF08880,0.00,0.00,0.00,
PF08910,0.00,0.00,0.00,
PF08911,0.00,0.00,0.00,
PF08912,0.01,0.01,0.00,0.00
PF08913,0.00,0.00,0.00,
PF08914,0.00,0.00,0.00,
PF08916,0.01,0.01,0.00,0.00
PF08917,0.00,0.00,0.00,
PF08919,0.03,0.02,-0.01,-50.00
PF08920,0.00,0.00,0.00,
PF08923,0.00,0.00,0.00,
PF08926,0.01,0.01,0.00,0.00
PF08934,0.23,0.22,-0.01,-4.55
PF08938,0.00,0.00,0.00,
PF08939,0.00,0.00,0.00,
PF08941,0.00,0.00,0.00,
PF08944,0.00,0.00,0.00,
PF08945,0.00,0.00,0.00,
PF08947,0.01,0.03,0.02,66.67
PF08952,0.03,0.02,-0.01,-50.00
PF08953,0.03,0.03,0.00,0.00
PF08954,0.00,0.00,0.00,
PF08961,0.00,0.00,0.00,
PF08969,0.06,0.07,0.01,14.29
PF08976,0.32,0.28,-0.04,-14.29
PF08983,0.00,0.00,0.00,
PF08991,0.00,0.00,0.00,
PF08996,0.00,0.00,0.00,
PF08997,0.00,0.00,0.00,
PF08999,0.00,0.00,0.00,
PF09004,0.00,0.00,0.00,
PF09005,0.12,0.11,-0.01,-9.09
PF09006,0.00,0.00,0.00,
PF09007,0.10,0.38,0.28,73.68
PF09011,0.09,0.09,0.00,0.00
PF09014,0.00,0.00,0.00,
PF09026,0.00,0.00,0.00,
PF09027,0.05,0.05,0.00,0.00
PF09029,0.10,0.35,0.25,71.43
PF09030,0.06,0.06,0.00,0.00
PF09032,0.00,0.00,0.00,
PF09033,0.00,0.00,0.00,
PF09034,0.00,0.00,0.00,
PF09036,0.00,0.00,0.00,
PF09038,0.00,0.00,0.00,
PF09040,0.00,0.00,0.00,
PF09041,0.00,0.00,0.00,
PF09042,0.12,0.12,0.00,0.00
PF09045,0.00,0.00,0.00,
PF09047,0.00,0.00,0.00,
PF09049,0.00,0.00,0.00,
PF09050,0.00,0.00,0.00,
PF09051,0.00,0.00,0.00,
PF09057,0.00,0.00,0.00,
PF09058,0.00,0.00,0.00,
PF09060,0.00,0.00,0.00,
PF09066,0.04,0.04,0.00,0.00
PF09067,0.11,0.09,-0.02,-22.22
PF09068,0.04,0.04,0.00,0.00
PF09069,0.02,0.02,0.00,0.00
PF09070,0.00,0.00,0.00,
PF09072,0.00,0.00,0.00,
PF09073,0.00,0.00,0.00,
PF09079,0.02,0.00,-0.02,
PF09085,0.00,0.00,0.00,
PF09088,0.00,0.00,0.00,
PF09090,0.00,0.00,0.00,
PF09103,0.00,0.00,0.00,
PF09104,0.00,0.00,0.00,
PF09110,0.00,0.01,0.01,100.00
PF09111,0.00,0.00,0.00,
PF09121,0.00,0.00,0.00,
PF09127,0.02,0.02,0.00,0.00
PF09128,0.02,0.02,0.00,0.00
PF09133,0.00,0.00,0.00,
PF09138,0.00,0.00,0.00,
PF09139,0.00,0.00,0.00,
PF09141,0.00,0.00,0.00,
PF09162,0.00,0.00,0.00,
PF09164,0.00,0.00,0.00,
PF09165,0.01,0.01,0.00,0.00
PF09166,0.00,0.00,0.00,
PF09169,0.00,0.00,0.00,
PF09170,0.00,0.00,0.00,
PF09172,0.00,0.00,0.00,
PF09173,0.00,0.00,0.00,
PF09174,0.00,0.00,0.00,
PF09177,0.00,0.00,0.00,
PF09180,0.00,0.00,0.00,
PF09184,0.00,0.00,0.00,
PF09191,0.00,0.00,0.00,
PF09193,0.00,0.00,0.00,
PF09202,0.00,0.00,0.00,
PF09229,0.02,0.02,0.00,0.00
PF09230,0.00,0.00,0.00,
PF09236,0.00,0.00,0.00,
PF09238,0.00,0.00,0.00,
PF09240,0.04,0.03,-0.01,-33.33
PF09243,0.00,0.00,0.00,
PF09247,0.02,0.00,-0.02,
PF09256,0.00,0.00,0.00,
PF09257,0.00,0.00,0.00,
PF09258,0.01,0.01,0.00,0.00
PF09261,0.03,0.02,-0.01,-50.00
PF09262,0.00,0.00,0.00,
PF09263,0.00,0.00,0.00,
PF09268,0.00,0.00,0.00,
PF09270,0.00,0.00,0.00,
PF09271,0.00,0.01,0.01,100.00
PF09272,0.00,0.00,0.00,
PF09273,0.06,0.06,0.00,0.00
PF09279,0.07,0.06,-0.01,-16.67
PF09280,0.00,0.00,0.00,
PF09282,0.00,0.00,0.00,
PF09286,0.00,0.00,0.00,
PF09289,0.01,0.01,0.00,0.00
PF09291,0.00,0.00,0.00,
PF09292,0.00,0.00,0.00,
PF09294,0.10,0.08,-0.02,-25.00
PF09296,0.02,0.03,0.01,33.33
PF09297,0.11,0.09,-0.02,-22.22
PF09298,0.00,0.00,0.00,
PF09302,0.00,0.00,0.00,
PF09303,0.00,0.00,0.00,
PF09305,0.14,0.08,-0.06,-75.00
PF09307,0.00,0.00,0.00,
PF09309,0.00,0.00,0.00,
PF09310,0.00,0.00,0.00,
PF09311,0.18,0.39,0.21,53.85
PF09316,0.04,0.03,-0.01,-33.33
PF09320,0.00,0.01,0.01,100.00
PF09324,0.10,0.08,-0.02,-25.00
PF09325,0.13,0.22,0.09,40.91
PF09326,0.00,0.00,0.00,
PF09329,0.00,0.00,0.00,
PF09332,0.00,0.00,0.00,
PF09334,0.04,0.04,0.00,0.00
PF09335,0.04,0.03,-0.01,-33.33
PF09336,0.31,0.28,-0.03,-10.71
PF09340,0.00,0.00,0.00,
PF09341,0.17,0.15,-0.02,-13.33
PF09346,0.00,0.00,0.00,
PF09349,0.00,0.00,0.00,
PF09350,0.00,0.00,0.00,
PF09354,0.02,0.04,0.02,50.00
PF09358,0.05,0.04,-0.01,-25.00
PF09360,0.37,0.23,-0.14,-60.87
PF09368,0.00,0.00,0.00,
PF09371,0.00,0.00,0.00,
PF09377,0.00,0.00,0.00,
PF09379,0.03,0.02,-0.01,-50.00
PF09380,0.07,0.07,0.00,0.00
PF09382,0.08,0.09,0.01,11.11
PF09384,0.00,0.00,0.00,
PF09387,0.00,0.00,0.00,
PF09396,0.00,0.00,0.00,
PF09398,0.12,0.10,-0.02,-20.00
PF09402,0.12,0.05,-0.07,-140.00
PF09404,0.00,0.00,0.00,
PF09405,0.00,0.00,0.00,
PF09409,0.06,0.04,-0.02,-50.00
PF09412,0.00,0.00,0.00,
PF09415,0.00,0.00,0.00,
PF09416,0.00,0.00,0.00,
PF09420,0.00,0.50,0.50,100.00
PF09422,0.36,0.44,0.08,18.18
PF09429,0.00,0.00,0.00,
PF09430,0.00,0.00,0.00,
PF09431,0.00,0.00,0.00,
PF09439,0.00,0.00,0.00,
PF09440,0.00,0.00,0.00,
PF09443,0.00,0.00,0.00,
PF09445,0.00,0.00,0.00,
PF09446,0.00,0.00,0.00,
PF09454,0.00,0.00,0.00,
PF09457,0.00,0.00,0.00,
PF09465,0.00,0.00,0.00,
PF09468,0.00,0.00,0.00,
PF09469,0.00,0.00,0.00,
PF09470,0.00,0.00,0.00,
PF09494,0.00,0.00,0.00,
PF09495,0.00,0.00,0.00,
PF09496,0.00,0.00,0.00,
PF09497,0.00,0.00,0.00,
PF09507,0.00,0.00,0.00,
PF09514,0.10,0.07,-0.03,-42.86
PF09531,0.00,0.00,0.00,
PF09532,0.06,0.06,0.00,0.00
PF09596,0.02,0.02,0.00,0.00
PF09606,0.00,0.00,0.00,
PF09607,0.00,0.00,0.00,
PF09631,0.00,0.00,0.00,
PF09637,0.00,0.00,0.00,
PF09649,0.00,0.00,0.00,
PF09666,0.00,0.00,0.00,
