Pfam_code,HMMER_conservation,HMMER_blosum,HMMER_gaps,FULL_conservation,FULL_blosum,FULL_gaps
PF00687,0.48,0.44,0.06,0.47,0.47,0.08
PF00688,0.31,0.87,0.24,0.32,0.84,0.22
PF00689,0.47,1.37,0.03,0.46,1.33,0.03
PF00690,0.42,1.16,0.07,0.42,1.1,0.06
PF00692,0.60,1.08,0.16,0.60,1.03,0.16
PF00694,0.62,0.66,0.01,0.62,0.64,0.01
PF00696,1.00,,0.00,1.00,,0.00
PF00698,0.59,0.64,0.10,0.59,0.64,0.10
PF00701,0.63,0.82,0.01,0.62,0.81,0.01
PF00702,0.38,0.48,0.12,0.38,0.44,0.12
PF00703,1.00,,0.00,1.00,,0.00
PF00704,0.53,1.89,0.10,0.54,1.83,0.07
PF00705,1.00,,0.00,1.00,,0.00
PF00708,0.80,3.37,0.00,0.80,3.4,0.00
PF00709,0.90,4.33,0.00,0.90,4.33,0.00
PF00710,1.00,,0.00,1.00,,0.00
PF00711,0.57,2.09,0.04,0.57,2.04,0.04
PF00714,1.00,,0.00,1.00,,0.00
PF00715,1.00,,0.00,1.00,,0.00
PF00717,0.92,4.56,0.03,0.93,4.56,0.01
PF00719,0.88,4.5,0.00,0.88,4.49,0.00
PF00723,0.74,2.89,0.02,0.75,2.91,0.01
PF00725,0.45,0.93,0.09,0.46,0.88,0.07
PF00726,0.45,1.32,0.23,0.46,1.28,0.19
PF00727,1.00,,0.00,1.00,,0.00
PF00728,0.58,2.27,0.21,0.58,2.24,0.20
PF00730,0.28,0.51,0.47,0.48,0.48,0.10
PF00731,1.00,,0.00,1.00,,0.00
PF00732,1.00,,0.00,1.00,,0.00
PF00733,0.36,0.86,0.58,0.36,0.9,0.58
PF00735,0.64,2.85,0.02,0.63,2.83,0.03
PF00736,0.91,4.63,0.03,0.93,4.61,0.00
PF00743,0.70,3.03,0.00,0.70,3.02,0.00
PF00748,0.54,1.41,0.09,0.53,1.53,0.13
PF00749,0.54,0.8,0.02,0.54,0.8,0.02
PF00750,0.66,1.52,0.04,0.66,1.51,0.04
PF00751,0.83,4.26,0.00,0.83,4.26,0.00
PF00752,0.46,0.86,0.06,0.46,0.87,0.05
PF00753,0.32,0.44,0.27,0.30,0.4,0.33
PF00754,0.44,1.48,0.07,0.44,1.47,0.05
PF00755,0.52,1.57,0.03,0.53,1.59,0.03
PF00756,1.00,,0.00,1.00,,0.00
PF00757,0.54,2.54,0.09,0.54,2.53,0.09
PF00758,0.62,0.78,0.06,0.62,0.76,0.05
PF00762,1.00,,0.00,1.00,,0.00
PF00763,0.59,1.95,0.05,0.59,1.93,0.04
PF00764,1.00,,0.00,1.00,,0.00
PF00766,1.00,,0.00,1.00,,0.00
PF00769,0.72,2.74,0.01,0.73,2.69,0.00
PF00773,0.57,1.58,0.03,0.57,1.6,0.04
PF00777,0.35,1.01,0.15,0.36,0.97,0.13
PF00778,0.67,2.82,0.02,0.67,2.81,0.01
PF00779,0.56,2.67,0.04,0.56,2.6,0.03
PF00780,0.39,0.81,0.05,0.39,0.81,0.04
PF00781,0.45,1.89,0.21,0.49,1.74,0.11
PF00782,0.44,1.4,0.07,0.45,1.34,0.05
PF00784,0.46,1.38,0.06,0.46,1.34,0.07
PF00786,0.42,1.57,0.18,0.42,1.55,0.17
PF00787,0.38,1.01,0.06,0.38,0.99,0.07
PF00788,0.31,0.48,0.12,0.32,0.46,0.08
PF00789,0.41,0.83,0.07,0.41,0.83,0.05
PF00790,0.53,1.83,0.03,0.52,1.82,0.03
PF00791,0.40,1.13,0.14,0.42,1.17,0.11
PF00792,0.42,1.32,0.20,0.42,1.23,0.17
PF00794,0.44,0.93,0.07,0.44,0.88,0.05
PF00795,0.38,0.76,0.22,0.38,0.77,0.22
PF00797,0.91,4.54,0.00,0.92,4.54,0.00
PF00801,0.37,0.78,0.11,0.36,0.6,0.07
PF00804,0.61,2.14,0.03,0.64,2.31,0.01
PF00805,0.64,0.82,0.01,0.55,1.27,0.05
PF00806,0.45,1.51,0.07,0.45,1.48,0.06
PF00808,0.47,1.11,0.03,0.47,1.08,0.02
PF00809,1.00,,0.00,1.00,,0.00
PF00810,0.88,4.22,0.00,0.88,4.22,0.00
PF00811,1.00,,0.00,1.00,,0.00
PF00812,0.56,2.23,0.07,0.55,2.2,0.08
PF00814,1.00,,0.00,1.00,,0.00
PF00817,0.48,1.89,0.22,0.59,1.87,0.03
PF00821,0.87,4.18,0.00,0.87,4.18,0.00
PF00822,0.41,1.11,0.05,0.42,1.1,0.05
PF00827,1.00,,0.00,1.00,,0.00
PF00828,0.58,0.45,0.04,0.58,0.61,0.08
PF00829,1.00,,0.00,1.00,,0.00
PF00830,1.00,,0.00,1.00,,0.00
PF00831,1.00,,0.00,1.00,,0.00
PF00832,0.96,5.08,0.00,0.96,5.08,0.00
PF00833,1.00,,0.00,1.00,,0.00
PF00834,0.98,5.06,0.00,0.98,5.06,0.00
PF00835,0.72,2.65,0.04,0.72,2.65,0.04
PF00836,0.68,3.06,0.12,0.69,3.07,0.12
PF00837,0.62,,0.00,0.62,,0.00
PF00838,0.74,3.8,0.17,0.74,3.63,0.16
PF00839,0.38,1.11,0.05,0.38,1.08,0.04
PF00841,1.00,,0.00,1.00,,0.00
PF00849,0.49,0.67,0.03,0.49,0.67,0.04
PF00850,0.52,1.8,0.03,0.51,1.77,0.05
PF00852,0.72,3.18,0.03,0.72,3.18,0.03
PF00853,0.97,5.01,0.00,0.97,5.0,0.00
PF00854,0.36,0.95,0.28,0.36,0.91,0.27
PF00855,0.39,1.18,0.11,0.38,1.1,0.09
PF00856,0.36,1.32,0.22,0.28,1.18,0.34
PF00857,0.75,2.58,0.01,0.75,2.46,0.01
PF00858,0.48,1.55,0.06,0.48,1.57,0.06
PF00859,0.63,2.59,0.11,0.64,2.6,0.10
PF00860,0.69,2.31,0.01,0.70,2.44,0.00
PF00861,1.00,,0.00,1.00,,0.00
PF00864,0.62,2.5,0.02,0.60,2.49,0.04
PF00865,1.00,,0.00,1.00,,0.00
PF00867,0.58,1.61,0.03,0.58,1.64,0.03
PF00868,0.49,1.53,0.04,0.49,1.51,0.03
PF00870,0.82,3.73,0.01,0.83,3.79,0.00
PF00875,0.89,4.38,0.01,0.88,4.33,0.01
PF00876,0.53,1.31,0.12,0.54,1.54,0.13
PF00878,0.38,1.21,0.13,0.38,1.18,0.12
PF00879,0.78,2.94,0.01,0.78,2.92,0.01
PF00880,0.44,1.39,0.05,0.46,1.46,0.05
PF00881,1.00,,0.00,1.00,,0.00
PF00882,1.00,,0.00,1.00,,0.00
PF00883,0.65,1.3,0.02,0.65,1.28,0.02
PF00884,0.46,1.37,0.05,0.45,1.34,0.05
PF00886,1.00,,0.00,1.00,,0.00
PF00887,0.59,2.05,0.02,0.56,2.03,0.06
PF00888,0.38,1.36,0.26,0.40,1.3,0.18
PF00889,1.00,,0.00,1.00,,0.00
PF00890,1.00,,0.00,1.00,,0.00
PF00891,0.73,2.32,0.00,0.73,2.32,0.00
PF00892,0.38,0.2,0.03,0.37,0.18,0.05
PF00895,1.00,,0.00,1.00,,0.00
PF00899,0.33,0.99,0.29,0.42,0.95,0.07
PF00900,0.96,4.84,0.00,0.96,4.8,0.00
PF00903,0.40,0.18,0.10,0.47,0.27,0.05
PF00904,0.76,3.05,0.01,0.74,3.09,0.03
PF00907,0.67,3.06,0.01,0.67,3.04,0.02
PF00909,0.57,2.05,0.09,0.58,2.06,0.08
PF00916,0.54,1.82,0.02,0.54,1.81,0.01
PF00918,0.55,4.92,0.44,0.55,4.92,0.44
PF00919,0.62,1.34,0.09,0.62,1.32,0.09
PF00923,1.00,,0.00,1.00,,0.00
PF00927,0.35,0.49,0.08,0.35,0.48,0.07
PF00928,0.44,1.05,0.04,0.43,1.03,0.05
PF00929,0.36,0.58,0.15,0.39,0.55,0.06
PF00930,0.50,1.37,0.02,0.50,1.37,0.02
PF00931,1.00,,0.00,1.00,,0.00
PF00932,0.56,1.97,0.07,0.57,1.92,0.06
PF00935,0.99,5.3,0.00,0.99,5.3,0.00
PF00939,0.67,2.82,0.03,0.67,2.8,0.02
PF00940,1.00,,0.00,1.00,,0.00
PF00941,0.70,2.07,0.00,0.70,2.07,0.00
PF00953,1.00,,0.00,1.00,,0.00
PF00955,0.52,2.57,0.19,0.57,2.55,0.12
PF00956,0.31,2.42,0.50,0.33,2.31,0.45
PF00957,0.49,1.73,0.09,0.48,1.66,0.11
PF00958,1.00,,0.00,1.00,,0.00
PF00962,0.50,0.74,0.07,0.50,0.74,0.06
PF00965,0.64,2.71,0.04,0.64,2.72,0.04
PF00969,0.70,2.95,0.03,0.70,2.92,0.02
PF00970,0.64,2.46,0.03,0.65,2.43,0.02
PF00975,0.57,0.13,0.06,0.57,0.04,0.06
PF00976,0.67,2.71,0.05,0.67,2.64,0.04
PF00984,1.00,,0.00,1.00,,0.00
PF00988,0.74,2.63,0.01,0.75,2.69,0.00
PF00989,0.33,1.89,0.36,0.34,1.78,0.32
PF00992,0.55,1.45,0.03,0.49,1.31,0.10
PF00993,0.62,2.1,0.03,0.62,2.1,0.02
PF00994,0.47,0.52,0.09,0.47,0.46,0.06
PF00995,0.37,0.83,0.17,0.37,0.79,0.15
PF00996,0.50,3.87,0.44,0.40,2.47,0.40
PF00997,1.00,,0.00,1.00,,0.00
PF00999,0.43,1.17,0.08,0.43,1.14,0.07
PF01000,0.70,2.01,0.04,0.70,1.93,0.01
PF01007,0.62,2.82,0.01,0.62,2.81,0.01
PF01008,0.50,0.79,0.01,0.50,0.78,0.01
PF01012,0.55,-0.18,0.07,0.56,-0.16,0.06
PF01015,1.00,,0.00,1.00,,0.00
PF01016,1.00,,0.00,1.00,,0.00
PF01017,0.49,1.55,0.11,0.48,1.51,0.11
PF01018,0.59,1.45,0.22,0.61,1.47,0.18
PF01019,0.55,2.87,0.28,0.54,2.84,0.29
PF01020,1.00,,0.00,1.00,,0.00
PF01023,0.49,1.79,0.06,0.49,1.74,0.05
PF01025,0.74,3.06,0.05,0.73,2.9,0.05
PF01026,0.51,0.73,0.03,0.51,0.73,0.02
PF01027,0.50,1.11,0.03,0.50,1.09,0.03
PF01028,0.89,4.17,0.00,0.89,4.17,0.00
PF01030,0.48,1.47,0.04,0.48,1.47,0.03
PF01031,0.60,1.78,0.01,0.60,1.77,0.01
PF01033,0.52,2.56,0.05,0.53,2.49,0.03
PF01034,0.53,2.65,0.18,0.53,2.65,0.18
PF01035,1.00,,0.00,1.00,,0.00
PF01039,0.55,1.17,0.04,0.55,1.17,0.03
PF01040,0.47,-0.02,0.04,0.48,0.01,0.02
PF01042,1.00,,0.00,1.00,,0.00
PF01044,0.36,1.88,0.45,0.26,1.84,0.60
PF01048,0.48,0.59,0.04,0.50,0.67,0.04
PF01049,0.68,2.96,0.03,0.68,2.91,0.02
PF01053,1.00,,0.00,1.00,,0.00
PF01055,0.53,2.32,0.12,0.57,2.11,0.03
PF01056,0.29,2.32,0.57,0.36,1.97,0.45
PF01058,1.00,,0.00,1.00,,0.00
PF01059,1.00,,0.00,1.00,,0.00
PF01061,0.53,1.2,0.01,0.53,1.2,0.01
PF01062,0.80,3.58,0.00,0.79,3.66,0.02
PF01063,0.79,3.05,0.00,0.80,3.09,0.01
PF01064,0.42,1.32,0.10,0.42,1.29,0.12
PF01066,0.42,1.13,0.23,0.43,0.93,0.13
PF01067,0.49,1.64,0.06,0.49,1.65,0.07
PF01068,0.55,1.18,0.02,0.55,1.18,0.02
PF01070,0.73,2.47,0.02,0.73,2.43,0.02
PF01071,1.00,,0.00,1.00,,0.00
PF01073,0.56,1.64,0.05,0.56,1.63,0.04
PF01074,0.54,1.44,0.02,0.54,1.39,0.03
PF01079,0.69,2.29,0.02,0.69,2.3,0.02
PF01080,0.56,4.45,0.40,0.55,4.45,0.41
PF01082,0.53,1.8,0.06,0.53,1.77,0.06
PF01084,0.63,1.87,0.01,0.62,1.78,0.01
PF01085,0.91,4.6,0.00,0.91,4.6,0.00
PF01086,0.80,3.31,0.04,0.80,3.35,0.04
PF01087,1.00,,0.00,1.00,,0.00
PF01088,0.54,1.64,0.05,0.54,1.63,0.05
PF01090,1.00,,0.00,1.00,,0.00
PF01091,0.75,3.12,0.04,0.75,3.12,0.04
PF01092,1.00,,0.00,1.00,,0.00
PF01093,0.61,0.95,0.02,0.61,1.02,0.03
PF01094,0.31,0.61,0.12,0.32,0.6,0.11
PF01096,0.68,3.03,0.03,0.68,2.99,0.02
PF01099,0.46,1.11,0.03,0.46,1.08,0.03
PF01101,0.64,2.37,0.05,0.64,2.32,0.04
PF01102,0.65,2.37,0.23,0.65,2.22,0.21
PF01103,1.00,,0.00,1.00,,0.00
PF01105,0.46,1.24,0.03,0.46,1.23,0.03
PF01106,1.00,,0.00,1.00,,0.00
PF01108,0.37,0.89,0.15,0.40,0.87,0.07
PF01109,1.00,,0.00,1.00,,0.00
PF01110,1.00,,0.00,1.00,,0.00
PF01111,0.92,4.78,0.00,0.92,4.78,0.00
PF01112,0.54,1.14,0.10,0.55,1.27,0.10
PF01114,1.00,,0.00,1.00,,0.00
PF01115,1.00,,0.00,1.00,,0.00
PF01119,0.45,1.31,0.21,0.48,1.04,0.07
PF01120,0.80,3.68,0.01,0.80,3.67,0.01
PF01121,0.65,1.3,0.01,0.65,1.3,0.01
PF01122,0.54,1.02,0.04,0.54,1.01,0.03
PF01124,0.45,0.81,0.10,0.45,0.78,0.09
PF01125,1.00,,0.00,1.00,,0.00
PF01126,0.78,3.16,0.00,0.78,3.18,0.00
PF01127,1.00,,0.00,1.00,,0.00
PF01128,1.00,,0.00,1.00,,0.00
PF01129,0.58,1.67,0.02,0.58,1.66,0.02
PF01130,0.59,1.79,0.03,0.59,1.77,0.03
PF01131,0.70,1.9,0.01,0.70,1.91,0.01
PF01133,1.00,,0.00,1.00,,0.00
PF01134,1.00,,0.00,1.00,,0.00
PF01135,0.68,2.11,0.04,0.68,2.1,0.03
PF01137,0.32,1.17,0.50,0.64,1.14,0.01
PF01138,0.41,0.6,0.04,0.41,0.62,0.05
PF01139,1.00,,0.00,1.00,,0.00
PF01142,0.65,1.59,0.03,0.66,1.58,0.03
PF01144,0.54,1.38,0.06,0.55,1.41,0.06
PF01145,0.42,0.88,0.05,0.42,0.86,0.05
PF01146,0.70,2.82,0.03,0.71,2.78,0.02
PF01148,0.92,4.65,0.00,0.92,4.68,0.00
PF01149,1.00,,0.00,1.00,,0.00
PF01150,0.48,1.46,0.07,0.48,1.44,0.06
PF01151,0.53,1.81,0.05,0.53,1.78,0.04
PF01153,0.52,1.77,0.07,0.53,1.73,0.05
PF01154,0.89,4.32,0.00,0.89,4.32,0.00
PF01157,1.00,,0.00,1.00,,0.00
PF01158,1.00,,0.00,1.00,,0.00
PF01159,1.00,,0.00,1.00,,0.00
PF01160,0.55,1.6,0.01,0.55,1.6,0.01
PF01161,0.57,2.29,0.19,0.51,1.87,0.24
PF01163,0.58,1.55,0.04,0.58,1.52,0.03
PF01165,1.00,,0.00,1.00,,0.00
PF01166,0.82,3.73,0.03,0.82,3.73,0.03
PF01167,0.63,3.31,0.16,0.62,3.3,0.18
PF01168,1.00,,0.00,1.00,,0.00
PF01169,0.61,0.71,0.02,0.61,0.68,0.01
PF01170,0.49,0.94,0.23,0.49,0.95,0.23
PF01171,1.00,,0.00,1.00,,0.00
PF01172,1.00,,0.00,1.00,,0.00
PF01175,1.00,,0.00,1.00,,0.00
PF01176,0.74,2.57,0.02,0.74,2.55,0.02
PF01179,0.72,2.81,0.01,0.72,2.84,0.02
PF01180,0.60,0.51,0.02,0.61,0.63,0.03
PF01182,0.55,1.41,0.08,0.56,1.38,0.06
PF01186,0.73,3.55,0.02,0.73,3.55,0.02
PF01187,0.71,2.6,0.06,0.71,2.58,0.06
PF01189,0.45,1.29,0.18,0.45,1.27,0.17
PF01191,1.00,,0.00,1.00,,0.00
PF01192,1.00,,0.00,1.00,,0.00
PF01193,0.33,1.29,0.48,0.65,1.32,0.00
PF01194,1.00,,0.00,1.00,,0.00
PF01195,1.00,,0.00,1.00,,0.00
PF01196,1.00,,0.00,1.00,,0.00
PF01198,1.00,,0.00,1.00,,0.00
PF01199,1.00,,0.00,1.00,,0.00
PF01200,1.00,,0.00,1.00,,0.00
PF01201,0.61,0.63,0.02,0.61,0.61,0.01
PF01202,0.54,0.41,0.25,0.56,0.12,0.16
PF01204,1.00,,0.00,1.00,,0.00
PF01205,1.00,,0.00,1.00,,0.00
PF01207,0.55,1.27,0.05,0.55,1.17,0.04
PF01208,1.00,,0.00,1.00,,0.00
PF01209,1.00,,0.00,1.00,,0.00
PF01210,0.84,3.77,0.00,0.84,3.7,0.00
PF01212,1.00,,0.00,1.00,,0.00
PF01213,0.71,3.73,0.23,0.73,1.75,0.02
PF01214,1.00,,0.00,1.00,,0.00
PF01215,1.00,,0.00,1.00,,0.00
PF01216,0.83,3.7,0.01,0.83,3.7,0.01
PF01217,0.40,1.16,0.09,0.41,1.1,0.05
PF01218,1.00,,0.00,1.00,,0.00
PF01221,0.76,3.18,0.02,0.76,3.16,0.02
PF01222,0.64,2.39,0.08,0.64,2.37,0.09
PF01223,0.41,1.05,0.19,0.43,0.9,0.15
PF01227,1.00,,0.00,1.00,,0.00
PF01229,1.00,,0.00,1.00,,0.00
PF01230,0.60,1.78,0.05,0.60,1.75,0.04
PF01231,0.71,2.28,0.01,0.71,2.26,0.01
PF01233,0.94,4.79,0.00,0.94,4.8,0.00
PF01234,0.67,2.09,0.00,0.67,2.12,0.01
PF01237,0.39,1.86,0.27,0.36,1.91,0.33
PF01238,1.00,,0.00,1.00,,0.00
PF01239,0.40,1.27,0.11,0.40,1.12,0.06
PF01242,1.00,,0.00,1.00,,0.00
PF01243,1.00,,0.00,1.00,,0.00
PF01244,0.79,3.29,0.01,0.79,3.28,0.01
PF01245,1.00,,0.00,1.00,,0.00
PF01246,0.71,2.47,0.02,0.71,2.4,0.01
PF01247,1.00,,0.00,1.00,,0.00
PF01248,0.37,0.76,0.11,0.38,0.63,0.05
PF01249,1.00,,0.00,1.00,,0.00
PF01250,1.00,,0.00,1.00,,0.00
PF01251,1.00,,0.00,1.00,,0.00
PF01253,0.61,1.64,0.04,0.60,1.58,0.05
PF01254,1.00,,0.00,1.00,,0.00
PF01255,0.54,0.77,0.30,0.55,0.45,0.26
PF01256,1.00,,0.00,1.00,,0.00
PF01257,1.00,,0.00,1.00,,0.00
PF01259,1.00,,0.00,1.00,,0.00
PF01261,1.00,,0.00,1.00,,0.00
PF01262,1.00,,0.00,1.00,,0.00
PF01263,1.00,,0.00,1.00,,0.00
PF01265,1.00,,0.00,1.00,,0.00
PF01266,0.37,0.38,0.07,0.37,0.41,0.07
PF01267,0.75,2.93,0.02,0.75,2.91,0.02
PF01268,0.88,4.0,0.00,0.88,4.0,0.00
PF01269,0.95,4.71,0.00,0.95,4.71,0.00
PF01271,0.43,-0.06,0.13,0.33,-0.03,0.32
PF01273,0.32,0.43,0.12,0.33,0.43,0.09
PF01275,0.72,2.94,0.00,0.72,2.92,0.01
PF01279,0.57,2.0,0.32,0.57,1.94,0.31
PF01280,1.00,,0.00,1.00,,0.00
PF01281,1.00,,0.00,1.00,,0.00
PF01282,1.00,,0.00,1.00,,0.00
PF01283,0.97,4.96,0.00,0.97,4.95,0.00
PF01284,0.32,0.45,0.07,0.31,0.44,0.10
PF01285,1.00,5.21,0.00,1.00,5.18,0.00
PF01286,1.00,,0.00,1.00,,0.00
PF01287,0.90,4.08,0.00,0.90,4.08,0.00
PF01290,0.85,4.16,0.02,0.86,4.16,0.00
PF01291,0.60,0.46,0.02,0.60,0.46,0.02
PF01294,1.00,,0.00,1.00,,0.00
PF01296,0.73,5.69,0.27,0.73,5.69,0.27
PF01299,0.44,0.99,0.06,0.48,1.0,0.03
PF01300,1.00,,0.00,1.00,,0.00
PF01301,0.68,2.73,0.01,0.69,2.78,0.01
PF01302,0.60,2.5,0.03,0.59,2.44,0.03
PF01315,0.73,2.3,0.03,0.73,2.34,0.03
PF01321,0.68,2.13,0.05,0.69,2.05,0.02
PF01323,1.00,,0.00,1.00,,0.00
PF01327,1.00,,0.00,1.00,,0.00
PF01329,0.81,3.68,0.01,0.82,3.7,0.00
PF01331,1.00,,0.00,1.00,,0.00
PF01335,0.43,0.92,0.06,0.44,0.89,0.03
PF01336,0.40,0.5,0.06,0.40,0.56,0.06
PF01342,0.56,2.26,0.09,0.56,2.18,0.08
PF01344,0.42,1.45,0.09,0.41,1.39,0.07
PF01347,0.57,0.25,0.07,0.58,0.25,0.06
PF01351,1.00,,0.00,1.00,,0.00
PF01352,0.68,2.98,0.03,0.68,2.96,0.03
PF01359,1.00,,0.00,1.00,,0.00
PF01363,0.46,2.39,0.11,0.46,2.31,0.09
PF01365,0.42,1.34,0.12,0.42,1.32,0.11
PF01368,1.00,,0.00,1.00,,0.00
PF01369,0.55,2.26,0.06,0.55,2.24,0.05
PF01370,0.38,0.1,0.20,0.37,0.08,0.20
PF01379,1.00,,0.00,1.00,,0.00
PF01380,0.55,1.41,0.03,0.55,1.41,0.03
PF01381,1.00,,0.00,1.00,,0.00
PF01384,0.89,4.04,0.00,0.89,4.04,0.00
PF01387,0.72,2.89,0.08,0.72,2.87,0.07
PF01388,0.50,1.85,0.04,0.49,1.8,0.06
PF01390,0.40,0.98,0.12,0.40,0.93,0.10
PF01391,0.52,2.08,0.09,0.52,2.04,0.07
PF01392,0.48,1.84,0.05,0.45,1.84,0.09
PF01393,0.93,4.77,0.01,0.94,4.79,0.00
PF01394,0.37,0.41,0.05,0.38,0.41,0.04
PF01396,1.00,,0.00,1.00,,0.00
PF01398,0.37,0.72,0.08,0.36,0.69,0.09
PF01399,0.30,0.47,0.11,0.30,0.31,0.05
PF01400,0.64,2.54,0.02,0.64,2.53,0.01
PF01401,0.69,2.61,0.01,0.69,2.61,0.00
PF01403,0.40,1.11,0.09,0.40,1.09,0.08
PF01404,0.68,3.1,0.02,0.67,3.09,0.03
PF01406,0.74,2.71,0.01,0.74,2.62,0.01
PF01408,0.51,1.15,0.11,0.51,1.09,0.08
PF01409,0.42,1.26,0.38,0.42,1.16,0.38
PF01410,0.45,2.5,0.26,0.46,2.48,0.26
PF01411,0.76,2.84,0.01,0.76,2.83,0.01
PF01412,0.53,2.11,0.04,0.53,2.06,0.04
PF01413,0.61,2.87,0.04,0.61,2.84,0.04
PF01414,0.71,3.7,0.01,0.71,3.66,0.01
PF01415,1.00,,0.00,1.00,,0.00
PF01416,0.49,0.22,0.04,0.49,0.23,0.04
PF01417,0.71,2.81,0.03,0.70,2.78,0.03
PF01419,1.00,,0.00,1.00,,0.00
PF01421,0.43,1.43,0.05,0.43,1.43,0.05
PF01422,0.56,3.82,0.14,0.57,3.8,0.12
PF01423,0.39,1.0,0.06,0.39,0.95,0.04
PF01424,0.44,1.3,0.10,0.45,1.28,0.08
PF01425,0.51,0.59,0.04,0.51,0.59,0.04
PF01426,0.40,0.85,0.06,0.41,0.82,0.05
PF01428,0.46,2.13,0.09,0.47,2.12,0.06
PF01429,0.46,1.34,0.11,0.46,1.31,0.10
PF01431,0.66,2.84,0.02,0.66,2.84,0.02
PF01432,0.65,1.95,0.02,0.65,1.94,0.01
PF01433,0.50,1.81,0.06,0.50,1.79,0.05
PF01434,0.62,2.01,0.03,0.62,2.01,0.03
PF01435,0.59,0.53,0.07,0.60,0.58,0.05
PF01436,0.50,1.73,0.03,0.50,1.7,0.02
PF01437,0.38,1.95,0.17,0.38,1.87,0.14
PF01442,0.41,0.76,0.16,0.38,0.76,0.18
PF01448,0.46,1.43,0.04,0.46,1.41,0.03
PF01451,1.00,,0.00,1.00,,0.00
PF01454,0.48,2.58,0.23,0.43,2.55,0.30
PF01457,0.33,,0.67,0.34,-0.27,0.66
PF01459,0.57,1.64,0.02,0.57,1.62,0.03
PF01462,0.51,2.29,0.03,0.51,2.28,0.03
PF01463,0.42,1.59,0.05,0.41,1.56,0.04
PF01465,0.76,3.17,0.04,0.76,3.12,0.03
PF01466,1.00,,0.00,1.00,,0.00
PF01467,0.40,0.81,0.14,0.41,0.77,0.10
PF01470,0.66,2.38,0.15,0.65,2.32,0.15
PF01471,0.46,1.65,0.07,0.46,1.62,0.06
PF01472,0.59,0.69,0.02,0.59,0.64,0.01
PF01476,0.57,2.37,0.11,0.57,2.15,0.08
PF01477,0.36,1.07,0.12,0.37,1.06,0.10
PF01479,0.68,1.81,0.03,0.68,1.73,0.03
PF01480,0.47,1.33,0.07,0.47,1.31,0.07
PF01483,0.63,2.51,0.01,0.63,2.51,0.00
PF01485,0.45,1.66,0.06,0.37,1.85,0.20
PF01490,0.35,0.97,0.18,0.35,0.96,0.17
PF01491,1.00,,0.00,1.00,,0.00
PF01494,0.21,1.72,0.71,0.22,1.53,0.70
PF01496,0.68,2.64,0.02,0.68,2.68,0.03
PF01500,0.46,4.09,0.42,0.35,4.12,0.55
PF01501,0.31,0.74,0.27,0.35,0.71,0.17
PF01504,0.49,1.88,0.16,0.50,1.89,0.14
PF01505,0.58,1.7,0.02,0.57,1.73,0.04
PF01507,1.00,,0.00,0.50,,0.50
PF01509,0.55,1.21,0.10,0.55,1.17,0.09
PF01510,0.56,2.52,0.12,0.59,2.49,0.09
PF01512,1.00,,0.00,1.00,,0.00
PF01513,1.00,,0.00,1.00,,0.00
PF01521,0.62,1.28,0.01,0.62,1.28,0.02
PF01529,0.42,1.48,0.05,0.41,1.44,0.05
PF01530,0.78,4.33,0.02,0.78,4.24,0.01
PF01531,0.82,3.48,0.00,0.82,3.48,0.00
PF01532,0.56,1.95,0.05,0.56,1.96,0.06
PF01534,0.64,2.75,0.02,0.64,2.77,0.02
PF01535,0.47,0.97,0.21,0.44,1.08,0.11
PF01536,1.00,,0.00,1.00,,0.00
PF01541,1.00,,0.00,1.00,,0.00
PF01545,0.47,1.22,0.04,0.45,1.17,0.07
PF01546,0.22,0.62,0.56,0.43,0.48,0.07
PF01549,1.00,,0.00,1.00,,0.00
PF01551,1.00,,0.00,1.00,,0.00
PF01553,0.36,0.69,0.12,0.36,0.65,0.11
PF01554,0.55,1.32,0.04,0.55,1.31,0.04
PF01556,0.39,2.0,0.33,0.57,1.99,0.02
PF01557,0.63,1.83,0.04,0.62,1.83,0.05
PF01562,0.31,0.91,0.19,0.36,1.17,0.14
PF01564,0.48,0.84,0.16,0.49,0.78,0.14
PF01565,0.48,1.05,0.11,0.48,1.03,0.10
PF01566,0.86,3.86,0.01,0.87,3.97,0.00
PF01569,0.39,0.87,0.09,0.39,0.84,0.08
PF01571,0.53,1.15,0.03,0.52,1.06,0.02
PF01575,0.59,0.7,0.11,0.59,0.55,0.06
PF01576,0.56,2.39,0.16,0.51,2.33,0.22
PF01582,0.35,1.1,0.21,0.36,1.09,0.17
PF01583,0.91,4.62,0.01,0.91,4.55,0.01
PF01585,0.55,2.22,0.07,0.55,2.17,0.06
PF01586,0.54,1.85,0.10,0.54,1.78,0.09
PF01588,0.82,3.47,0.01,0.82,3.45,0.01
PF01590,0.42,1.27,0.12,0.43,1.25,0.09
PF01591,0.80,3.81,0.01,0.80,3.81,0.01
PF01592,1.00,,0.00,1.00,,0.00
PF01593,0.32,0.58,0.25,0.31,0.57,0.27
PF01594,1.00,,0.00,1.00,,0.00
PF01595,0.72,2.77,0.05,0.72,2.75,0.04
PF01596,0.47,1.18,0.27,0.49,1.09,0.21
PF01597,0.55,1.09,0.26,0.55,1.03,0.26
PF01599,1.00,,0.00,1.00,,0.00
PF01602,0.39,0.77,0.03,0.39,0.77,0.03
PF01603,0.84,4.1,0.01,0.84,4.09,0.01
PF01607,0.73,3.0,0.01,0.73,2.89,0.00
PF01608,0.56,1.86,0.10,0.56,1.83,0.10
